"","X","asin","title","Brand","Firm","variationCSV","suction","Wok_1charge","db","pa","minutes","mins","hour","hours","mah","min","h"
"1",160,"B085HVKM5R","soonhua 3-in-1 automatic robot vacuum cleaner rechargeable smart robot sweeper floor auto cleaning mop sweeper","B085HVKM5R","SOONHUA","None",400,90,NA,"400",NA,"90;90;3",NA,NA,"1500;1500","90;90;3","2;7;1500;1500;3;2;1;6;8;6;8;6;8;1500;2;7"
"2",403,"B095W729ZY","fusiontec ob12 robotic vacuum cleaner, 3-in-1 slim hard floor expert wet and dry robot vacuum, ideal for dust hair grain cookie chips and other household garbage, white","B095W729ZY","Fusiontec","None",500,80,"55","500",NA,"85","4","4","2400;2400;248;248;40;3;7","80;85","2400;2400;1;2;1;248;248;40;12;3;7;80;4;1;2"
"3",360,"B0912V3VTZ","samsung jet bot+ robot vacuum cleaner w/ clean station, automatic emptying, precision cleaning, 5-layer filter, intelligent power control for hardwood floors, carpets, area rugs, vr30t85513w/aa, white","B0912V3VTZ","SAMSUNG","B0911Z9Z4N,B0912V3VTZ",550,90,NA,"5;5",NA,NA,NA,NA,NA,NA,"5;5"
"4",1897,"B0911Z9Z4N","samsung jet bot robot cordless vacuum cleaner w/ intelligent power control, precise navigation, multi surface cleaning for hardwood floors, carpets, rugs, anti hair, vr30t80313w/aa, white","B0912V3VTZ","SAMSUNG","B0911Z9Z4N,B0912V3VTZ",550,90,NA,"",NA,NA,NA,NA,NA,NA,""
"5",307,"B08RWC4CND","ioaoai rechargeable robot vacuum, 600pa robotic vacuum smart cleaner with self-charging, floor cleaning vacuum best for pet hairs home cleaning tool black","B08RWC4CND","IOAOAI","B08RWC4CND,B08RWLDQ17",600,100,NA,"600;1600;1600",NA,NA,NA,NA,"2000;3;7","100","24;2000;1;5;3;6;3;7;100;7;87"
"6",308,"B08RWLDQ17","ioaoai rechargeable robot vacuum, 600pa robotic vacuum smart cleaner with self-charging, floor cleaning vacuum best for pet hairs home cleaning tool white","B08RWC4CND","IOAOAI","B08RWC4CND,B08RWLDQ17",600,100,NA,"600;1600;1600",NA,NA,NA,NA,"2000;3;7","100","24;2000;1;5;3;6;3;7;100;7;87"
"7",516,"B09LKXZH6Z","iookme-h robot vacuum cleaner,automatically sweeping floor, high suction, self-charging, ultra flexible, daily planning, good for hard floor and low pile carpet with remote controller(white)","B09LKXZH6Z","IOOkME-H","None",600,60,NA,"600;2",NA,NA,NA,NA,NA,"1","60;1;50;2"
"8",1403,"B0775H5GCY","irobot roomba 614 robot vacuum (renewed)","614","iRobot","None",600,90,NA,"",NA,NA,NA,NA,NA,"614",""
"9",1,"B00IPEZKBW","irobot roomba 614 robot vacuum- good for pet hair, carpets, hard floors, self-charging","614","iRobot","B00IPEZKBW,B07VJQG6FN,B07Z2864P3,B07Z277N74,B07Z27CKPZ",600,90,NA,"","90",NA,NA,NA,NA,"90","1;1;1"
"10",2190,"B07VJQG6FN","irobot roomba 614 robot vacuum- good for pet hair, carpets, hard floors, self-charging, black","614","iRobot","B00IPEZKBW,B07VJQG6FN,B07Z2864P3,B07Z277N74,B07Z27CKPZ",600,90,NA,"","90;90",NA,NA,NA,NA,"90;90",""
"11",2193,"B07Z27CKPZ","irobot roomba 614 robot vacuum with dual mode virtual wall barrier (2-pack)","614","iRobot","B00IPEZKBW,B07VJQG6FN,B07Z2864P3,B07Z277N74,B07Z27CKPZ",600,90,NA,"2;2",NA,NA,NA,NA,NA,NA,""
"12",2192,"B07Z277N74","irobot roomba 614 robot vacuum with dual mode virtual wall barrier compatible with roomba 600/700/800/900 series","614","iRobot","B00IPEZKBW,B07VJQG6FN,B07Z2864P3,B07Z277N74,B07Z27CKPZ",600,90,NA,"1",NA,NA,NA,NA,NA,NA,""
"13",2191,"B07Z2864P3","irobot roomba 614 robot vacuum with roomba 600 series replenishment kit (1 bristle brush, 1 beater brush, 1 spinning side brush, 3 aerovac filters, and 1 round cleaning tool)","614","iRobot","B00IPEZKBW,B07VJQG6FN,B07Z2864P3,B07Z277N74,B07Z27CKPZ",600,90,NA,NA,NA,NA,NA,NA,NA,NA,""
"14",4141,"B07QC4VZ5N","irobot roomba 675 robot vacuum bundle - wi-fi connected, ideal for pet hair","675","iRobot","None",600,90,NA,"",NA,NA,NA,NA,NA,NA,""
"15",5531,"B07Z27LBL6","irobot roomba 675 robot vacuum with dual mode virtual wall barrier (2-pack)","675","iRobot","None",600,90,NA,"2;2",NA,NA,NA,NA,NA,NA,""
"16",5541,"B07Z2843KB","irobot roomba 675 robot vacuum with dual mode virtual wall barrier compatible with roomba 600/700/800/900 series","675","iRobot","None",600,90,NA,"1",NA,NA,NA,NA,NA,NA,""
"17",5551,"B07Z284C4Y","irobot roomba 675 robot vacuum with roomba 600 series replenishment kit","675","iRobot","None",600,90,NA,NA,NA,NA,NA,NA,NA,NA,""
"18",717,"B089TNN8XQ","irobot roomba 675 robot vacuum-wi-fi connectivity, compatible with alexa, good for pet hair, carpets, hard floors, self-charging (renewed)","675","iRobot","None",600,90,NA,"",NA,NA,NA,NA,NA,NA,""
"19",36,"B07DL4QY5V","irobot roomba 675 robot vacuum-wi-fi connectivity, works with alexa, good for pet hair, carpets, hard floors, self-charging","675","iRobot","None",600,90,NA,"",NA,NA,NA,NA,NA,NA,""
"20",4221,"B07QNMW83G","irobot roomba 675 robot vacuum-wi-fi connectivity, works with alexa, good for pet hair, carpets, hard floors, self-charging (renewed)","675","iRobot","None",600,90,NA,"","90",NA,NA,NA,NA,"90","1;1"
"21",936,"B08P5W2M8X","irobot roomba 675 wi-fi connected robot vacuum cleaner with braava 240 wet jet mop bundle (2 items)","675","iRobot","None",600,90,NA,"","90;90",NA,NA,NA,NA,"90;90",""
"22",813,"B08HJQQKQX","irobot roomba 692 robot vacuum-wi-fi connectivity, compatible with alexa, good for pet hair, carpets, hard floors, self-charging, charcoal grey (renewed)","692","iRobot","None",600,90,NA,"",NA,NA,NA,NA,NA,"",""
"23",157,"B085D4MFS8","irobot roomba 692 robot vacuum-wi-fi connectivity, personalized cleaning recommendations, works with alexa, good for pet hair, carpets, hard floors, self-charging, charcoal grey","692","iRobot","B08K51GV38,B085D4MFS8,B09Y2S5PJD",600,90,NA,"","90",NA,NA,NA,NA,"90",""
"24",2491,"B08K51GV38","irobot roomba 692 robot vacuum-wi-fi connectivity, works with alexa, good for pet hair, carpets, hard floors with authentic replacement parts - roomba 600 series replenishment kit, white","692","iRobot","B08K51GV38,B085D4MFS8,B09Y2S5PJD",600,90,NA,"",NA,NA,NA,NA,NA,NA,""
"25",1160,"B095XCB5DK","irobot roomba 694 robot vacuum-wi-fi connectivity, good for pet hair, carpets, hard floors, self-charging (renewed)","694","iRobot","None",600,90,NA,"","90",NA,NA,NA,NA,"90",""
"26",2755,"B092S1CKDG","irobot roomba 694 robot vacuum-wi-fi connectivity, good for pet hair, carpets, hard floors, self-charging with authentic replacement parts - roomba 600 series replenishment kit, white","694","iRobot","B092RZ2JKW,B08SP5GYJP,B092S1CKDG",600,90,NA,"",NA,NA,NA,NA,NA,NA,""
"27",2754,"B092RZ2JKW","irobot roomba 694 robot vacuum-wi-fi connectivity, good for pet hair, carpets, hard floors, self-charging with authentic replacement parts- dual mode virtual wall barrier,black","694","iRobot","B092RZ2JKW,B08SP5GYJP,B092S1CKDG",600,90,NA,"1",NA,NA,NA,NA,NA,NA,""
"28",316,"B08SP5GYJP","irobot roomba 694 robot vacuum-wi-fi connectivity, personalized cleaning recommendations, works with alexa, good for pet hair, carpets, hard floors, self-charging, roomba 694","694","iRobot","B092RZ2JKW,B08SP5GYJP,B092S1CKDG",600,90,NA,"","90",NA,NA,NA,NA,"90",""
"29",1232,"B09B44NLLJ","irobot roomba 694 wi-fi connected robot vacuum with irobot braava jet 240 mopping robot bundle (2 items)","694","iRobot","None",600,90,NA,"","90",NA,NA,NA,NA,"90",""
"30",1233,"B09B46GG1M","irobot roomba 694 wi-fi connected robot vacuum with irobot roomba dual mode virtual wall barrier bundle (2 items)","694","iRobot","None",600,90,NA,"","90",NA,NA,NA,NA,"90",""
"31",2492,"B09Y2S5PJD","roomba 692 w/ virtual wall","692","iRobot","B08K51GV38,B085D4MFS8,B09Y2S5PJD",600,90,NA,NA,NA,NA,NA,NA,NA,NA,""
"32",122,"B0811WGB7Q","azz robot vacuum cleaner robotic vacuum remote controller 3 cleaning modes anti-fall hepa good for pet hair carpets hard floors (color : black)","B0811WGB7Q","AZZ","B0811WGB7Q,B0811WPHNZ",698,60,NA,"698",NA,NA,"1;1;24","1;1;24","1200","","1200;1;1000;1;2;24"
"33",2453,"B0811WPHNZ","azz robot vacuum cleaner robotic vacuum remote controller 3 cleaning modes anti-fall hepa good for pet hair carpets hard floors (color : white)","B0811WGB7Q","AZZ","B0811WGB7Q,B0811WPHNZ",698,60,NA,"698",NA,NA,"1;1;24","1;1;24","1200","","1200;1;1000;1;2;24"
"34",10,"B06X1F3HXG","ilife v5s pro robot vacuum and mop combo, slim, automatic self-charging robot vacuum cleaner, daily schedule, ideal for pet hair, hard floor and low pile carpet.","v5spro","ILIFE","B06X1F3HXG,B08NWS3F8H",850,140,NA,"","110",NA,NA,NA,NA,"110","12;1;5;1"
"35",284,"B08NWS3F8H","ilife v5s pro 2, 2-in-1 robot vacuum and mop combo, slim, automatic self-charging robotic vacuum, daily schedule, zigzag cleaning path, ideal for pet hair, hard floor and low pile carpet","v5spro","ILIFE","B06X1F3HXG,B08NWS3F8H",850,120,NA,"","120",NA,NA,NA,NA,"120","12;1;2"
"36",1521,"B078W3KLLG","ilife v5spro robotic vacuum with water tank (renewed)","v5spro","ILIFE","None",850,120,NA,"",NA,NA,NA,NA,NA,"140",""
"37",11,"B06XS31V18","irobot roomba 890 robot vacuum- wi-fi connected, works with alexa, ideal for pet hair, carpets, hard floors","890","iRobot","None",850,90,NA,"","90",NA,NA,NA,NA,"90","5;1;1"
"38",6111,"B0835H9F44","irobot roomba 890 robot vacuum- wi-fi connected, works with alexa, ideal for pet hair, carpets, hard floors (renewed)","890","iRobot","None",850,90,NA,"","90",NA,NA,NA,NA,"90","5;1;1"
"39",1391,"B07755JV66","irobot roomba 890 robot vacuum with wi-fi connectivity + manufacturers warranty (renewed)","890","iRobot","None",850,90,NA,"",NA,NA,NA,NA,NA,"890","5"
"40",3,"B01FS67F3U","vacuum cleaning robot automatic robotic vacuum cleaner high suction cleaning for hard floor and low carpets (black-white)","B01FS67F3U","FINE DRAGON","None",860,50,NA,"860",NA,NA,"3;4","3;4","2100","50","50;60;2100;98;110;240;3;4"
"41",4,"B01G6XTDA2","fine dragon robotic vacuum cleaner with remote control and self charging technology professional automatic cordless carpet vacuum cleaner robot pet (black with white)","B01G6XTDA2","FINE DRAGON","None",860,80,"60","800;860",NA,NA,"3;4","3;4","2200;2200;2200","80","2200;2200;50;60;2200;110;240;3;4"
"42",25,"B079N677J1","vacuum cleaner robot, fine dragon automatic robotic vacuum cleaner high suction cleaning for hard floor and thin carpets (white b)","B079N677J1","FINE DRAGON","None",860,50,NA,"860",NA,NA,"24;3;4","24;3;4","2100","50","50;60;2100;24;110;240;3;4"
"43",42,"B07FZY36W7","eyugle robot vacuum cleaner, self-charging, powerful suction, slim design, remote control, anti-drop, good for pet hair, thin carpets and hard floors (kk320a1n)","B07FZY36W7","EYUGLE","B07FZY36W7",900,60,NA,"900;900;900;400;900;2;8",NA,NA,NA,NA,"1200;1200;1200;14;4","60;60;60","1200;1200;1200;3;4;320;1;14;4;330;12;602;36;1"
"44",67,"B07NRYGJNP","robot vacuum cleaner, powerful suction tangle-free, slim design, automatic self-charging robotic vacuum for pet hair,hard floor and carpet (black)","B07NRYGJNP","BVRILA","B07NRYGJNP,B07Q2HFBKD",1000,100,"65;65","1000;2;1000;1","100",NA,"3;4","3;4","2000","100","65;12;212;23;07;2000;1;2;01;31031078;65;2000;3;4;1;2;2"
"45",2389,"B07Q2HFBKD","robot vacuum cleaner, powerful suction tangle-free, slim design, automatic self-charging robotic vacuum for pet hair,hard floor and carpet (white)","B07NRYGJNP","BVRILA","B07NRYGJNP,B07Q2HFBKD",1000,100,"65;65","2;2000;1000;1","100",NA,"3;4","3;4","2000;2000","100","2000;12;212;23;07;2000;1;2;2000;01;31031078;65;2000;3;4;1;2;2"
"46",15,"B0748CD7VL","pure clean robotic vacuum cleaner-1600pa suction-efficient gyroscope s-path scheduled activation & automatic charge dock ultra thin 3.0” height cleans carpets and hardwood floor-pucrc105","B0748CD7VL","Dana Trading Co","None",1000,90,"60","1600;1000","90;80;100",NA,"4;5","4;5","2000;2000","90;80;100","2000;2;2;60;2000;3;0;2000;4;5;3;0"
"47",44,"B07GDHPWCS","ecovacs deebot 711 robot vacuum cleaner with smart navi 2.0, systematic mapping cleaning, wi-fi connectivity, ideal for pet hair, carpets, hard floor surfaces, compatible with alexa, black/white","711","ECOVACS","B07GDHPWCS,B07W4S99CM",1000,130,NA,"",NA,NA,"4","4","2600","130","2600;1;2;4;2;0"
"48",2266,"B07W4S99CM","ecovacs deebot 711s robot vacuum cleaner with smart navi 2.0 visual mapping, max power suction, up to 130 min runtime, hard floors & carpets, pet hair, app controls, self-charging, quiet, black","711S","ECOVACS","B07GDHPWCS,B07W4S99CM",1000,130,NA,"","130",NA,NA,NA,NA,"130;130;130","1;2;2;0"
"49",86,"B07S412MZ8","ecovacs deebot n79w robot vacuum cleaner (white) with max power suction, alexa connectivity, app controls, self-charging, for hard surface floors & thin carpets (renewed)","N79W","ECOVACS","B07N6P2RTQ,B088P7MDK7,B07CMG2VGC,B07LCRK1ZP,B07MDS8Y1S,B088P98M3Z,B07WHMGDW9,B08QDPQBKG,B07PDSXQ5L",1000,110,NA,"","110",NA,NA,NA,NA,"110;110",""
"50",104,"B07WHMGDW9","ecovacs deebot ozmo 937 2-in-1 smart robotic vacuum cleaner & mop with advanced navigation (renewed)","937","ECOVACS","B07N6P2RTQ,B088P7MDK7,B07CMG2VGC,B07LCRK1ZP,B07MDS8Y1S,B088P98M3Z,B07WHMGDW9,B08QDPQBKG,B07PDSXQ5L",1000,110,NA,NA,NA,NA,NA,NA,NA,"110;110",""
"51",1650,"B07QT6WF7M","ecovacs deebot n79s self-charging robot vacuum cleaner and echo dot (3rd gen) - smart speaker with alexa - charcoal","N79S","ECOVACS","B07QT6WF7M",1000,120,NA,"",NA,NA,NA,NA,NA,"120","79;2"
"52",100,"B07W5XB6B6","ecovacs deebot 661 robot vacuum, black","661","ECOVACS","B07W5XB6B6,B07KSFM8S5",1000,110,NA,"","110",NA,NA,NA,NA,"110;110","661;1;2;1"
"53",20,"B077HW9XM7","ecovacs deebot n79s robotic vacuum cleaner with max power suction, upto 110 min runtime, hard floors and carpets, works with alexa, app controls, self-charging, quiet","N79S","ECOVACS","None",1000,120,NA,"","110",NA,NA,NA,NA,"110;120;110","2"
"54",75,"B07Q7Y84S6","ecovacs deebot 500 robot vacuum cleaner with max power suction, up to 110 min runtime, hard floors & carpets, pet hair, app controls, self-charging, quiet, large, black, 8 each","500","ECOVACS","None",1000,110,"","","110",NA,NA,NA,NA,"110;110;110","8;1;2;1"
"55",89,"B07TJ2M5XY","ecovacs deebot ozmo 920 2in1 mopping robotic vacuum with laser navigation, no-go zones, systematic cleaning, multi-floor mapping, works with alexa & app, large, black","920","ECOVACS","None",1000,110,NA,"","110",NA,NA,NA,NA,"110;110","0;79"
"56",6,"B01LYCLS24","eufy robovac 11, high suction, self-charging robotic vacuum cleaner with drop-sensing technology and high-performance filter for pet, designed for hard floor and thin carpet","11","eufy","None",1000,90,NA,"",NA,NA,"1;5;1;5","1;5;1;5","2600","","12;2600;11;1;5;11;1;5"
"57",1581,"B074MD221N","fengrui robot vacuum cleaner automatic mini strong suction remote control hepa filter robotic vacuums for dog pets hair hardwood floor surfaces 11.4x11.4x2.95 inches (pink)","B074MD221N","FENGRUI","B074MD221N",1000,150,"18;60;14;8;60","1000;2200;120;150;11;4;11;4;2;95",NA,"120;150;11;4;11;4;2;95","2;3","2;3","2200;2200;120;150;11;4;11;4;2;95","120;150;11;4;11;4;2;95","2200;18;60;14;8;120;150;11;4;11;4;2;95;2200;3;4;10;1;8;11;4;11;4;2;95;2;3;120;150;11;4;11;4;2;95;2200"
"58",1604,"B07F69NYDW","fengrui fr-6s robot vacuum cleaner and rag not mop remote control hepa filter for pets dog hair hardwood floor surfaces home gold","B074MD221N","FENGRUI","B07FHYCB1R",1000,150,"18;60;14;8","1000;2200;120;150;11;4;11;4;2;95",NA,"120;150;11;4;11;4;2;95","2;3","2;3","2200;2200;120;150;11;4;11;4;2;95","120;150;11;4;11;4;2;95","2200;18;60;14;8;120;150;11;4;11;4;2;95;2200;3;4;10;1;8;2;3;120;150;11;4;11;4;2;95;2200"
"59",2263,"B07FHYCB1R","fengrui fr-6s robot vacuum cleaner and mop powerful suction remote control hepa filter for pets dog hair hardwood floor surfaces home pink","B074MD221N","FENGRUI","B07FHYCB1R",1000,150,"18;60;14;8","1000;2200;120;150;11;4;11;4;2;95",NA,"120;150;11;4;11;4;2;95","2;3","2;3","2200;2200;120;150;11;4;11;4;2;95","120;150;11;4;11;4;2;95","2200;18;60;14;8;120;150;11;4;11;4;2;95;2200;3;4;10;1;8;2;3;120;150;11;4;11;4;2;95;2200"
"60",76,"B07QKS2YWJ","golongele hb-1001 smart cleaning robot vacuum cleaner, mini profile automatic vacuum cleaner robot for hardwood floors pet hair, manual recharge","B07QKS2YWJ","Golongele","B07QKS2YWJ",1000,60,NA,"1000;1000;1000","50;60;50;60",NA,"4","4",NA,"50;60;50;60","1001;1001;2;73;4"
"61",13,"B06Y56NDF4","ilife v3s pro robot vacuum cleaner, tangle-free suction , slim, automatic self-charging robotic vacuum cleaner, daily schedule cleaning, ideal for pet hair,hard floor and low pile carpet","v3spro","ILIFE","B06Y56NDF4,B08K74WBJS,B08S6TPC24,B08LVJDLX8",1000,100,"55","600","90;100",NA,"","","2600","90;100","12;60;50;2;2600"
"62",1579,"B07313S199","ilife a9 robot vacuum, mapping, wi-fi connected, cellular dustbin, strong suction, 2-in-1 roller brush, self-charging, slim,quiet, compatible with alexa, ideal for hard floors to medium-pile carpets.","a9","ILIFE","B08JCDCH22,B08S73M29W,B07313S199",1000,120,NA,"",NA,NA,NA,NA,NA,NA,"12;1;1"
"63",92,"B07TXYHC7C","noisz by ilife s5 robot vacuum cleaner, electrowall, tangle-free suction port, quiet, automatic self-charging ideal for pet care, hard floor and low pile carpet, black","B07TXYHC7C","NOISZ","B07TXYHC7C,B085VR2WYR,B08RHMQC28",1000,100,"68",NA,"90;100",NA,"12","12",NA,"90;100;100","12;12;12"
"64",166,"B085VR2WYR","noisz by ilife s5 pro robot vacuum and mop 2 in 1, electrowall, automatic self-charging, water tank,tangle-free, quiet, ideal for pet care, hard floor and low pile carpet , black","S5PRO","NOISZ","B07TXYHC7C,B085VR2WYR,B08RHMQC28",1000,110,"68","1000",NA,NA,NA,NA,NA,"",""
"65",810,"B08HFQGFY6","noisz by ilife noisz s5 robot vacuum cleaner with max mode, tangle-free suction port, virtual barrier, slim & quiet, programmable, ideal for hardwood, tile, laminate and stone (renewed)","B07TXYHC7C","NOISZ","None",1000,110,NA,"",NA,NA,"12","12",NA,"","12;12"
"66",18,"B0776Y17XD","pucrc25 and pucrc26b replacement parts - (4) rotating side brushes (2) dustbin filters - robot vacuum cleaner replacement parts and accessory kit - pureclean prtpucrc251","B0776Y17XD","PURE CLEAN","None",1000,90,NA,"","90",NA,NA,NA,"2000","90","2000;2000"
"67",405,"B095YM43X5","ruow smart cleaning robot sweeping robotic vacuum cleaner / mopping three in one,big dustbin and tangle-free brush, perfect for pet hair(does not support carpet)","B095YM43X5","RUOW","None",1000,50,NA,"1000","50;50",NA,NA,NA,NA,"50;50","6"
"68",23,"B078Z742SX","suhmy floor robotic vacuum cleaner with mopper and water tank, household automatic sweeper, direct suction, self-charging function, high-tech sensors, dry/wet mopping hard floor (turquoise)","B078Z742SX","Suhmy","None",1000,60,NA,"1000;20",NA,NA,NA,NA,"2200","1","2200;2"
"69",321,"B08T1LT4VK","tesvor a1 robot vacuum cleaner, 2-in-1 robotic vacuum and mop, powerful suction, compatible with alexa, auto-charging, ultra slim, quiet, ideal for pet hair, hard floors and low-pile carpets","B08T1LT4VK","Tesvor","None",1000,100,NA,"1000;2600","100",NA,NA,NA,"2600","2;1;100","2600;1000;2600"
"70",12,"B06XXMS7W3","robotic vacuum cleaner with water tank high suction self-charging automatic floor cleaning robot for hard floor and carpet xshuai black","B06XXMS7W3","XShuai","None",1000,40,"60","1000;14;4","40",NA,"1;5",NA,"2000","90;40","1000;3;4;2000;1;5;2;99;1;1"
"71",1582,"B075MSQXTK","samsung powerbot r7070 robot vacuum (renewed)","B075MSQXTK","SAMSUNG","B07DJRY1KV",1040,60,NA,"",NA,NA,NA,NA,NA,"",""
"72",2211,"B07DJRY1KV","samsung powerbot r7040 robot vacuum - vr1am7040wg/aa works with alexa (renewed)","B075MSQXTK","SAMSUNG","B07DJRY1KV",1040,60,NA,"","60",NA,NA,NA,NA,"60",""
"73",1603,"B07DRNLRZD","samsung powerbot star wars limited edition robot vacuum - darth vader (renewed)","B07DRNLRZD","SAMSUNG","B07DRNLRZD",1040,60,NA,"","60",NA,NA,NA,NA,"60",""
"74",59,"B07MPNHLRG","bifast automatic robot vacuum cleaner - robotic auto home cleaning for clean carpet hardwood floor - bot self detects stairs","B07MPNHLRG","Bifast","B07MPNHLRG",1200,120,NA,"1200","120",NA,"2","2",NA,"120","2;6;2;4;2;200"
"75",1630,"B07MBMWKM3","bifast automatic robot vacuum cleaner - robotic auto home cleaning for clean carpet hardwood floor - bot self detects stairs","B07MPNHLRG","Bifast","B07MPNHLRG",1200,120,NA,"1200","120",NA,"2","2",NA,"120","2;6;2;4;2;200"
"76",158,"B085GBPZCM","robot vacuum cleaner with mop sweeping vacuum cleaning robot for pet hair, home hard floor and low-pile carpet robot cleaner vacuum 1200pa strong suction anti-collision sensor","B085GBPZCM","CHARMINGEL","None",1200,120,"65","1200","120;120",NA,"6","6","2000;2000","120;120","2000;2000;1;2;87;2000;7;4;5;6;6;2"
"77",2005,"B09JNVSMXN","clothinf new robot vacuum and mop, robot vacuum cleaner with 1200pa super-strong suction, smart mapping, 2-in-1 vacuum and mop for pet hair, carpet (black) (dv9-d)","B09JNVSMXN","Clothinf","B09JNVSMXN,B09JNW8KGZ",1200,90,"55","1200;1200;55","90",NA,"1;5","1;5","1200","90","1200;8;3;1;0;3937;1;5;1;96"
"78",2898,"B09JNW8KGZ","clothinf new robot vacuum and mop, robot vacuum cleaner with 1200pa super-strong suction, smart mapping, 2-in-1 vacuum and mop for pet hair, carpet (white)","B09JNVSMXN","Clothinf","B09JNVSMXN,B09JNW8KGZ",1200,90,"55","1200;1200;55","90",NA,"1;5","1;5","1200","90","1200;8;3;1;0;3937;1;5;1;96"
"79",510,"B09L62MZKN","clothinf robot vacuum and mop, smart navigation robot vacuum, robot vacuum cleaner with 1200pa strong suction, large battery, 2-in-1 vacuum and mop, for pet hair, hard floor, carpet (white)(t95f)","B09JNVSMXN","Clothinf","B09JNVSMXN,B09JNW8KGZ",1200,90,"55","1200;1200;1200;55","90",NA,"1;5","1;5","1200","90","95;1200;8;3;1;0;3937;1;5;1;96"
"80",1376,"B09L63GZG4","clothinf 2021 robot vacuum & mop, robot vacuum cleaner with 1200pa super-strong suction, smart mapping, 2-in-1 vacuum & mop for pet hair, carpet (black), t95f","B09JNVSMXN","Clothinf","B09JNVSMXN,B09JNW8KGZ",1200,90,"55","1200;1200;55","90",NA,NA,NA,"1200","90","1200;8;3;1;0;3937;1;96"
"81",264,"B08LLHPMMH","coayu c530 robot vacuum cleaner, wet mopping sweeping, anti-drop anti-collision, max suction, work with alexa and google assistant, auto-charging cleaner for pet fur, hard floor, carpet (black). (renewed)","B08LLHPMMH","COAYU","B08LLHPMMH",1200,110,"55;65","1200","110",NA,NA,NA,"2150","110","2150"
"82",5,"B01J2WUUVK","crenova robot vacuum cleaner with invisible wall fully aucomatic self-charging ultrasonic obstacle and duty dection","B01J2WUUVK","crenova","None",1200,90,"55;55","1200;1200;1200",NA,NA,NA,NA,NA,"90","1200"
"83",126,"B081GXML25","robot vacuum cleaner, 3 in 1 automatic sweeping vacuuming & mopping ultra slim quiet vacuum cleaner,strong suction & anti-collision sensor for hard floor,tile,pet hair and carpets","B081GXML25","Dearpriass","B081GXML25",1200,150,NA,"1200;23;5;23;5;7;3","150",NA,NA,NA,NA,"150","3;1;1800"
"84",58,"B07MNRTGR1","dibea 2-in-1 mopping robot vacuum, automatic self-charging robot vacuum cleaner for pet hair, carpet and hard floor dt966","B07MNRTGR1","Dibea","None",1200,150,"60","1200;1200;1200;1200;3;1;3;11;5","150",NA,"48;4;5","48;4;5","2600;2600","150;150;150","3;1;3;2;4;11;2600;2600;60;1;1;48;0;5;11;2600;100;240;4;5"
"85",22,"B078WRP6YQ","eufy [boostiqtm] robovac 11c pet edition, wi-fi connected, 1200pa (max) high suction, 3-point cleaning system, self-charging robotic vacuum cleaner, cleans hard floors to medium-pile carpets","11c","eufy","None",1200,100,NA,"1200","100;100",NA,NA,NA,NA,"100;100","12;12;0;59"
"86",2944,"B07KCP2MS9","eufy robovac 11c pet edition wi-fi connected robot vacuum","11c","eufy","None",1200,100,NA,NA,NA,NA,NA,NA,NA,NA,""
"87",39,"B07FHYPBFP","fengrui fr-e701 robot vacuum cleaner with water tank mop cost-effective automatic remote control for pet hair carpets hard floor low noise surfaces 12.7x13x3.34 inches pink","B07FHYPBFP","FHENGRUI","B07FHYVBTD,B07FHYPBFP",1200,150,"22;60;14;8","1200;2200;120;150;12;7;13;3;34",NA,"120;150;12;7;13;3;34","2;3","2;3","2200;120;150;12;7;13;3;34","120;150;12;7;13;3;34","22;60;14;8;120;150;12;7;13;3;34;2200;3;4;10;8;12;7;13;3;34;2;3;120;150;12;7;13;3;34;2200"
"88",40,"B07FHYVBTD","fengrui fr-e701 robot vacuum cleaner with water tank mop cost-effective automatic remote control for pet hair carpets hard floor low noise surfaces 12.7x13x3.34 inches gold","B07FHYPBFP","FHENGRUI","B07FHYVBTD,B07FHYPBFP",1200,150,"22;60;14;8","1200;2200;120;150;12;7;13;3;34",NA,"120;150;12;7;13;3;34","2;3","2;3","2200;120;150;12;7;13;3;34","120;150;12;7;13;3;34","22;60;14;8;120;150;12;7;13;3;34;2200;3;4;10;8;12;7;13;3;34;2;3;120;150;12;7;13;3;34;2200"
"89",622,"B0B1PV4HBW","fitoron robot vacuum and mop cleaner, robot vacuum cleaner sweep and mop machine 2-in-1, 1200kpa strong suction, 80min runtime, smart mapping","B09ZHT13DL","FITORON","B0B1PV8L6V,B09ZHPSZQP,B09ZHQ773T,B0B1PV4HBW,B09ZHPDCNM,B09ZHK934N,B09ZHT13DL,B09ZHFB6F6",1200,80,"60;4","1200;1200;3;7;1;2;23;5;23;5;6;9;2;9;2;2;3;2;1","80;80;400",NA,"1;5","1;5","1500;1500;3;7","80;80;80;400","1500;1500;80;0;52;0;69;1;1;2;3;1;3;7;3;7;1500;400;1;5;1;5;2;1"
"90",623,"B0B1PV8L6V","fitoron robot vacuum and mop cleaner, robot vacuum cleaner sweep and mop machine 2-in-1, 1200kpa strong suction, 80min runtime, smart mapping","B09ZHT13DL","FITORON","B0B1PV8L6V,B09ZHPSZQP,B09ZHQ773T,B0B1PV4HBW,B09ZHPDCNM,B09ZHK934N,B09ZHT13DL,B09ZHFB6F6",1200,80,"60;4","1200;1200;3;7;1;2;23;5;23;5;6;9;2;9;2;2;3;2;1","80;80;400",NA,"1;5","1;5","1500;1500;3;7","80;80;80;400","1500;1500;80;0;52;0;69;1;1;2;3;1;3;7;3;7;1500;400;1;5;1;5;2;1"
