"","X","asin","title","Brand","Firm","variationCSV","suction","Wok_1charge","db","pa","minutes","mins","hour","hours","mah","min","h"
"752",2852,"B098QGD8PF","bwwnby lazy home smart, household mopping robot, low noise automatic floor mopping robot wet and dry, sweeping robot smart vacuum cleaner home smart cleaning tool(silver)","B098QDJ977","BWWNBY","B098QGD8PF",2400,180,NA,"1;30;2400;2400;180","1;30;180",NA,"2;2;6;6","2;2;6;6","2400;2400;2400","1;30;180","2400;2400;9;842;36;1;1;2;2;1;6;25060;2400;6"
"753",1950,"B0991TM623","ekdjkk smart robotic vacuum cleaners automatic sweeper modern automatic cleaning dry wet smart robot household spray mode floor sweeper(silver)","B0991TM623","EKDJKK","B0991VLDWD",2400,180,NA,"1;30;2400;180","1;30;180",NA,"2;6;6","2;6;6","2400;2400","1;30;180","2400;9;842;36;1;1;2;1;6;25060;2400;6"
"754",2154,"B0991VLDWD","ekdjkk smart robotic vacuum cleaners automatic sweeper modern automatic cleaning dry wet smart robot household spray mode floor sweeper(gold)","B0991VLDWD","EKDJKK","B0991VLDWD",2400,180,NA,"1;30;2400;180","1;30;180",NA,"2;6;6","2;6;6","2400;2400","1;30;180","2400;9;842;36;1;1;2;1;6;25060;2400;6"
"755",281,"B08NJWFNP3","nw 1776 robot vacuum cleaner, visual navigation,smart mopping,selective zones cleaning, sweeping robot","B08NJWFNP3","NW 1776","None",2400,90,"70;150","2400","60;90",NA,NA,NA,"2400;240","60;90","2400;240;2;2;97"
"756",2040,"B09NYGBC8X","xiaokeis robot vacuum cleaner low noise wet and dry sweeping robot ultra-thin body modern automatic smart robot cleaning tool floor mopping robot household spray mode floor sweeper for carpet,gold","B09NYGBC8X","Xiaokeis","B09NYGBC8X,B09NYGNCWP",2400,180,NA,"2400;30;180","30;180",NA,"2;6;6;6","2;6;6;6","2400;2400","30;180","2400;9;842;36;1;1;2;6;1;6;25060;2400;6"
"757",2947,"B09NYGNCWP","xiaokeis robot vacuum cleaner ultra-thin body modern automatic cleaning dry wet smart robot household spray mode floor sweeper for carpet(silver)","B09NYGNCWP","Xiaokeis","B09NYGBC8X,B09NYGNCWP",2400,180,NA,"2400;30;180","30;180",NA,"2;6;6;6","2;6;6;6","2400;2400","30;180","2400;9;842;36;1;1;2;6;1;6;25060;2400;6"
"758",317,"B08SQM9CNC","coredy g850 robot vacuum, smart navigation, mopping & sweeping, 2500pa strong suction, robotic vacuum cleaner, wi-fi connected, compatible with alexa, ideal for pet hair, cleans hard floor to carpet","G850","Coredy","None",2500,120,NA,"2500;2500",NA,NA,NA,NA,NA,"","2;4"
"759",4471,"B07RRFZJV5","coredy robot vacuum cleaner, personalized customize robotic vacuums skin, 2500pa hurricane suction, boundary strips included, auto boost intellect, quiet self-charging cleaning robot for carpet","B07RRFZJV5","Coredy","None",2500,120,"65;65;75","2500;2500;1600",NA,"120",NA,NA,NA,"120","0;2;77;0;59;2;77;12;2500;0;2;77;1"
"760",230,"B08F2S98DM","ecovacs deebot ozmo u2 pro robot vacuum cleaner 2 in1 vacuum and mop, extra pet care kit 800ml large dustbin & tangle-free brush, ideal for pet hair, no-go zones, 2.5hrs run time, voice / app control…","U2PRO","ECOVACS","B09GPQLPW3,B08F2S98DM",2500,150,NA,"","150",NA,NA,NA,"3200","150","2;5;2;5;3200"
"761",1990,"B09GPQLPW3","ecovacs deebot ozmo u2 robot vacuum cleaner 2 in1 vacuum and mop, tangle-free brush, ideal for pet hair, no-go zones, 110 min run time, voice / app control","U2","ECOVACS","B09GPQLPW3,B08F2S98DM",2500,110,"","","110;110;110",NA,NA,NA,"2600","110;110;110;110","2600;110"
"762",2406,"B09LGZ6HV7","eufy by anker, robovac g20, robot vacuum, dynamic navigation, 2500 pa strong suction, ultra-slim, app, voice control, compatible with alexa, ideal for hard floors and pet hair","g20","eufy","B09LGZ6HV7,B07RHZ6CVX",2500,90,"55","2500;2500",NA,NA,NA,NA,NA,"","20;2;85"
"763",2179,"B09LHBZ6KB","eufy by anker, robovac g20 hybrid, robot vacuum, dynamic navigation, 2500 pa strong suction, 2-in-1 vacuum and mop, ultra-slim, quiet, compatible with alexa, ideal for hard floors and pet hair","g20hy","eufy","B09LHBZ6KB,B08MF8N8SD",2500,90,"55","2500;2500",NA,NA,NA,NA,NA,NA,"20;20;2;85"
"764",296,"B08PK2ZXGT","fuzoto f8 robot vacuum, sweep, mop, vacuum 3-in-1, 2500pa, wifi/app/alexa, automatic self-charging robotic vacuum, daily schedule cleaning, ideal for pet hair, medium-pile carpet, hard floor, black","B08PK2ZXGT","FuZoTo","None",2500,100,"65;3","2500;2500;3;1","100","100;100","3;4","3;4","2600","100;100;100","0;79;2600;10;12;60;2;1;2;7;100;240;50;5;3;4"
"765",2927,"B09NB9MN8H","robot vacuum cleaner, instarobo 2-in-1 vacuum and mop robot automatic self-charging robotic vacuum sweeping cleaner ideal for pet hair, hard floors and low pile carpets (white)","B09NB9MN8H","InstaRobo","B09NB9BJV7,B09NB9MN8H,B09MFJ854M,B09MFGZF2K,B09MCWGHVD,B09YPVC86Z,B09PG59QTP,B09P51C2CT",2500,150,"55","200;2500;2500;360;415;137;4","150;150",NA,"24;5","5","2500;2500","150;150","2500;24;74;2;5;2500;4;1;1;24;300;2500;230;5;2"
"766",487,"B09GKQMFM1","robot vacuum cleaner, laresar grande 1 self-charging robotic vacuum 2700pa suction, mopping function, app control, compatible with alexa & google assistant, ultra-slim, ideal for pet hair and carpet","B09GKQMFM1","Laresar","None",2500,140,"50","2700;2700","140",NA,"24","24","3200;3200","140","3200;1;3200;24"
"767",599,"B09Y5D7L46","moolan robotic vacuum, 25kpa strong suction robot vacuum mop, smart self-charging, quiet for pet hair all floors","B09Y5D7L46","Moolan","B09Y5F5Y5V,B09Y5VHHK6",2500,120,NA,"25;2500;2500",NA,NA,NA,NA,NA,"120","2;4"
"768",601,"B09Y5VHHK6","moolan robot vacuum,robotic vacuum cleaner good for pet hair,romba vacuum with wifi/app/google/alexa voice control,with 2500pa powerful suction,aspiradora robot,romba carpet floor cleaner","B09Y5VHHK6","Moolan","B09Y5F5Y5V,B09Y5VHHK6",2500,120,NA,"2500;2500;2500",NA,NA,NA,NA,NA,"120","2;4"
"769",346,"B08X9YT6ZM","robit r3000 robot vacuum cleaner, 2500pa suction with gyroscope, 2.8” ultra thin, super quiet, long-lasting battery&self-charging robotic vacuum cleaner for pet hair, hard floors, carpets","r3000","Robit","B08X9YT6ZM",2500,120,NA,"2500;2500;2500",NA,"120;80",NA,NA,"2600","120;80","2600;2;8;12"
"770",278,"B08MTH1BN3","robit robot vacuum r3000 high suction 2500pa robot vacuum cleaner,qiuet,ultra slim, drop sensor,smart, auto self-charging,robotic vacuum cleaner for hard floor & low pile carpet,pet hair,food crumbs","r3000","Robit","None",2500,120,"","2500;2500;2500",NA,"120",NA,NA,"2600","120;120","2600;3000;2600"
"771",355,"B08Z7ZYGKW","roborock e5 robot vacuum cleaner with 2500pa strong suction, app total control, carpet boost, ideal for large homes with pets, compatible with alexa","e5","roborock","B08Z7ZYGKW",2500,200,"","2500;2500","200",NA,NA,NA,NA,"200","2500"
"772",356,"B08Z88VWKC","roborock e5 mop robot vacuum and mop, self-charging robotic vacuum cleaner, 2500pa strong suction, wi-fi connected, app control, works with alexa, ideal for pet hair, carpets, hard floors (black)","e5","roborock","B08Z88VWKC,B091Y9745N,B0792BWMV4",2500,200,"","2500;2500","200",NA,NA,NA,NA,"200","2500"
"773",369,"B091Y9745N","roborock e5 mop robot vacuum cleaner, 2500pa strong suction, wi-fi connected, app control, compatible with alexa, ideal for pet hair, carpets, hard floors (white)","e5","roborock","B08Z88VWKC,B091Y9745N,B0792BWMV4",2500,200,"","2500;2500","200",NA,NA,NA,NA,"200","2500"
"774",547,"B09NZWNB9T","roborock e5 mop robotic vacuum cleaner, internal route plan with 2500pa strong suction, carpet boost, app total control, ideal for pets and larger home","e5","roborock","None",2500,200,NA,"2500;2500",NA,"200",NA,NA,NA,"200",""
"775",1496,"B09SH1BY7M","roborock e5 mop robot vacuum and mop with multi-surface floor cleaning solution","e5","roborock","None",2500,200,"","2500;1;300","200",NA,NA,NA,NA,"200","2500"
"776",546,"B09NZTM6S7","roborock e5 robotic vacuum cleaner, internal route plan with 2500pa strong suction, carpet boost, app total control, ideal for pets and larger home","e5","roborock","None",2500,200,NA,"2500;2500",NA,"200",NA,NA,NA,"200",""
"777",133,"B0825NN2FM","roborock e55 robot vacuum cleaner, internal route plan with 2500pa strong suction, 200min runtime, carpet boost, app total control robotic vacuum, ideal for pets and larger home, works with alexa","E55","roborock","B0825NN2FM",2500,200,NA,"2500","180",NA,"24;24","24","5200","200;180","5200;12;24;1;24;12"
"778",2442,"B08MW5JFN8","roborock s6 maxv robot vacuum cleaner with reactiveai and intelligent mopping (renewed)","s6max","roborock","B08MW5JFN8",2500,180,NA,"",NA,NA,NA,NA,NA,NA,""
"779",732,"B08BC9TQ8V","roborock s6 maxv robot vacuum cleaner and mopping cloth(2 pcs) bundle","s6max","roborock","None",2500,180,NA,"2500",NA,NA,NA,NA,NA,NA,"2;2"
"780",791,"B08G86RZ3V","roborock s6 maxv robot vacuum cleaner and disposable mop cloth 30pcs","s6max","roborock","None",2500,180,NA,"2500",NA,NA,NA,NA,NA,NA,""
"781",330,"B08VHXZZ22","roborock s7 robot vacuum and mop, 2500pa suction & sonic mopping, robotic vacuum cleaner with multi-level mapping, works with alexa, mop floors and vacuum carpets in one clean, perfect for pet hair","s7","roborock","B08VHXZZ22,B08VHZJ6R2",2500,180,"","2500;2500","180",NA,NA,NA,NA,"180","2;4;2500"
"782",331,"B08VHZJ6R2","roborock s7 robot vacuum and mop, 2500pa suction & sonic mopping, robotic vacuum cleaner with multi-level mapping, works with alexa, mop floors and vacuum carpets in one clean, perfect for pet hair","s7","roborock","B08VHXZZ22,B08VHZJ6R2",2500,180,"","2500;2500","180",NA,NA,NA,NA,"180","2;4;2500"
"783",469,"B09DCCWRZ7","roborock s7 robot vacuum and mop cleaner with sonic mopping, strong 2500pa suction, multi-level mapping, plus app and voice control(white) (renewed)","s7","roborock","B09HC33PS9,B09DCCWRZ7",2500,180,NA,"2500","180",NA,NA,NA,NA,"180",""
"784",492,"B09HC33PS9","renewed roborock s7 robot vacuum and mop with sonic mopping, strong 2500pa suction, multi-level mapping, 2.4ghz wifi connection, plus app and voice control (black) (renewed)","s7","roborock","B09HC33PS9,B09DCCWRZ7",2500,180,NA,"2500","180",NA,NA,NA,NA,"180","2;4"
"785",1270,"B09CTVG6FR","roborock s7 robot vacuum and mop with mop cloth( 2pcs)","s7","roborock","None",2500,180,NA,NA,NA,NA,NA,NA,NA,"",""
"786",1911,"B094N4VJ7S","roborock s7+ robot vacuum and sonic mop with self-empty dock, stores up to 60-days of dust, auto lifting mop, ultrasonic carpet detection, 2500pa suction, black","s7+","roborock","B094N4VJ7S,B094N5D4NM",2500,180,NA,"2500;2500;2500;120",NA,NA,NA,NA,NA,"",""
"787",2791,"B094N5D4NM","roborock s7+ robot vacuum and sonic mop with self-empty dock, stores up to 60-days of dust, auto lifting mop, ultrasonic carpet detection, 2500pa suction, white","s7+","roborock","B094N4VJ7S,B094N5D4NM",2500,180,NA,"2500;2500;2500;120",NA,NA,NA,NA,NA,"",""
"788",2054,"B09TTG7CB4","roborock s7+ robot vacuum and sonic mop with auto-empty dock, stores up to 60-days of dust, auto lifting mop, ultrasonic carpet detection, 2500pa suction, black (renewed)","s7+","roborock","B09TTG7CB4,B09TTH3YBT",2500,120,NA,"2500;2500;2500",NA,NA,NA,NA,NA,"",""
"789",2964,"B09TTH3YBT","roborock s7+ robot vacuum and sonic mop with auto-empty dock, stores up to 60-days of dust, auto lifting mop, ultrasonic carpet detection, 2500pa suction, white (renewed)","s7+","roborock","B09TTG7CB4,B09TTH3YBT",2500,120,NA,"2500;2500;2500",NA,NA,NA,NA,NA,"",""
"790",1217,"B099KDV4L5","roborock s7+ robot vacuum and sonic mop with self-empty dock, stores up to 60-days of dust, auto lifting mop, ultrasonic carpet detection, 2500pa suction","s7+","roborock","None",2500,120,"","2500;2500;120",NA,NA,NA,NA,NA,"","2500;7"
"791",1300,"B09G9RNHQW","roborock s7+ robot vacuum and sonic mop cleaner with dust bag for auto-empty dock","s7+","roborock","None",2500,120,NA,"",NA,NA,NA,NA,NA,"",""
"792",1301,"B09G9TD2JL","roborock s7+ robot vacuum and sonic mop cleaner with vibrarise mop cloth","s7+","roborock","None",2500,120,NA,NA,NA,NA,NA,NA,NA,"",""
"793",1303,"B09G9XJTSS","roborock s7+ robot vacuum and sonic mop cleaner with rubber main brush","s7+","roborock","None",2500,120,NA,NA,NA,NA,NA,NA,NA,"",""
"794",1304,"B09G9XVCVL","roborock s7+ robot vacuum and sonic mop cleaner with vibrarise mop cloth","s7+","roborock","None",2500,120,NA,NA,NA,NA,NA,NA,NA,"",""
"795",1305,"B09GB1QD3K","roborock s7+ robot vacuum and sonic mop cleaner with washable filter (x2)","s7+","roborock","None",2500,120,NA,"",NA,NA,NA,NA,NA,"","6;12"
"796",1404,"B09MK7K6BF","roborock s7+ robot vacuum and sonic mop with self-empty dock, stores up to 60-days of dust, auto lifting mop, ultrasonic carpet detection, 2500pa suction","s7+","roborock","None",2500,120,"","2500;2500;120",NA,NA,NA,NA,NA,"","2500;7"
"797",1497,"B09SH3BQ13","roborock s7+ robot vacuum and mop with official roborock multi-surface floor cleaning solution bundle, black","s7+","roborock","None",2500,120,NA,"120;1;300",NA,NA,NA,NA,NA,"",""
"798",1498,"B09SH67DN5","roborock s7+ robot vacuum and mop with official roborock multi-surface floor cleaning solution bundle, white","s7+","roborock","None",2500,120,NA,"120;1;300",NA,NA,NA,NA,NA,"",""
"799",539,"B09NLNG3W8","syvio robot vacuum, 2500pa strong suction, super-thin robotic vacuum cleaner, quiet, 4 modes, 150min runtime, timer, wifi/remote control, self-charging robovac for pet hair, hardfloor, short carpet","B09NLNG3W8","syvio","None",2500,150,NA,"2500","150",NA,NA,NA,NA,"150;150","15"
"800",1898,"B09122SS1F","thamtu robot vacuum cleaner, app control, 150min runtime, 2500pa suction, slim, quiet cleaning, good for pet hairs, hard floor, medium-pile carpet (silver with remote)","B09122SS1F","Thamtu","B09122SS1F",2500,150,NA,"2500;2500",NA,NA,NA,NA,NA,"150;150",""
"801",577,"B09T6N91XY","thamtu g11 robot vacuum, 2500pa suction, 150 min runtime, schedueled cleaning, slim, quiet, self-charging robotic vacuum cleaner for pet hairs, hard floor, medium-pile carpet","G11","Thamtu","B09T6N91XY",2500,150,NA,"2500;2500",NA,NA,"","",NA,"150;150","11;2500;0;4"
"802",2027,"B09M6Y88N8","thamtu robot vacuum cleaner, app control, 150min runtime, 2500pa suction, slim, quiet cleaning, good for pet hairs, hard floor, medium-pile carpet (light silver without remote)","G11","Thamtu","B09T6N91XY",2500,150,NA,"2500;2500",NA,NA,NA,NA,NA,"150;150",""
"803",377,"B092RY4N5D","thamtu g11 robot vacuum cleaner with new generation of dynamic navigation, 150min runtime, 2500pa suction with voice prompt, slim, quiet cleaning, good for pet hairs, hard floor, medium-pile carpet","G11","Thamtu","None",2500,150,NA,"2500;2500",NA,NA,"24",NA,NA,"150;150","24"
"804",420,"B097PD93D5","thamtu g11 robot vacuum cleaner, app control, 150min runtime, 2500pa suction, slim, quiet cleaning, good for pet hairs, hard floor, medium-pile carpet","G11","Thamtu","None",2500,150,NA,"2500;2500",NA,NA,NA,NA,NA,"150;150",""
"805",523,"B09M6ZT5JD","thamtu g11 robot vacuum cleaner with new generation of dynamic navigation, 150min runtime, 2500pa suction with voice prompt, slim, quiet cleaning, good for pet hairs, hard floor (remote not included)","G11","Thamtu","None",2500,150,NA,"2500",NA,NA,NA,NA,NA,"150",""
"806",463,"B09C8D7C6C","welkob robot vacuum cleaner with self-charging,2500pa 4400mah wi-fi connectivity, compatible with alexa, good for pet hair","B09C8D7C6C","WELKOB","B09C8D7C6C,B09C8DHK2B",2500,120,NA,"2500",NA,"120",NA,NA,"4400;4400;2500","120","2500;4400;4400;2500;4400;2;0"
"807",2873,"B09C8DHK2B","robot vacuum cleaner with self-charging,2500pa 4400mah wi-fi connectivity, compatible with alexa, good for pet hair","B09C8D7C6C","WELKOB","B09C8D7C6C,B09C8DHK2B",2500,120,NA,"2500",NA,"120",NA,NA,"4400;4400;2500","120","2500;4400;4400;2500;4400;2;0"
"808",354,"B08Z3KCFLH","yaootely 2500pa multifunctional smart vacuum cleaner robot sweep wet mop automatic 3-in-1recharge dry wet sweeping vacuum cleaner red","B08Z3KCFLH","Yaootely","None",2500,150,"40;40","2500;500;2500","100;150",NA,NA,NA,"1200;3;7","100;150","3;1;2500;1200;3;3;7;2;4;5;2;1"
"809",211,"B08BRTD219","+ 360 c50 robot vacuum and mop, 2600 pa, zigzag cleaning, scheduled cleaning, edge, spot, deep cleaning, compatible with alexa and google assistant, black","C50","360","B08BRTD219,B08LZ4JBBR",2600,90,"65","2600;2600;2600",NA,"90",NA,NA,NA,"2;1;90","12;13;58;13;58;3;11;300;3;11;13;58;13;58"
"810",2516,"B08LZ4JBBR","360 c50 robot vacuum cleaner, smart ir remote control, 2-in-1 vacuum and mop, 2600 pa strong suction, 4 cleaning modes, anti-drop sensors, automatic self charging robotic vacuum cleaner, ultra-thin","C50","360","B08BRTD219,B08LZ4JBBR",2600,90,NA,"2600;2600",NA,NA,NA,NA,NA,"2;1","12;3;11"
"811",1923,"B095SL821T","robot vacuum cleaner, 2600pa strong suction, compatible with alexa, app control, self charging robotic vacuum, clean hard floor, low-piled carpet, pet hair, slim, 2022 upgrade airrobo p10 (black)","B095SL821T","AIRROBO","B095SL821T",2600,0,NA,"2600;2600;2600",NA,NA,NA,NA,NA,NA,""
"812",402,"B095SL9KP3","robot vacuum cleaner, 2600pa strong suction power robotic vacuums, wifi connected, app control, works with alexa and google home, self charging, ideal for hard floor, carpet, pet hair, airrobo p10","B095SL9KP3","AIRROBO","None",2600,140,NA,"2600;2600",NA,NA,NA,NA,NA,NA,"10"
"813",566,"B09Q599YF1","robot vacuum, airrobo p10 robotic vacuum 2600pa strong suction, compatible with alexa, app connected, 140mins runtime, self charging, slim, black","B09Q599YF1","AIRROBO","None",2600,140,NA,"2600",NA,"140",NA,NA,NA,"140",""
"814",449,"B099WGP4QM","e25 robot vacuum cleaner, smart mapping technology, 2600pa robotic vacuum, 150 mins, super thin, voice control, ideal for pet hair, carpets & hard floors","e25","ALHONLY","B0B7G97RXX",2600,150,NA,"2600;2600;1500",NA,"150;2","2;5","2;5","3200","150;150;2","3200;2;5;2;85;2;5"
"815",495,"B09HGTDF3C","clobot robotic vacuum cleaner x11, robot vacuum with smart dynamic navigation 2.0, 2600 pa strong suction, self-charging & direct charging, 150min runtime, ultra thin, quiet, wifi & remote control","x11","CLOBOT","B095WKVKXN,B095CCT63V,B09HGS9F28,B09HGTDF3C",2600,150,NA,"2600;1200;500;2600;2600;1200;600","150",NA,NA,NA,"2600","150;150","2600;2;95;3"
"816",2803,"B095WKVKXN","robot vacuum cleaner - clobot auto robotic vacuum x10 max with 2600pa powerful suctions, 150min runtime, ultra thin, quiet, wi-fi, self-charging robotic vacuum for pet hairs, hard floors, carpets","x10max","CLOBOT","B095WKVKXN,B095CCT63V,B09HGS9F28,B09HGTDF3C",2600,150,NA,"2600;2600;1200;500;1;2600;1200;600;1","150",NA,NA,NA,"2500","150;150","1;2;95;3;2500;1;1"
"817",543,"B09NRLQVLT","robot vacuum cleaner e25 , 2600pa robotic vacuum with mapping technology, 150 mins runtime, self-charging, 2.4ghz wi-fi connected app, compatible with alexa, ideal for pet hair, carpets, hard floors","E25","Dopinmin","B09NRLQVLT,B09NXY2QGC",2600,150,NA,"2600;2600;2600;2600;25","150","150;2","2;5;24","2;5;24","3200","150;150;150;2","2;4;3200;2;5;2;85;4;0;6;24;2;5;12;812;762;86;4"
"818",312,"B08S6TLQN5","ecovacs deebot n8 pro robot vacuum and mop, strong 2600pa suction, laser based lidar navigation, smart obstacle detection, multi-floor mapping, fully customized cleaning, self empty station compatible","N8","ECOVACS","None",2600,110,NA,"2600;2600","110",NA,NA,NA,NA,"110","3;1;1;1;12"
"819",985,"B08S7ND492","ecovacs deebot n8 pro+ robot vacuum and mop cleaner, with self empty station, 2600pa suction, laser based lidar navigation, carpet detection, multi floor mapping, personalized cleaning","N8PRO","ECOVACS","None",2600,110,NA,"2600;2600;1",NA,NA,NA,NA,NA,"","30;3;1;1;12"
"820",569,"B09Q61HFVP","hcy vacuum cleaner, robotic vacuums 2600pa dirt devil vacuum cleaner self-recharging carpet cleaner machine robot pet hair cleaning for carpet hardwood floor for home, office(black)","B09Q61HFVP","HCY","B09Q5ZSB7N,B09Q61GRP1,B09Q5YTQND,B09Q61HFVP",2600,150,NA,"2600;2600;2600;2600","150","150",NA,NA,"3200","150;150","3200;2;85"
"821",55,"B07L6PNMK5","imass robot vacuum and mop s2,2600pa strong suction, wi-fi connectivity app control, self charging,good for pet hair, care carpet, hardwood, tile floor","B07L6PNMK5","imass","None",2600,120,NA,"2600;2","100",NA,"4","4","2600","1;100","12;1;5;1;4;2600"
"822",2172,"B09N37KR2M","laser robot vacuum, lidar robot vacuum cleaner, robot vacuum and mop with lidar nivagation, 2600pa strong suction multiple-floor mapping robot cleaner for hard floors and medium-pile carpets.","B09N37KR2M","imass","None",2600,150,"65;65","2600;2600","120;150",NA,NA,NA,"3200","120;150","12;3;7;1;65;3;7;3200;4;5;1;2"
"823",273,"B08MFG4RS3","lefant robot vacuum cleaner ,quiet self-charging robotic vacuum cleaner, 2600pa strong suction, 120 mins runtime, wi-fi connected, works with alexa, ideal for pet hair, carpets & hard floors (t800)","B08MFG4RS3","Lefant","None",2600,120,NA,"2600;2600","120","120",NA,NA,"2600","120;120","2600;3;15;12"
"824",2937,"B09MFHCLBY","paylesshere robot vacuum cleaner, super-thin, strong suction,compatible with alexa,quiet, self-charging robotic vacuum cleaner, cleans hard floors to medium-pile carpets (2600pa, black)","B09MFHCLBY","PayLessHere","B09MFHJV42,B09MF7Y3L3,B09MH95X92,B09MF9TQX4,B09MFHCLBY",2600,150,NA,"2600;2600;2600;2600",NA,"150",NA,NA,"3200;3200","150;150","3200;2;85;3200"
"825",172,"B086V42DNT","proscenic m6 pro wi-fi connected robot vacuum cleaner and mop, alexa & google home& app control, lidar navigation, robotic vacuum with mapping, 2600 pa suction and selective room cleaning","m6","Proscenic","None",2600,120,NA,"2600",NA,NA,NA,NA,NA,"",""
"826",50,"B07JNG4KWR","pure clean robot vacuum cleaner - low profile cleans pet hair under furniture - automatic robo charge dock - thin robotic auto home sweeper vac for clean tile, carpet, hardwood floor (white)","B07JNG4KWR","PURE CLEAN","None",2600,120,NA,"",NA,NA,"2","2","2200",NA,"2200;2;4;2200;2"
"827",19,"B077GCH67N","robotic vacuum cleaner - robotic auto home cleaning for clean carpet hardwood floor - bot self detects stairs - air filter pet hair allergies friendly","B077GCH67N","SereneLife","None",2600,90,NA,"","90;90",NA,"4;2","4;2","2000;1500;4","90;90","2000;1500;2000;2;4;1500;4;1;2"
"828",528,"B09MK4PDY2","robot vacuum and mop combo, smartai g50b robot vacuum cleaner, 2600pa strong suction, self-charging robotic vacuum cleaner, good for pet hair, low pile carpets, hard floors, app & voice control","B09MK4PDY2","SmartAI","B09MK4PDY2,B09MK57DS6,B09MK587P4",2600,120,NA,"2600;2600","120",NA,NA,NA,"2600","120","2600;20"
"829",530,"B09MK57DS6","robot vacuum cleaner, smartai g50e robotic vacuum cleaner, 2600pa strong suction, self-charging vacuum cleaner robot, good for pet hair, low pile carpets, hard floors, app & voice control","B09MK4PDY2","SmartAI","B09MK4PDY2,B09MK57DS6,B09MK587P4",2600,120,NA,"2600;2600;2600;2600","120",NA,NA,NA,"2600","120","2600;20"
"830",531,"B09MK587P4","robot vacuum and mop combo, smartai g50w robot vacuum cleaner, 2600pa strong suction, self-charging robotic vacuum cleaner, good for pet hair, low pile carpets, hard floors, app & voice control","B09MK4PDY2","SmartAI","B09MK4PDY2,B09MK57DS6,B09MK587P4",2600,120,NA,"2600;2600","120",NA,NA,NA,"2600","120","2600;20"
"831",479,"B09F9R1ZGR","sysperl robot vacuum cleaner,2600pa strong suction power robotic vacuums,works with alexa remote wifi app,self-charge robotic vacuum cleaner,robot vacuum for pet hair,medium-pile carpet, hard floor","B09F9R1ZGR","SYSPERL","B09F9R1ZGR",2600,120,NA,"2600;2600;2600",NA,"120",NA,NA,"2600","120","2600"
"832",548,"B09P15GTZL","sysperl 2-in-1 robot vacuum and mop, self-charging robotic vacuum cleaner, 2600pa vacuum robot daily schedule, ideal for pet hair, hardwood floor and carpets, compatible with boundary strips v41p","B08DD4QH6Y","SYSPERL","B09P15GTZL",2600,120,NA,"2600;2600;2600",NA,NA,NA,NA,"2600;2600","120","2600;2600;4;1650"
"833",550,"B09P16QCGH","sysperl 2 in 1 robot vacuum and mop, robot vacuum cleaner with mapping technology 2600pa, wifi/alexa/app/remote control self charging robotic vacuum for hardwood floors, carpet, ideal for pet hair","B09P16QCGH","SYSPERL","B09WHY7GSL,B09P16QCGH",2600,150,NA,"2600;2600;2600;2600;2600;1;300;1","120;150",NA,NA,NA,"2600;2600","120;120;150","12;4;2;1;2600;1;2600;1"
"834",590,"B09WHY7GSL","sysperl v40p robot vacuum,2600pa strong suction,quiet,self-charging robot vacuum cleaner works with wi-fi alexa/app/remote,ideal for pet hair hard floors medium-pile carpets","B09P16QCGH","SYSPERL","B09WHY7GSL,B09P16QCGH",2600,120,NA,"2600;2600;2600;1","120",NA,NA,NA,NA,"120","3;1;12;4;2;1;2;4;1;1;3;19;1;12"
"835",549,"B09P15M79R","sysperl robot vacuum cleaner,robot vacuum with mapping technology, automatic robot vacuum cleaner,120 mins runtime,2600pa robot vacuum mapping,alexa compatible,robot vacuum for pet hair,hard floor","B09P15M79R","SYSPERL","None",2600,120,NA,"2600;2600;2600",NA,"120;120;120",NA,NA,"2600","120;120;120","2600"
"836",586,"B09VL6GBW4","sysperl v41p robot vacuum and mop combo, robot vacuum cleaner with 2600pa suction ,vacuum robot, robotic vacuums work with alexa wifi app remote, self-charging,ideal for hard floor, pet hair, carpet","B09VL6GBW4","SYSPERL","None",2600,120,NA,"2600;2600;2600","120",NA,NA,NA,"2600","120","4;4;2;2600"
"837",587,"B09VL9BDQQ","sysperl 2 in 1 robot vacuum and mop, 2600pa robot vacuum cleaner with mapping technology, wifi/alexa/app/remote control self charging vacuum for hardwood floors, carpet, ideal for pet hair","B09VL9BDQQ","SYSPERL","None",2600,120,NA,"2600;2600;2600","120",NA,NA,NA,"2600","120","4;4;2;2600"
"838",2169,"B09MJFBH4C","sysperl robot vacuum cleaner, 2600pa power suction robotic vacuum compatible with alexa,wi-fi,app,remote control,quiet, self charging robot vacuum, hard floors, medium-pile carpets,ideal for pet hair","B09MJFBH4C","SYSPERL","None",2600,120,"","2600;2600;2600","120","120",NA,NA,"2600","120;120","2;4;2600;4;1;12;2600;0;1;1"
"839",288,"B08P439LX1","360 s7 lidar vacuum + mop combo robot (360rcs7usa)","S7","360","s7",2650,120,NA,"2650","120",NA,NA,NA,NA,"120","2;1"
"840",482,"B09FLDMMKN","robot vacuum and mop, lidar navigation, 2700pa strong suction, 360 s8 robotic vacuum cleaner, multi-floor mapping, no-go zones, compatible with alexa and google assistant, ideal for carpets and pets","S8","360","B09FLDMMKN",2700,140,NA,"2700;2700;700;1500;1500","140",NA,"3;5;24","3;5;24","3200;3200","140;140","2;4;3200;3200;12;3200;2;3;5;24"
