asin,listed_date,isEligibleForSuperSaverShipping,Brand,Firm,market_ids,prices,ave_rating,title,variationCSV,suction,Wok_1charge,sales
B01LYCLS24,30/09/2016 00:00,FALSE,11,eufy,R21Q1,348.95,4,"eufy robovac 11, high suction, self-charging robotic vacuum cleaner with drop-sensing technology and high-performance filter for pet, designed for hard floor and thin carpet",None,1000,90,1
B01MU4WAUI,28/12/2016 00:00,FALSE,B01MU4WAUI,Xiaomi,R20Q1,385.3895,3.752941176,"xiaomi mi robot vacuum with precise distance sensor system powerful suction lds path planning 5200mah battery for hard-floor n low thin carpet, white",None,1800,150,1
B01MU4WAUI,28/12/2016 00:00,FALSE,B01MU4WAUI,Xiaomi,R20Q3,331.5447059,3.8,"xiaomi mi robot vacuum with precise distance sensor system powerful suction lds path planning 5200mah battery for hard-floor n low thin carpet, white",None,1800,150,1
B01MU4WAUI,28/12/2016 00:00,FALSE,B01MU4WAUI,Xiaomi,R21Q1,363.7842105,3.75,"xiaomi mi robot vacuum with precise distance sensor system powerful suction lds path planning 5200mah battery for hard-floor n low thin carpet, white",None,1800,150,1
B01MU4WAUI,28/12/2016 00:00,FALSE,B01MU4WAUI,Xiaomi,R21Q4,380.2792308,3.866666667,"xiaomi mi robot vacuum with precise distance sensor system powerful suction lds path planning 5200mah battery for hard-floor n low thin carpet, white",None,1800,150,1
B06XS31V18,14/06/2017 00:00,FALSE,890,iRobot,R22Q1,471.7466667,4.3,"irobot roomba 890 robot vacuum- wi-fi connected, works with alexa, ideal for pet hair, carpets, hard floors",None,850,90,1
B073WZ42XD,13/07/2017 00:00,FALSE,B073WZ42XD,SAMSUNG,R21Q3,555.0690909,4.05,"samsung electronics r7065 robot vacuum wi-fi connectivity, ideal for carpets, hard floors, and pet hair with 5160pa strong performance, works with amazon alexa and the google assistant, satin titanium",None,5160,90,1
B0748CD7VL,25/07/2017 00:00,FALSE,B0748CD7VL,Dana Trading Co,R20Q1,157.245,3.45,pure clean robotic vacuum cleaner-1600pa suction-efficient gyroscope s-path scheduled activation & automatic charge dock ultra thin 3.0” height cleans carpets and hardwood floor-pucrc105,None,1000,90,1
B0748CD7VL,25/07/2017 00:00,FALSE,B0748CD7VL,Dana Trading Co,R20Q3,213.722,3.6,pure clean robotic vacuum cleaner-1600pa suction-efficient gyroscope s-path scheduled activation & automatic charge dock ultra thin 3.0” height cleans carpets and hardwood floor-pucrc105,None,1000,90,1
B0748CD7VL,25/07/2017 00:00,FALSE,B0748CD7VL,Dana Trading Co,R21Q1,202.952,3.7,pure clean robotic vacuum cleaner-1600pa suction-efficient gyroscope s-path scheduled activation & automatic charge dock ultra thin 3.0” height cleans carpets and hardwood floor-pucrc105,None,1000,90,1
B0748CD7VL,25/07/2017 00:00,FALSE,B0748CD7VL,Dana Trading Co,R21Q2,147.724,3.6,pure clean robotic vacuum cleaner-1600pa suction-efficient gyroscope s-path scheduled activation & automatic charge dock ultra thin 3.0” height cleans carpets and hardwood floor-pucrc105,None,1000,90,1
B0748CD7VL,25/07/2017 00:00,FALSE,B0748CD7VL,Dana Trading Co,R22Q1,166.356,3.6,pure clean robotic vacuum cleaner-1600pa suction-efficient gyroscope s-path scheduled activation & automatic charge dock ultra thin 3.0” height cleans carpets and hardwood floor-pucrc105,None,1000,90,1
B074MD221N,07/08/2017 00:00,FALSE,B074MD221N,FENGRUI,R20Q2,74.39,3.22,fengrui robot vacuum cleaner automatic mini strong suction remote control hepa filter robotic vacuums for dog pets hair hardwood floor surfaces 11.4x11.4x2.95 inches (pink),B074MD221N,1000,150,1
B074MD221N,07/08/2017 00:00,FALSE,B074MD221N,FENGRUI,R21Q1,128.33,3.25,fengrui robot vacuum cleaner automatic mini strong suction remote control hepa filter robotic vacuums for dog pets hair hardwood floor surfaces 11.4x11.4x2.95 inches (pink),B074MD221N,1000,150,1
B074MD221N,07/08/2017 00:00,FALSE,B074MD221N,FENGRUI,R21Q2,121.3365625,3.233333333,fengrui robot vacuum cleaner automatic mini strong suction remote control hepa filter robotic vacuums for dog pets hair hardwood floor surfaces 11.4x11.4x2.95 inches (pink),B074MD221N,1000,150,1
B074MD221N,07/08/2017 00:00,FALSE,B074MD221N,FENGRUI,R21Q3,111.1652174,3.3,fengrui robot vacuum cleaner automatic mini strong suction remote control hepa filter robotic vacuums for dog pets hair hardwood floor surfaces 11.4x11.4x2.95 inches (pink),B074MD221N,1000,150,1
B075MSQXTK,14/09/2017 00:00,FALSE,B075MSQXTK,SAMSUNG,R20Q1,354.1814286,3.45,samsung powerbot r7070 robot vacuum (renewed),B07DJRY1KV,1040,60,1
B075MSQXTK,14/09/2017 00:00,FALSE,B075MSQXTK,SAMSUNG,R20Q2,429.2566667,3.4,samsung powerbot r7070 robot vacuum (renewed),B07DJRY1KV,1040,60,1
B075MSQXTK,14/09/2017 00:00,FALSE,B075MSQXTK,SAMSUNG,R20Q3,365.792,3.4,samsung powerbot r7070 robot vacuum (renewed),B07DJRY1KV,1040,60,1
B075MSQXTK,14/09/2017 00:00,FALSE,B075MSQXTK,SAMSUNG,R20Q4,499.77,3.55,samsung powerbot r7070 robot vacuum (renewed),B07DJRY1KV,1040,60,1
B0775H5GCY,03/11/2017 00:00,FALSE,614,iRobot,R20Q3,197.885,4.266666667,irobot roomba 614 robot vacuum (renewed),None,600,90,1
B0775H5GCY,03/11/2017 00:00,FALSE,614,iRobot,R20Q4,169.2475,4.166666667,irobot roomba 614 robot vacuum (renewed),None,600,90,1
B0775H5GCY,03/11/2017 00:00,FALSE,614,iRobot,R21Q3,185.9869231,4.15,irobot roomba 614 robot vacuum (renewed),None,600,90,1
B0776Y17XD,06/11/2017 00:00,FALSE,B0776Y17XD,PURE CLEAN,R20Q1,123.0928571,3.65,pucrc25 and pucrc26b replacement parts - (4) rotating side brushes (2) dustbin filters - robot vacuum cleaner replacement parts and accessory kit - pureclean prtpucrc251,None,1000,90,1
B0776Y17XD,06/11/2017 00:00,FALSE,B0776Y17XD,PURE CLEAN,R20Q2,103.5552632,3.6,pucrc25 and pucrc26b replacement parts - (4) rotating side brushes (2) dustbin filters - robot vacuum cleaner replacement parts and accessory kit - pureclean prtpucrc251,None,1000,90,1
B0776Y17XD,06/11/2017 00:00,FALSE,B0776Y17XD,PURE CLEAN,R20Q3,157.9247059,3.4,pucrc25 and pucrc26b replacement parts - (4) rotating side brushes (2) dustbin filters - robot vacuum cleaner replacement parts and accessory kit - pureclean prtpucrc251,None,1000,90,1
B0776Y17XD,06/11/2017 00:00,FALSE,B0776Y17XD,PURE CLEAN,R20Q4,153.8942857,3.6,pucrc25 and pucrc26b replacement parts - (4) rotating side brushes (2) dustbin filters - robot vacuum cleaner replacement parts and accessory kit - pureclean prtpucrc251,None,1000,90,1
B0776Y17XD,06/11/2017 00:00,FALSE,B0776Y17XD,PURE CLEAN,R21Q2,156.384,3.633333333,pucrc25 and pucrc26b replacement parts - (4) rotating side brushes (2) dustbin filters - robot vacuum cleaner replacement parts and accessory kit - pureclean prtpucrc251,None,1000,90,1
B0776Y17XD,06/11/2017 00:00,FALSE,B0776Y17XD,PURE CLEAN,R21Q3,141.5108696,3.4,pucrc25 and pucrc26b replacement parts - (4) rotating side brushes (2) dustbin filters - robot vacuum cleaner replacement parts and accessory kit - pureclean prtpucrc251,None,1000,90,1
B0776Y17XD,06/11/2017 00:00,FALSE,B0776Y17XD,PURE CLEAN,R21Q4,143.6482857,3.3,pucrc25 and pucrc26b replacement parts - (4) rotating side brushes (2) dustbin filters - robot vacuum cleaner replacement parts and accessory kit - pureclean prtpucrc251,None,1000,90,1
B0776Y17XD,06/11/2017 00:00,FALSE,B0776Y17XD,PURE CLEAN,R22Q1,188.4625,3.35,pucrc25 and pucrc26b replacement parts - (4) rotating side brushes (2) dustbin filters - robot vacuum cleaner replacement parts and accessory kit - pureclean prtpucrc251,None,1000,90,1
B077GCH67N,14/11/2017 00:00,TRUE,B077GCH67N,SereneLife,R22Q1,139.99,4.2,robotic vacuum cleaner - robotic auto home cleaning for clean carpet hardwood floor - bot self detects stairs - air filter pet hair allergies friendly,None,2600,90,1
B078711F2H,12/12/2017 00:00,FALSE,B078711F2H,Xiaomi,R20Q2,442.93,3.833333333,"xiaomi mi smart automated robot vacuum cleaner 1st generation - robotic self-charging, 5200mah, 1800pa suction, app control, path planning vaccum sweeper easy for hard floor and carpet",None,1800,150,1
B078711F2H,12/12/2017 00:00,FALSE,B078711F2H,Xiaomi,R20Q3,337.3111111,3.4,"xiaomi mi smart automated robot vacuum cleaner 1st generation - robotic self-charging, 5200mah, 1800pa suction, app control, path planning vaccum sweeper easy for hard floor and carpet",None,1800,150,1
B078711F2H,12/12/2017 00:00,FALSE,B078711F2H,Xiaomi,R20Q4,380.6666667,3.6,"xiaomi mi smart automated robot vacuum cleaner 1st generation - robotic self-charging, 5200mah, 1800pa suction, app control, path planning vaccum sweeper easy for hard floor and carpet",None,1800,150,1
B078711F2H,12/12/2017 00:00,FALSE,B078711F2H,Xiaomi,R21Q1,374.8461538,3.8,"xiaomi mi smart automated robot vacuum cleaner 1st generation - robotic self-charging, 5200mah, 1800pa suction, app control, path planning vaccum sweeper easy for hard floor and carpet",None,1800,150,1
B078711F2H,12/12/2017 00:00,FALSE,B078711F2H,Xiaomi,R21Q2,379.796,3.95,"xiaomi mi smart automated robot vacuum cleaner 1st generation - robotic self-charging, 5200mah, 1800pa suction, app control, path planning vaccum sweeper easy for hard floor and carpet",None,1800,150,1
B078711F2H,12/12/2017 00:00,FALSE,B078711F2H,Xiaomi,R21Q4,391.16,4.1,"xiaomi mi smart automated robot vacuum cleaner 1st generation - robotic self-charging, 5200mah, 1800pa suction, app control, path planning vaccum sweeper easy for hard floor and carpet",None,1800,150,1
B078711F2H,12/12/2017 00:00,FALSE,B078711F2H,Xiaomi,R22Q1,448.995,4.1,"xiaomi mi smart automated robot vacuum cleaner 1st generation - robotic self-charging, 5200mah, 1800pa suction, app control, path planning vaccum sweeper easy for hard floor and carpet",None,1800,150,1
B078WRP6YQ,05/01/2018 00:00,FALSE,11c,eufy,R20Q2,203.3266667,3.333333333,"eufy [boostiqtm] robovac 11c pet edition, wi-fi connected, 1200pa (max) high suction, 3-point cleaning system, self-charging robotic vacuum cleaner, cleans hard floors to medium-pile carpets",None,1200,100,1
B078WRP6YQ,05/01/2018 00:00,FALSE,11c,eufy,R20Q3,181.931875,3.4,"eufy [boostiqtm] robovac 11c pet edition, wi-fi connected, 1200pa (max) high suction, 3-point cleaning system, self-charging robotic vacuum cleaner, cleans hard floors to medium-pile carpets",None,1200,100,1
B078WRP6YQ,05/01/2018 00:00,FALSE,11c,eufy,R20Q4,169.165,3.54,"eufy [boostiqtm] robovac 11c pet edition, wi-fi connected, 1200pa (max) high suction, 3-point cleaning system, self-charging robotic vacuum cleaner, cleans hard floors to medium-pile carpets",None,1200,100,1
B078WRP6YQ,05/01/2018 00:00,FALSE,11c,eufy,R21Q1,159.99,3.6,"eufy [boostiqtm] robovac 11c pet edition, wi-fi connected, 1200pa (max) high suction, 3-point cleaning system, self-charging robotic vacuum cleaner, cleans hard floors to medium-pile carpets",None,1200,100,1
B078WRP6YQ,05/01/2018 00:00,FALSE,11c,eufy,R21Q2,169.99,3.533333333,"eufy [boostiqtm] robovac 11c pet edition, wi-fi connected, 1200pa (max) high suction, 3-point cleaning system, self-charging robotic vacuum cleaner, cleans hard floors to medium-pile carpets",None,1200,100,1
B078WRP6YQ,05/01/2018 00:00,FALSE,11c,eufy,R21Q3,169.99,3.65,"eufy [boostiqtm] robovac 11c pet edition, wi-fi connected, 1200pa (max) high suction, 3-point cleaning system, self-charging robotic vacuum cleaner, cleans hard floors to medium-pile carpets",None,1200,100,1
B078WRP6YQ,05/01/2018 00:00,FALSE,11c,eufy,R22Q1,169.99,3.6,"eufy [boostiqtm] robovac 11c pet edition, wi-fi connected, 1200pa (max) high suction, 3-point cleaning system, self-charging robotic vacuum cleaner, cleans hard floors to medium-pile carpets",None,1200,100,1
B07BBHPCXK,28/07/2021 00:00,FALSE,B07BBHPCXK,EP-ROBOT,R21Q3,107.235,3,"robotic vacuum cleaner strong suction for carpets and hard floors, 1400pa vacuum robot cleaner with long life battery, high capacity water tank for wet/dry mopping, smart schedule cleaning&self charge",None,1400,110,1
B07BBKCMXL,08/03/2018 00:00,FALSE,B07BBKCMXL,EP-ROBOT,R20Q2,131.76,3,"robot vacuum cleaner 1300pa powerful suction for carpets/rugs and hard floors, ultra quiet and super thin robotic vacuum cleaner with self charging and smart anti collision/drop sensors,daily schedule",None,1300,300,1
B07BBKCMXL,08/03/2018 00:00,FALSE,B07BBKCMXL,EP-ROBOT,R20Q3,62.77333333,3.066666667,"robot vacuum cleaner 1300pa powerful suction for carpets/rugs and hard floors, ultra quiet and super thin robotic vacuum cleaner with self charging and smart anti collision/drop sensors,daily schedule",None,1300,300,1
B07BBKCMXL,08/03/2018 00:00,FALSE,B07BBKCMXL,EP-ROBOT,R21Q3,109.98,3.8,"robot vacuum cleaner 1300pa powerful suction for carpets/rugs and hard floors, ultra quiet and super thin robotic vacuum cleaner with self charging and smart anti collision/drop sensors,daily schedule",None,1300,300,1
B07BYYTQLR,06/04/2018 00:00,FALSE,B07BYYTQLR,Tenergy,R22Q1,149.99,3.8,"tenergy otis robot vacuum cleaner, max power suction robotic vacuum, self-charging, smart sensor, pet hair filter friendly, remote control vacuum cleans hard floors/thin carpets","B07BYYTQLR,B07JVQZM3X",1200,90,1
B07D2KTRMX,20/07/2018 00:00,TRUE,B07D2KTRMX,LUBY,R21Q1,123.2263415,3.546153846,"luby robot vacuum cleaner, vacuum and mop robotic vacuum cleaner, wi-fi connectivity, self-charging, super-thin, quiet, cleans for pet hair, hard floors, low-pile carpets, black",None,1600,120,1
B07D2KTRMX,20/07/2018 00:00,TRUE,B07D2KTRMX,LUBY,R21Q2,140.8359375,3.085714286,"luby robot vacuum cleaner, vacuum and mop robotic vacuum cleaner, wi-fi connectivity, self-charging, super-thin, quiet, cleans for pet hair, hard floors, low-pile carpets, black",None,1600,120,1
B07D2KTRMX,20/07/2018 00:00,TRUE,B07D2KTRMX,LUBY,R21Q3,145.0276087,3.033333333,"luby robot vacuum cleaner, vacuum and mop robotic vacuum cleaner, wi-fi connectivity, self-charging, super-thin, quiet, cleans for pet hair, hard floors, low-pile carpets, black",None,1600,120,1
B07D2KTRMX,20/07/2018 00:00,TRUE,B07D2KTRMX,LUBY,R21Q4,146.3332075,2.95,"luby robot vacuum cleaner, vacuum and mop robotic vacuum cleaner, wi-fi connectivity, self-charging, super-thin, quiet, cleans for pet hair, hard floors, low-pile carpets, black",None,1600,120,1
B07D2KTRMX,20/07/2018 00:00,TRUE,B07D2KTRMX,LUBY,R22Q1,106.7386,3,"luby robot vacuum cleaner, vacuum and mop robotic vacuum cleaner, wi-fi connectivity, self-charging, super-thin, quiet, cleans for pet hair, hard floors, low-pile carpets, black",None,1600,120,1
B07D2LJVCS,02/02/2019 00:00,FALSE,B07D2LJVCS,LUBY,R21Q1,212.110303,3.546153846,"luby robot vacuum cleaner with powerful 1600pa suction wi-fi connectivity, self-charging, super-thin, quiet, cleans for pet hair, hard floors, low-pile carpets, black",B07D3SYTSQ,1600,120,1
B07D2LJVCS,02/02/2019 00:00,FALSE,B07D2LJVCS,LUBY,R21Q2,214.9114286,4.066666667,"luby robot vacuum cleaner with powerful 1600pa suction wi-fi connectivity, self-charging, super-thin, quiet, cleans for pet hair, hard floors, low-pile carpets, black",B07D3SYTSQ,1600,120,1
B07D2LJVCS,02/02/2019 00:00,FALSE,B07D2LJVCS,LUBY,R21Q4,219.99,3.9,"luby robot vacuum cleaner with powerful 1600pa suction wi-fi connectivity, self-charging, super-thin, quiet, cleans for pet hair, hard floors, low-pile carpets, black",B07D3SYTSQ,1600,120,1
B07D3SYTSQ,02/02/2019 00:00,TRUE,B07D2LJVCS,LUBY,R21Q1,123.0268571,3.546153846,"luby robot vacuum cleaner, mop, wi-fi connectivity, self-charging, super-thin, blue",B07D3SYTSQ,1600,120,1
B07D3SYTSQ,02/02/2019 00:00,TRUE,B07D2LJVCS,LUBY,R21Q2,163.3613043,3.8,"luby robot vacuum cleaner, mop, wi-fi connectivity, self-charging, super-thin, blue",B07D3SYTSQ,1600,120,1
B07D3SYTSQ,02/02/2019 00:00,TRUE,B07D2LJVCS,LUBY,R21Q3,164.0569048,3.7,"luby robot vacuum cleaner, mop, wi-fi connectivity, self-charging, super-thin, blue",B07D3SYTSQ,1600,120,1
B07D3SYTSQ,02/02/2019 00:00,TRUE,B07D2LJVCS,LUBY,R21Q4,120.798,3.725,"luby robot vacuum cleaner, mop, wi-fi connectivity, self-charging, super-thin, blue",B07D3SYTSQ,1600,120,1
B07D3SYTSQ,02/02/2019 00:00,TRUE,B07D2LJVCS,LUBY,R22Q1,145.0723214,3.7,"luby robot vacuum cleaner, mop, wi-fi connectivity, self-charging, super-thin, blue",B07D3SYTSQ,1600,120,1
B07DJRY1KV,05/06/2018 00:00,FALSE,B075MSQXTK,SAMSUNG,R20Q2,195.9933333,3.65,samsung powerbot r7040 robot vacuum - vr1am7040wg/aa works with alexa (renewed),B07DJRY1KV,1040,60,1
B07DJRY1KV,05/06/2018 00:00,FALSE,B075MSQXTK,SAMSUNG,R20Q4,198.2,3.866666667,samsung powerbot r7040 robot vacuum - vr1am7040wg/aa works with alexa (renewed),B07DJRY1KV,1040,60,1
B07DJRY1KV,05/06/2018 00:00,FALSE,B075MSQXTK,SAMSUNG,R21Q4,199,3.8,samsung powerbot r7040 robot vacuum - vr1am7040wg/aa works with alexa (renewed),B07DJRY1KV,1040,60,1
B07F2D81JN,20/07/2018 00:00,FALSE,a800,amarey,R21Q1,224.825,4.044444444,"amarey a800 robot vacuum - super suction robotic vacuum cleaner, long lasting, timer function, self-charging, multiple cleaning modes, amarey robot vacuum cleaner for pet hair, hard floor, carpet",None,1400,100,1
B07F69NYDW,01/07/2018 00:00,FALSE,B074MD221N,FENGRUI,R20Q3,85.73333333,2.8,fengrui fr-6s robot vacuum cleaner and rag not mop remote control hepa filter for pets dog hair hardwood floor surfaces home gold,B07FHYCB1R,1000,150,1
B07FHYCB1R,01/07/2018 00:00,FALSE,B074MD221N,FENGRUI,R20Q3,92.99,2.8,fengrui fr-6s robot vacuum cleaner and mop powerful suction remote control hepa filter for pets dog hair hardwood floor surfaces home pink,B07FHYCB1R,1000,150,1
B07FHYPBFP,01/07/2018 00:00,FALSE,B07FHYPBFP,FHENGRUI,R21Q1,272.8566667,3.7,fengrui fr-e701 robot vacuum cleaner with water tank mop cost-effective automatic remote control for pet hair carpets hard floor low noise surfaces 12.7x13x3.34 inches pink,"B07FHYVBTD,B07FHYPBFP",1200,150,1
B07FHYVBTD,01/07/2018 00:00,FALSE,B07FHYPBFP,FHENGRUI,R20Q2,105.21,3.766666667,fengrui fr-e701 robot vacuum cleaner with water tank mop cost-effective automatic remote control for pet hair carpets hard floor low noise surfaces 12.7x13x3.34 inches gold,"B07FHYVBTD,B07FHYPBFP",1200,150,1
B07FHYVBTD,01/07/2018 00:00,FALSE,B07FHYPBFP,FHENGRUI,R20Q3,121.23,3.85,fengrui fr-e701 robot vacuum cleaner with water tank mop cost-effective automatic remote control for pet hair carpets hard floor low noise surfaces 12.7x13x3.34 inches gold,"B07FHYVBTD,B07FHYPBFP",1200,150,1
B07FHYVBTD,01/07/2018 00:00,FALSE,B07FHYPBFP,FHENGRUI,R20Q4,105.21,3.6,fengrui fr-e701 robot vacuum cleaner with water tank mop cost-effective automatic remote control for pet hair carpets hard floor low noise surfaces 12.7x13x3.34 inches gold,"B07FHYVBTD,B07FHYPBFP",1200,150,1
B07FHYVBTD,01/07/2018 00:00,FALSE,B07FHYPBFP,FHENGRUI,R22Q1,198.99,3.6,fengrui fr-e701 robot vacuum cleaner with water tank mop cost-effective automatic remote control for pet hair carpets hard floor low noise surfaces 12.7x13x3.34 inches gold,"B07FHYVBTD,B07FHYPBFP",1200,150,1
B07FY4PRGZ,22/08/2018 00:00,FALSE,B07FY4PRGZ,360,R20Q1,451.18,4.15,"360 robot vacuum and mop cleaner, compatible with alexa, intelligent cleaning with 1800pa super power suction, laser navigating, multi-map management, up to 110min for pet hair, carpet and hard floor",None,1800,110,1
B07FY4PRGZ,22/08/2018 00:00,FALSE,B07FY4PRGZ,360,R21Q3,369.98,3.9,"360 robot vacuum and mop cleaner, compatible with alexa, intelligent cleaning with 1800pa super power suction, laser navigating, multi-map management, up to 110min for pet hair, carpet and hard floor",None,1800,110,1
B07FZY36W7,29/07/2018 00:00,FALSE,B07FZY36W7,EYUGLE,R20Q1,192.8242857,3.742857143,"eyugle robot vacuum cleaner, self-charging, powerful suction, slim design, remote control, anti-drop, good for pet hair, thin carpets and hard floors (kk320a1n)",B07FZY36W7,900,60,1
B07FZY36W7,29/07/2018 00:00,FALSE,B07FZY36W7,EYUGLE,R20Q2,186.9733333,3.75,"eyugle robot vacuum cleaner, self-charging, powerful suction, slim design, remote control, anti-drop, good for pet hair, thin carpets and hard floors (kk320a1n)",B07FZY36W7,900,60,1
B07FZY36W7,29/07/2018 00:00,FALSE,B07FZY36W7,EYUGLE,R20Q3,164.8397619,3.616666667,"eyugle robot vacuum cleaner, self-charging, powerful suction, slim design, remote control, anti-drop, good for pet hair, thin carpets and hard floors (kk320a1n)",B07FZY36W7,900,60,1
B07FZY36W7,29/07/2018 00:00,FALSE,B07FZY36W7,EYUGLE,R20Q4,139.1184,3.566666667,"eyugle robot vacuum cleaner, self-charging, powerful suction, slim design, remote control, anti-drop, good for pet hair, thin carpets and hard floors (kk320a1n)",B07FZY36W7,900,60,1
B07FZY36W7,29/07/2018 00:00,FALSE,B07FZY36W7,EYUGLE,R21Q1,128.4,3.65,"eyugle robot vacuum cleaner, self-charging, powerful suction, slim design, remote control, anti-drop, good for pet hair, thin carpets and hard floors (kk320a1n)",B07FZY36W7,900,60,1
B07G4SRN7B,21/07/2017 00:00,FALSE,a4s,ILIFE,R20Q2,204.63,4.633333333,"ilife a4s robot vacuum cleaner with powerful suction and remote control, super quiet design for thin carpet and hard floors, gray",None,2000,100,1
B07G4SRN7B,21/07/2017 00:00,FALSE,a4s,ILIFE,R20Q3,191.56,4.6,"ilife a4s robot vacuum cleaner with powerful suction and remote control, super quiet design for thin carpet and hard floors, gray",None,2000,100,1
B07G4SRN7B,21/07/2017 00:00,FALSE,a4s,ILIFE,R20Q4,200.42125,4.275,"ilife a4s robot vacuum cleaner with powerful suction and remote control, super quiet design for thin carpet and hard floors, gray",None,2000,100,1
B07G4SRN7B,21/07/2017 00:00,FALSE,a4s,ILIFE,R21Q1,186.7887097,4.2,"ilife a4s robot vacuum cleaner with powerful suction and remote control, super quiet design for thin carpet and hard floors, gray",None,2000,100,1
B07G4SRN7B,21/07/2017 00:00,FALSE,a4s,ILIFE,R21Q2,169.6278947,4.05,"ilife a4s robot vacuum cleaner with powerful suction and remote control, super quiet design for thin carpet and hard floors, gray",None,2000,100,1
B07G4SRN7B,21/07/2017 00:00,FALSE,a4s,ILIFE,R21Q4,225.2492308,4.2,"ilife a4s robot vacuum cleaner with powerful suction and remote control, super quiet design for thin carpet and hard floors, gray",None,2000,100,1
B07G94BYGQ,15/10/2018 00:00,FALSE,B07G94BYGQ,FMART,R20Q2,134.99,3.557142857,fmart robotic vacuum cleaner with mops for pet hair 2-in-1 vacuum robot app wifi connection remote control vacuums,B09QBSZ7VR,1200,90,1
B07G94BYGQ,15/10/2018 00:00,FALSE,B07G94BYGQ,FMART,R20Q3,111.6566667,3.4,fmart robotic vacuum cleaner with mops for pet hair 2-in-1 vacuum robot app wifi connection remote control vacuums,B09QBSZ7VR,1200,90,1
B07G94BYGQ,15/10/2018 00:00,FALSE,B07G94BYGQ,FMART,R20Q4,148.6566667,3.4,fmart robotic vacuum cleaner with mops for pet hair 2-in-1 vacuum robot app wifi connection remote control vacuums,B09QBSZ7VR,1200,90,1
B07G94BYGQ,15/10/2018 00:00,FALSE,B07G94BYGQ,FMART,R21Q1,155.3233333,3.44,fmart robotic vacuum cleaner with mops for pet hair 2-in-1 vacuum robot app wifi connection remote control vacuums,B09QBSZ7VR,1200,90,1
B07G94BYGQ,15/10/2018 00:00,FALSE,B07G94BYGQ,FMART,R21Q3,104.99,3.466666667,fmart robotic vacuum cleaner with mops for pet hair 2-in-1 vacuum robot app wifi connection remote control vacuums,B09QBSZ7VR,1200,90,1
B07G94BYGQ,15/10/2018 00:00,FALSE,B07G94BYGQ,FMART,R22Q1,134.6958824,3.5,fmart robotic vacuum cleaner with mops for pet hair 2-in-1 vacuum robot app wifi connection remote control vacuums,B09QBSZ7VR,1200,90,1
B07GS479HT,23/08/2018 00:00,FALSE,B07BBHPCXK,EP-ROBOT,R20Q4,193.9866667,3.95,"robotic vacuum cleaner strong suction for carpets and hard floors, 1400pa vacuum robot cleaner with long life battery, high capacity water tank for wet/dry mopping, smart schedule cleaning&self charge",None,1400,110,1
B07GS479HT,23/08/2018 00:00,FALSE,B07BBHPCXK,EP-ROBOT,R21Q1,168.65,3.9,"robotic vacuum cleaner strong suction for carpets and hard floors, 1400pa vacuum robot cleaner with long life battery, high capacity water tank for wet/dry mopping, smart schedule cleaning&self charge",None,1400,110,1
B07HFRS1HZ,17/09/2018 00:00,FALSE,B07HFRS1HZ,ZIGLINT,R20Q4,201,3.833333333,"ziglint d5 robot vacuum cleaner -1800pa strong suction, super thin, quite, self-charging, drop-sensor, alexa app connect, robotic vacuum cleaner for hard floors carpets 1 year warranty",B07HFRS1HZ,1800,120,1
B07HLZZWJD,01/01/2011 00:00,FALSE,e5,iRobot,R21Q3,277.4966667,4.233333333,irobot roomba e5 5134 wi-fi connected robot vacuum,None,1700,90,1
B07HLZZWJD,01/01/2011 00:00,FALSE,e5,iRobot,R22Q1,321.5143333,4.15,irobot roomba e5 5134 wi-fi connected robot vacuum,None,1700,90,1
B07HRNK8JP,28/09/2018 00:00,FALSE,B07HRNK8JP,ISWEEP,R21Q1,79,3.1,isweep jws-s320 robot vacuum cleaner slim wet and dry mopping/anti-collision system/schedule cleaning plan automatic cleaning/spot cleaning/edge cleaning blue,"B07HRNK8JP,B07HRNS82Y",1200,90,1
B07HRNK8JP,28/09/2018 00:00,FALSE,B07HRNK8JP,ISWEEP,R21Q2,79,3.273333333,isweep jws-s320 robot vacuum cleaner slim wet and dry mopping/anti-collision system/schedule cleaning plan automatic cleaning/spot cleaning/edge cleaning blue,"B07HRNK8JP,B07HRNS82Y",1200,90,1
B07HRNK8JP,28/09/2018 00:00,FALSE,B07HRNK8JP,ISWEEP,R21Q3,99,3.266666667,isweep jws-s320 robot vacuum cleaner slim wet and dry mopping/anti-collision system/schedule cleaning plan automatic cleaning/spot cleaning/edge cleaning blue,"B07HRNK8JP,B07HRNS82Y",1200,90,1
B07HRNK8JP,28/09/2018 00:00,FALSE,B07HRNK8JP,ISWEEP,R22Q1,87.654,3.166666667,isweep jws-s320 robot vacuum cleaner slim wet and dry mopping/anti-collision system/schedule cleaning plan automatic cleaning/spot cleaning/edge cleaning blue,"B07HRNK8JP,B07HRNS82Y",1200,90,1
B07HRNS82Y,28/09/2018 00:00,FALSE,B07HRNK8JP,ISWEEP,R21Q1,94.67,3.088235294,isweep jws-s320 robot vacuum cleaner slim wet and dry mopping/anti-collision system/schedule cleaning plan automatic cleaning/spot cleaning/edge cleaning gold,"B07HRNK8JP,B07HRNS82Y",1200,90,1
B07HRNS82Y,28/09/2018 00:00,FALSE,B07HRNK8JP,ISWEEP,R21Q2,74.45,3.276923077,isweep jws-s320 robot vacuum cleaner slim wet and dry mopping/anti-collision system/schedule cleaning plan automatic cleaning/spot cleaning/edge cleaning gold,"B07HRNK8JP,B07HRNS82Y",1200,90,1
