,market_ids,asin,asin,variationCSV.x,listed_date,salesRANK,prices,rating,ave_rating,color,itemLength.y,itemWidth.y,itemHeight.y,itemWeight,Fra_income
106405,2019-11,B07KCP2MS9,B07KFPQWXM,None,09/11/2018 00:00,1385522,398.95,NA,3.6,None,457,356,102,5897,74174170
93941,2018-11,B07KFPQWXM,B07KFPQWXM,None,12/11/2018 00:00,170188,229.99,NA,4.5,Gray,495.3,400.05,139.7,4889.72176,73482000
98838,2019-04,B07KFPQWXM,B07KFPQWXM,None,12/11/2018 00:00,121035,229.99,NA,4.15,Gray,495.3,400.05,139.7,4889.72176,73389480
100166,2019-05,B07KFPQWXM,B07KFPQWXM,None,12/11/2018 00:00,123093,224.99,NA,4,Gray,495.3,400.05,139.7,4889.72176,73383490
101241,2019-06,B07KFPQWXM,B07KKFBBV4,None,12/11/2018 00:00,131322,199.99,NA,4.1,Gray,495.3,400.05,139.7,4889.72176,73281660
103713,2019-09,B07KFPQWXM,B07KKFBBV4,None,12/11/2018 00:00,117418,199.99,NA,4.35,Gray,495.3,400.05,139.7,4889.72176,73754870
108132,2020-01,B07KFPQWXM,B07KKFBBV4,None,12/11/2018 00:00,140905,199.99,NA,4.2,Gray,495.3,400.05,139.7,4889.72176,75550080
109513,2020-02,B07KFPQWXM,B07KKFBBV4,None,12/11/2018 00:00,100858,189.97,NA,4.2,Gray,495.3,400.05,139.7,4889.72176,75361600
97085,2019-02,B07KKFBBV4,B07KKFBBV4,None,14/11/2018 00:00,75,224.99,NA,3.625,Black,325,325,72,2699,73191810
99524,2019-04,B07KKFBBV4,B07KKFBBV4,None,14/11/2018 00:00,5373,299.99,NA,4.25,Black,325,325,72,2699,73389480
102177,2019-07,B07KKFBBV4,B07KKFBBV4,None,14/11/2018 00:00,12198,290.99,NA,4.366666667,Black,325,325,72,2699,73275670
106102,2019-11,B07KKFBBV4,B07KKFBBV4,None,14/11/2018 00:00,36,179,NA,4.3,Black,325,325,72,2699,74174170
107078,2019-12,B07KKFBBV4,B07KZRMK53,None,14/11/2018 00:00,4712,179,NA,4.65,Black,325,325,72,2699,74401790
108592,2020-01,B07KKFBBV4,B07KZRMK53,None,14/11/2018 00:00,130293,228.3,NA,4.4,Black,325,325,72,2699,75550080
109330,2020-02,B07KKFBBV4,B07KZRMK53,None,14/11/2018 00:00,54890,199.99,NA,4.342857143,Black,325,325,72,2699,75361600
110417,2020-03,B07KKFBBV4,B07KZRMK53,None,14/11/2018 00:00,76163,239.47,NA,4.366666667,Black,325,325,72,2699,75975680
107414,2019-12,B07KZRMK53,B07L2YB8NW,B07X542P5G,29/11/2018 00:00,258676,179.99,NA,4.25,Imass-a3,315,315,71,3629,74401790
108256,2020-01,B07KZRMK53,B07L2YB8NW,B07X542P5G,29/11/2018 00:00,218737,159.99,NA,3.8,Imass-a3,315,315,71,3629,75550080
109357,2020-02,B07KZRMK53,B07L2YB8NW,B07X542P5G,29/11/2018 00:00,172653,149.99,NA,3.85,Imass-a3,315,315,71,3629,75361600
109986,2020-03,B07KZRMK53,B07L2YB8NW,B07X542P5G,29/11/2018 00:00,260614,115.99,NA,3.8,Imass-a3,315,315,71,3629,75975680
95274,2018-12,B07L2YB8NW,B07L2YB8NW,"B07RQC1GHZ,B07L2YB8NW",27/10/2018 00:00,85032,219.99,NA,4.7,R750-blue,320,70,320,4082,73536000
95980,2019-01,B07L2YB8NW,B07L2YB8NW,"B07RQC1GHZ,B07L2YB8NW",27/10/2018 00:00,5408,199,NA,4.469565217,R750-blue,320,70,320,4082,73335570
97482,2019-02,B07L2YB8NW,B07L2YB8NW,"B07RQC1GHZ,B07L2YB8NW",27/10/2018 00:00,2496,147.25,NA,4.742857143,R750-blue,320,70,320,4082,73191810
98099,2019-03,B07L2YB8NW,B07L2YB8NW,"B07RQC1GHZ,B07L2YB8NW",27/10/2018 00:00,469,199.9,NA,4.633333333,R750-blue,320,70,320,4082,73269680
99707,2019-05,B07L2YB8NW,B07L2YB8NW,"B07RQC1GHZ,B07L2YB8NW",27/10/2018 00:00,19,147.25,NA,4.542857143,R750-blue,320,70,320,4082,73383490
101074,2019-06,B07L2YB8NW,B07L2YB8NW,"B07RQC1GHZ,B07L2YB8NW",27/10/2018 00:00,927,199.8,NA,4.6,R750-blue,320,70,320,4082,73281660
101765,2019-07,B07L2YB8NW,B07L2YB8NW,"B07RQC1GHZ,B07L2YB8NW",27/10/2018 00:00,1382,196.99,NA,4.54,R750-blue,320,70,320,4082,73275670
106570,2019-11,B07L2YB8NW,B07L75HXKB,"B07RQC1GHZ,B07L2YB8NW",27/10/2018 00:00,454,152.99,NA,4.51,R750-blue,320,70,320,4082,74174170
107066,2019-12,B07L2YB8NW,B07L75HXKB,"B07RQC1GHZ,B07L2YB8NW",27/10/2018 00:00,512,110,NA,4.614285714,R750-blue,320,70,320,4082,74401790
108609,2020-01,B07L2YB8NW,B07L75HXKB,"B07RQC1GHZ,B07L2YB8NW",27/10/2018 00:00,1740,99,NA,4.45,R750-blue,320,70,320,4082,75550080
109376,2020-02,B07L2YB8NW,B07L75HXKB,"B07RQC1GHZ,B07L2YB8NW",27/10/2018 00:00,2098,136,NA,4.452941176,R750-blue,320,70,320,4082,75361600
98835,2019-04,B07L75HXKB,B07L75HXKB,"B08CZPLHMG,B07L75HXKB",17/12/2018 00:00,607,249.99,NA,4.133333333,Black With Disco Teal Accents,324,324,89,3003,73389480
99756,2019-05,B07L75HXKB,B07L75HXKB,"B08CZPLHMG,B07L75HXKB",17/12/2018 00:00,718,293.38,NA,4.4,Black With Disco Teal Accents,324,324,89,3003,73383490
101227,2019-06,B07L75HXKB,B07L75HXKB,"B08CZPLHMG,B07L75HXKB",17/12/2018 00:00,137875,293.38,NA,3.85,Black With Disco Teal Accents,324,324,89,3003,73281660
102356,2019-07,B07L75HXKB,B07L75HXKB,"B08CZPLHMG,B07L75HXKB",17/12/2018 00:00,13108,218.48,NA,4,Black With Disco Teal Accents,324,324,89,3003,73275670
102855,2019-08,B07L75HXKB,B07L75HXKB,"B08CZPLHMG,B07L75HXKB",17/12/2018 00:00,93758,275,NA,4.1,Black With Disco Teal Accents,324,324,89,3003,73521260
104093,2019-09,B07L75HXKB,B07L75HXKB,"B08CZPLHMG,B07L75HXKB",17/12/2018 00:00,57460,219.99,NA,4.166666667,Black With Disco Teal Accents,324,324,89,3003,73754870
104977,2019-10,B07L75HXKB,B07L75HXKB,"B08CZPLHMG,B07L75HXKB",17/12/2018 00:00,23042,218.99,NA,4.15,Black With Disco Teal Accents,324,324,89,3003,74168180
106518,2019-11,B07L75HXKB,B07L75HXKB,"B08CZPLHMG,B07L75HXKB",17/12/2018 00:00,58,169.99,NA,3.946153846,Black With Disco Teal Accents,324,324,89,3003,74174170
106902,2019-12,B07L75HXKB,B07MBMWKM3,"B08CZPLHMG,B07L75HXKB",17/12/2018 00:00,7009,179,NA,3.94,Black With Disco Teal Accents,324,324,89,3003,74401790
108425,2020-01,B07L75HXKB,B07MF6VLW4,"B08CZPLHMG,B07L75HXKB",17/12/2018 00:00,32250,199,NA,4.2,Black With Disco Teal Accents,324,324,89,3003,75550080
109436,2020-02,B07L75HXKB,B07MF6VLW4,"B08CZPLHMG,B07L75HXKB",17/12/2018 00:00,46883,199,NA,4.15,Black With Disco Teal Accents,324,324,89,3003,75361600
109839,2020-03,B07L75HXKB,B07MF6VLW4,"B08CZPLHMG,B07L75HXKB",17/12/2018 00:00,40187,195,NA,4.133333333,Black With Disco Teal Accents,324,324,89,3003,75975680
97923,2019-03,B07MBMWKM3,B07MF6VLW4,B07MPNHLRG,04/01/2019 00:00,351727,27.99,NA,1,Black,210,210,70,-1,73269680
100242,2019-05,B07MF6VLW4,B07MF6VLW4,None,10/01/2019 00:00,59968,254,NA,4.16,None,330,330,74,2722,73383490
102980,2019-08,B07MF6VLW4,B07MF6VLW4,None,10/01/2019 00:00,118223,299.98,NA,4.05,None,330,330,74,2722,73521260
104824,2019-10,B07MF6VLW4,B07MF6VLW4,None,10/01/2019 00:00,29226,199.99,NA,3.85,None,330,330,74,2722,74168180
106687,2019-12,B07MF6VLW4,B07MNRTGR1,None,10/01/2019 00:00,813222,199.99,NA,3.75,None,330,330,74,2722,74401790
108395,2020-01,B07MF6VLW4,B07MNRTGR1,None,10/01/2019 00:00,1265205,169.99,NA,3.721428571,None,330,330,74,2722,75550080
108744,2020-02,B07MF6VLW4,B07MNRTGR1,None,10/01/2019 00:00,304887,149.99,NA,3.635714286,None,330,330,74,2722,75361600
109901,2020-03,B07MF6VLW4,B07MNRTGR1,None,10/01/2019 00:00,252224,179.99,NA,3.5,None,330,330,74,2722,75975680
99021,2019-04,B07MNRTGR1,B07MNRTGR1,None,25/12/2018 00:00,19715,239.99,NA,4.75,Gray,305,305,75,2998,73389480
100274,2019-05,B07MNRTGR1,B07MNRTGR1,None,25/12/2018 00:00,22444,239.99,NA,4.566666667,Gray,305,305,75,2998,73383490
100956,2019-06,B07MNRTGR1,B07MNRTGR1,None,25/12/2018 00:00,659618,380,NA,4.45,Gray,305,305,75,2998,73281660
101917,2019-07,B07MNRTGR1,B07MNRTGR1,None,25/12/2018 00:00,168948,239.99,NA,4.45,Gray,305,305,75,2998,73275670
103079,2019-08,B07MNRTGR1,B07MNRTGR1,None,25/12/2018 00:00,64265,179.89,NA,4.233333333,Gray,305,305,75,2998,73521260
103862,2019-09,B07MNRTGR1,B07MNRTGR1,None,25/12/2018 00:00,19983,239.99,NA,4.4,Gray,305,305,75,2998,73754870
104971,2019-10,B07MNRTGR1,B07MNRTGR1,None,25/12/2018 00:00,14056,239.99,NA,4.6,Gray,305,305,75,2998,74168180
105785,2019-11,B07MNRTGR1,B07MPS81HR,None,25/12/2018 00:00,36051,239.99,NA,4.6,Gray,305,305,75,2998,74174170
107648,2019-12,B07MNRTGR1,B07MQR7LVX,None,25/12/2018 00:00,47806,239.99,NA,4.533333333,Gray,305,305,75,2998,74401790
109353,2020-02,B07MNRTGR1,B07MQR7LVX,None,25/12/2018 00:00,32590,229.99,NA,4.4,Gray,305,305,75,2998,75361600
109835,2020-03,B07MNRTGR1,B07MQR7LVX,None,25/12/2018 00:00,16152,189.99,NA,4.25,Gray,305,305,75,2998,75975680
102259,2019-07,B07MPS81HR,B07MVTFZS7,"B07H3JNDL5,B07MPS81HR",07/01/2019 00:00,8581,249.99,NA,4.2,White,826,826,185,2599,73275670
101522,2019-06,B07MQR7LVX,B07MVTFZS7,None,10/02/2019 00:00,338392,201.99,NA,5,Black,330,330,76,2699,73281660
102326,2019-07,B07MQR7LVX,B07MVTFZS7,None,10/02/2019 00:00,301903,199.99,NA,4,Black,330,330,76,2699,73275670
107604,2019-12,B07MQR7LVX,B07MVTFZS7,None,10/02/2019 00:00,2436886,399.98,NA,3.95,Black,330,330,76,2699,74401790
98268,2019-03,B07MVTFZS7,B07MVTFZS7,None,17/01/2019 00:00,52514,215.99,NA,5,Black-02,330,330,79,4014,73269680
99539,2019-04,B07MVTFZS7,B07MVTFZS7,None,17/01/2019 00:00,6067,219.99,NA,4.9,Black-02,330,330,79,4014,73389480
99870,2019-05,B07MVTFZS7,B07MVTFZS7,None,17/01/2019 00:00,6772,229.99,NA,4.833333333,Black-02,330,330,79,4014,73383490
101141,2019-06,B07MVTFZS7,B07MVTFZS7,None,17/01/2019 00:00,12484,219.99,NA,4.666666667,Black-02,330,330,79,4014,73281660
103378,2019-08,B07MVTFZS7,B07MVTFZS7,None,17/01/2019 00:00,3957,199.99,NA,4.8,Black-02,330,330,79,4014,73521260
104264,2019-09,B07MVTFZS7,B07MVTFZS7,None,17/01/2019 00:00,7119,209.99,NA,4.833333333,Black-02,330,330,79,4014,73754870
105634,2019-10,B07MVTFZS7,B07MVTFZS7,None,17/01/2019 00:00,16262,218.99,NA,4.733333333,Black-02,330,330,79,4014,74168180
107302,2019-12,B07MVTFZS7,B07MVTZNHH,None,17/01/2019 00:00,18254,199.99,NA,4.65,Black-02,330,330,79,4014,74401790
107736,2020-01,B07MVTFZS7,B07MVTZNHH,None,17/01/2019 00:00,13002,209.99,NA,4.6,Black-02,330,330,79,4014,75550080
109611,2020-02,B07MVTFZS7,B07MVTZNHH,None,17/01/2019 00:00,191187,209.99,NA,4.55,Black-02,330,330,79,4014,75361600
110100,2020-03,B07MVTFZS7,B07MVTZNHH,None,17/01/2019 00:00,169512,196,NA,4.45,Black-02,330,330,79,4014,75975680
98315,2019-03,B07MVTZNHH,B07MVTZNHH,None,11/08/2019 00:00,532684,499.99,NA,5,None,348,348,97,3084,73269680
102497,2019-07,B07MVTZNHH,B07MVTZNHH,None,11/08/2019 00:00,9439,459.99,NA,4.2,None,348,348,97,3084,73275670
103544,2019-08,B07MVTZNHH,B07MVTZNHH,None,11/08/2019 00:00,44952,389.99,NA,3.94,None,348,348,97,3084,73521260
103692,2019-09,B07MVTZNHH,B07MVTZNHH,None,11/08/2019 00:00,33525,399.99,NA,4.15,None,348,348,97,3084,73754870
105332,2019-10,B07MVTZNHH,B07MVTZNHH,None,11/08/2019 00:00,45720,299.99,NA,3.9,None,348,348,97,3084,74168180
106596,2019-11,B07MVTZNHH,B07MWJB9MZ,None,11/08/2019 00:00,60068,249.99,NA,3.75,None,348,348,97,3084,74174170
107543,2019-12,B07MVTZNHH,B07MWJB9MZ,None,11/08/2019 00:00,202549,249.99,NA,3.9375,None,348,348,97,3084,74401790
107871,2020-01,B07MVTZNHH,B07MWJB9MZ,None,11/08/2019 00:00,168963,176.59,NA,3.53,None,348,348,97,3084,75550080
109182,2020-02,B07MVTZNHH,B07MWJB9MZ,None,11/08/2019 00:00,89098,226.59,NA,3.6,None,348,348,97,3084,75361600
98501,2019-03,B07MWJB9MZ,B07MWJB9MZ,None,15/01/2019 00:00,120565,479.89,NA,5,Iphone Battery Case-modela40,351,348,97,200,73269680
100334,2019-05,B07MWJB9MZ,B07MWJB9MZ,None,15/01/2019 00:00,1393814,618,NA,3.8,Iphone Battery Case-modela40,351,348,97,200,73383490
104319,2019-09,B07MWJB9MZ,B07MWJB9MZ,None,15/01/2019 00:00,199976,489.99,NA,4,Iphone Battery Case-modela40,351,348,97,200,73754870
105835,2019-11,B07MWJB9MZ,B07MXWT2VS,None,15/01/2019 00:00,173711,469.99,NA,4.55,Iphone Battery Case-modela40,351,348,97,200,74174170
107420,2019-12,B07MWJB9MZ,B07MXWT2VS,None,15/01/2019 00:00,350802,533.99,NA,4.157142857,Iphone Battery Case-modela40,351,348,97,200,74401790
107952,2020-01,B07MWJB9MZ,B07MXWT2VS,None,15/01/2019 00:00,1478209,1072,NA,4.25,Iphone Battery Case-modela40,351,348,97,200,75550080
110162,2020-03,B07MWJB9MZ,B07MXWT2VS,None,15/01/2019 00:00,1274382,619,NA,4.5,Iphone Battery Case-modela40,351,348,97,200,75975680
100558,2019-05,B07MXWT2VS,B07MXWT2VS,B07MXWT2VS,18/01/2019 00:00,4547,0.1,NA,4.4375,Black,311,311,65,2722,73383490
100777,2019-06,B07MXWT2VS,B07MXWT2VS,B07MXWT2VS,18/01/2019 00:00,2395,139.98,NA,4.461538462,Black,311,311,65,2722,73281660
102189,2019-07,B07MXWT2VS,B07MXWT2VS,B07MXWT2VS,18/01/2019 00:00,683,143.98,NA,4.385714286,Black,311,311,65,2722,73275670
103054,2019-08,B07MXWT2VS,B07MXWT2VS,B07MXWT2VS,18/01/2019 00:00,3405,144.98,NA,4.25,Black,311,311,65,2722,73521260
104335,2019-09,B07MXWT2VS,B07MXWT2VS,B07MXWT2VS,18/01/2019 00:00,1043,118.56,NA,4.25,Black,311,311,65,2722,73754870
105577,2019-10,B07MXWT2VS,B07MXWT2VS,B07MXWT2VS,18/01/2019 00:00,3461,116.19,NA,4.2,Black,311,311,65,2722,74168180
106656,2019-11,B07MXWT2VS,B07MXWT2VS,B07MXWT2VS,18/01/2019 00:00,321,122.38,NA,4.4,Black,311,311,65,2722,74174170
107319,2019-12,B07MXWT2VS,B07ND5B2XX,B07MXWT2VS,18/01/2019 00:00,3965,145.98,NA,4.378571429,Black,311,311,65,2722,74401790
108056,2020-01,B07MXWT2VS,B07ND5B2XX,B07MXWT2VS,18/01/2019 00:00,19763,145.98,NA,4.14,Black,311,311,65,2722,75550080
108970,2020-02,B07MXWT2VS,B07ND5B2XX,B07MXWT2VS,18/01/2019 00:00,15071,122.38,NA,4.2,Black,311,311,65,2722,75361600
109900,2020-03,B07MXWT2VS,B07ND5B2XX,B07MXWT2VS,18/01/2019 00:00,9921,124.08,NA,4.1,Black,311,311,65,2722,75975680
102840,2019-08,B07ND5B2XX,B07ND5B2XX,None,04/02/2019 00:00,26106,149.99,NA,4.166666667,White,436.88,408.94,139.7,2350,73521260
106000,2019-11,B07ND5B2XX,B07NJJ7TVP,None,04/02/2019 00:00,224813,149.99,NA,4.4,White,436.88,408.94,139.7,2350,74174170
107112,2019-12,B07ND5B2XX,B07NJJ7TVP,None,04/02/2019 00:00,230086,134.99,NA,4.2,White,436.88,408.94,139.7,2350,74401790
107834,2020-01,B07ND5B2XX,B07NJJ7TVP,None,04/02/2019 00:00,233267,134.99,NA,4.3,White,436.88,408.94,139.7,2350,75550080
108904,2020-02,B07ND5B2XX,B07NJJ7TVP,None,04/02/2019 00:00,131584,134.99,NA,4.366666667,White,436.88,408.94,139.7,2350,75361600
99998,2019-05,B07NJJ7TVP,B07NJJ7TVP,B07NJS1XCJ,19/03/2019 00:00,87533,199.99,NA,4.5,White,398.78,350.52,200.66,2998,73383490
102266,2019-07,B07NJJ7TVP,B07NJJ7TVP,B07NJS1XCJ,19/03/2019 00:00,22494,169.99,NA,4.15,White,398.78,350.52,200.66,2998,73275670
103988,2019-09,B07NJJ7TVP,B07NJS1XCJ,B07NJS1XCJ,19/03/2019 00:00,34256,169.99,NA,4,White,398.78,350.52,200.66,2998,73754870
105105,2019-10,B07NJJ7TVP,B07NJS1XCJ,B07NJS1XCJ,19/03/2019 00:00,38354,99.99,NA,4.1,White,398.78,350.52,200.66,2998,74168180
107251,2019-12,B07NJJ7TVP,B07NJS1XCJ,B07NJS1XCJ,19/03/2019 00:00,60993,99.99,NA,4.2,White,398.78,350.52,200.66,2998,74401790
109046,2020-02,B07NJJ7TVP,B07NJS1XCJ,B07NJS1XCJ,19/03/2019 00:00,296045,99.99,NA,3.8,White,398.78,350.52,200.66,2998,75361600
98923,2019-04,B07NJS1XCJ,B07NJS1XCJ,B07NJS1XCJ,19/03/2019 00:00,211522,169.99,NA,5,Gray,401.32,345.44,210.82,2998,73389480
100401,2019-05,B07NJS1XCJ,B07NJS1XCJ,B07NJS1XCJ,19/03/2019 00:00,87069,199.99,NA,4,Gray,401.32,345.44,210.82,2998,73383490
101809,2019-07,B07NJS1XCJ,B07NJS1XCJ,B07NJS1XCJ,19/03/2019 00:00,18705,169.99,NA,4.275,Gray,401.32,345.44,210.82,2998,73275670
104332,2019-09,B07NJS1XCJ,B07NPNN57S,B07NJS1XCJ,19/03/2019 00:00,69589,169.99,NA,4.15,Gray,401.32,345.44,210.82,2998,73754870
105361,2019-10,B07NJS1XCJ,B07NPNN57S,B07NJS1XCJ,19/03/2019 00:00,43025,99.99,NA,4.15,Gray,401.32,345.44,210.82,2998,74168180
107083,2019-12,B07NJS1XCJ,B07NPNN57S,B07NJS1XCJ,19/03/2019 00:00,45320,169.99,NA,4.15,Gray,401.32,345.44,210.82,2998,74401790
108798,2020-02,B07NJS1XCJ,B07NPNN57S,B07NJS1XCJ,19/03/2019 00:00,296045,139.96,NA,3.8,Gray,401.32,345.44,210.82,2998,75361600
97099,2019-02,B07NPNN57S,B07NPNN57S,None,13/02/2019 00:00,114400,165.99,NA,5,R300,325,325,69,3992,73191810
99108,2019-04,B07NPNN57S,B07NPNN57S,None,13/02/2019 00:00,5387,165.9,NA,4.488888889,R300,325,325,69,3992,73389480
100423,2019-05,B07NPNN57S,B07NPNN57S,None,13/02/2019 00:00,7234,165.9,NA,4.45,R300,325,325,69,3992,73383490
101506,2019-06,B07NPNN57S,B07NPNN57S,None,13/02/2019 00:00,1961,165.9,NA,4.55,R300,325,325,69,3992,73281660
103870,2019-09,B07NPNN57S,B07NRYGJNP,None,13/02/2019 00:00,7,95.93,NA,4.56,R300,325,325,69,3992,73754870
105632,2019-10,B07NPNN57S,B07NRYGJNP,None,13/02/2019 00:00,4234,165.99,NA,4.55,R300,325,325,69,3992,74168180
108237,2020-01,B07NPNN57S,B07NRYGJNP,None,13/02/2019 00:00,210,99,NA,4.44,R300,325,325,69,3992,75550080
109294,2020-02,B07NPNN57S,B07NVSPRYD,None,13/02/2019 00:00,151,112,NA,4.45,R300,325,325,69,3992,75361600
101772,2019-07,B07NRYGJNP,B07NVSPRYD,"B07NRYGJNP,B07Q2HFBKD",26/03/2019 00:00,96728,140.99,NA,5,Black,305,305,76,2495,73275670
102889,2019-08,B07NRYGJNP,B07NVSPRYD,"B07NRYGJNP,B07Q2HFBKD",26/03/2019 00:00,91322,159.99,NA,4.1,Black,305,305,76,2495,73521260
106019,2019-11,B07NRYGJNP,B07NVSPRYD,"B07NRYGJNP,B07Q2HFBKD",26/03/2019 00:00,142636,149.99,NA,4,Black,305,305,76,2495,74174170
99130,2019-04,B07NVSPRYD,B07NVSPRYD,None,18/02/2019 00:00,514,709.99,NA,4.25,Black,508,356,152,7257,73389480
100206,2019-05,B07NVSPRYD,B07NVSPRYD,None,18/02/2019 00:00,576,799,NA,3.866666667,Black,508,356,152,7257,73383490
101268,2019-06,B07NVSPRYD,B07NVSPRYD,None,18/02/2019 00:00,60994,709.99,NA,3.65,Black,508,356,152,7257,73281660
103076,2019-08,B07NVSPRYD,B07NVSPRYD,None,18/02/2019 00:00,803,699,NA,3.9,Black,508,356,152,7257,73521260
104022,2019-09,B07NVSPRYD,B07NZV15ZR,None,18/02/2019 00:00,34659,695,NA,4,Black,508,356,152,7257,73754870
107067,2019-12,B07NVSPRYD,B07NZV15ZR,None,18/02/2019 00:00,27535,549,NA,4.135555556,Black,508,356,152,7257,74401790
108005,2020-01,B07NVSPRYD,B07NZV15ZR,None,18/02/2019 00:00,54043,599,NA,4.231147541,Black,508,356,152,7257,75550080
109074,2020-02,B07NVSPRYD,B07NZV15ZR,None,18/02/2019 00:00,62695,594,NA,4.342857143,Black,508,356,152,7257,75361600
100991,2019-06,B07NZV15ZR,B07NZV15ZR,None,03/03/2019 00:00,125838,203.99,NA,3.766666667,Gray,330,330,75,3000,73281660
101802,2019-07,B07NZV15ZR,B07NZV15ZR,None,03/03/2019 00:00,4129,209,NA,3.95,Gray,330,330,75,3000,73275670
102981,2019-08,B07NZV15ZR,B07NZV15ZR,None,03/03/2019 00:00,111711,209,NA,3.666666667,Gray,330,330,75,3000,73521260
103788,2019-09,B07NZV15ZR,B07NZV15ZR,None,03/03/2019 00:00,163910,198.99,NA,3.6,Gray,330,330,75,3000,73754870
105532,2019-10,B07NZV15ZR,B07P2HG9JH,None,03/03/2019 00:00,411485,209,NA,3.7,Gray,330,330,75,3000,74168180
106574,2019-11,B07NZV15ZR,B07P2HG9JH,None,03/03/2019 00:00,284173,189,NA,4.2,Gray,330,330,75,3000,74174170
107313,2019-12,B07NZV15ZR,B07P2HG9JH,None,03/03/2019 00:00,299678,199,NA,3.85,Gray,330,330,75,3000,74401790
107762,2020-01,B07NZV15ZR,B07P31F5YG,None,03/03/2019 00:00,228936,199,NA,3.86,Gray,330,330,75,3000,75550080
106813,2019-12,B07P2HG9JH,B07P31F5YG,"B07P2HG9JH,B07XNQTJ8H",22/02/2019 00:00,10421,167.99,NA,4.65,Black,325,325,72,2599,74401790
107858,2020-01,B07P2HG9JH,B07P31F5YG,"B07P2HG9JH,B07XNQTJ8H",22/02/2019 00:00,60024,167.99,NA,4.465384615,Black,325,325,72,2599,75550080
109569,2020-02,B07P2HG9JH,B07P45SQKM,"B07P2HG9JH,B07XNQTJ8H",22/02/2019 00:00,28830,149.99,NA,4.55,Black,325,325,72,2599,75361600
106049,2019-11,B07P31F5YG,B07P45SQKM,B07P31F5YG,19/02/2019 00:00,18071,398.95,NA,4.25,Black,437.896,341.884,82.042,2599,74174170
106773,2019-12,B07P31F5YG,B07P45SQKM,B07P31F5YG,19/02/2019 00:00,148416,188.24,NA,4.65,Black,437.896,341.884,82.042,2599,74401790
107982,2020-01,B07P31F5YG,B07P45SQKM,B07P31F5YG,19/02/2019 00:00,87711,229.99,NA,4.4,Black,437.896,341.884,82.042,2599,75550080
99716,2019-05,B07P45SQKM,B07P45SQKM,None,19/02/2019 00:00,65758,229.99,NA,5,None,330,330,76,2700,73383490
101147,2019-06,B07P45SQKM,B07P45SQKM,None,19/02/2019 00:00,27711,229.99,NA,4.5,None,330,330,76,2700,73281660
102605,2019-07,B07P45SQKM,B07P45SQKM,None,19/02/2019 00:00,307527,229.99,NA,4.35,None,330,330,76,2700,73275670
103064,2019-08,B07P45SQKM,B07P45SQKM,None,19/02/2019 00:00,144376,229.99,NA,4.3,None,330,330,76,2700,73521260
104183,2019-09,B07P45SQKM,B07P45SQKM,None,19/02/2019 00:00,17693,186.99,NA,4.5,None,330,330,76,2700,73754870
104967,2019-10,B07P45SQKM,B07P63BMVP,None,19/02/2019 00:00,10260,219.99,NA,4.575,None,330,330,76,2700,74168180
105778,2019-11,B07P45SQKM,B07P63BMVP,None,19/02/2019 00:00,8103,219.99,NA,4.725,None,330,330,76,2700,74174170
108104,2020-01,B07P45SQKM,B07P63BMVP,None,19/02/2019 00:00,94964,219.99,NA,4.45,None,330,330,76,2700,75550080
108877,2020-02,B07P45SQKM,B07P63BMVP,None,19/02/2019 00:00,311061,219.99,NA,4.3,None,330,330,76,2700,75361600
100038,2019-05,B07P63BMVP,B07P63BMVP,None,28/02/2019 00:00,43470,196.43,NA,5,Brown,325,325,74,2331,73383490
105028,2019-10,B07P63BMVP,B07PFDK5NG,None,28/02/2019 00:00,29191,199.95,NA,4.45,Brown,325,325,74,2331,74168180
105773,2019-11,B07P63BMVP,B07PFDK5NG,None,28/02/2019 00:00,42079,196.43,NA,4.425,Brown,325,325,74,2331,74174170
108480,2020-01,B07P63BMVP,B07PFDK5NG,None,28/02/2019 00:00,133834,196.43,NA,4.45,Brown,325,325,74,2331,75550080
109503,2020-02,B07P63BMVP,B07PFDK5NG,None,28/02/2019 00:00,203437,188.99,NA,4.45,Brown,325,325,74,2331,75361600
102128,2019-07,B07PFDK5NG,B07PFDK5NG,B07QYQFYZF,05/03/2019 00:00,12465,189.99,NA,4.45,Black,329,329,80,2998,73275670
102708,2019-08,B07PFDK5NG,B07PFDK5NG,B07QYQFYZF,05/03/2019 00:00,15672,169.99,NA,4.466666667,Black,329,329,80,2998,73521260
103989,2019-09,B07PFDK5NG,B07PFDK5NG,B07QYQFYZF,05/03/2019 00:00,5583,129.99,NA,4.54,Black,329,329,80,2998,73754870
105033,2019-10,B07PFDK5NG,B07PTP8GJ5,B07QYQFYZF,05/03/2019 00:00,2540,152.99,NA,4.1,Black,329,329,80,2998,74168180
106241,2019-11,B07PFDK5NG,B07PTP8GJ5,B07QYQFYZF,05/03/2019 00:00,3865,149.99,NA,4.275,Black,329,329,80,2998,74174170
107521,2019-12,B07PFDK5NG,B07PTP8GJ5,B07QYQFYZF,05/03/2019 00:00,6105,99.99,NA,3.74,Black,329,329,80,2998,74401790
107983,2020-01,B07PFDK5NG,B07PTP8GJ5,B07QYQFYZF,05/03/2019 00:00,174939,99.99,NA,3.833333333,Black,329,329,80,2998,75550080
99292,2019-04,B07PTP8GJ5,B07PX2HQQ4,"B07PTP8GJ5,B08MB3WHD8",26/03/2019 00:00,65493,359.99,NA,5,None,348,351,91,3175,73389480
