,market_ids,asin,asin,variationCSV.x,listed_date,salesRANK,prices,rating,ave_rating,color,itemLength.y,itemWidth.y,itemHeight.y,itemWeight,Fra_income
85581,2018-02,B077GCH67N,B077GCH67N,None,14/11/2017 00:00,56555,164.99,NA,4.65,White / Black,300,303,75,3402,71880000
90645,2018-07,B077GCH67N,B077GCH67N,None,14/11/2017 00:00,34405,164.99,NA,4.533333333,White / Black,300,303,75,3402,72492000
91416,2018-08,B077GCH67N,B077GCH67N,None,14/11/2017 00:00,33569,164.99,NA,4.433333333,White / Black,300,303,75,3402,72786000
92887,2018-10,B077GCH67N,B077HW9XM7,None,14/11/2017 00:00,6988,112,NA,4.45,White / Black,300,303,75,3402,73428000
93973,2018-11,B077GCH67N,B077HW9XM7,None,14/11/2017 00:00,7089,112,NA,4.46,White / Black,300,303,75,3402,73482000
85523,2018-02,B077HW9XM7,B077HW9XM7,None,31/05/2019 00:00,9010,249.98,NA,5,Dark Brown,310,310,57,3200,71880000
86673,2018-03,B077HW9XM7,B077HW9XM7,None,31/05/2019 00:00,56,239,NA,4.523809524,Dark Brown,310,310,57,3200,71922000
87497,2018-04,B077HW9XM7,B077HW9XM7,None,31/05/2019 00:00,1,179.98,NA,4.41,Dark Brown,310,310,57,3200,72648000
88267,2018-05,B077HW9XM7,B077HW9XM7,None,31/05/2019 00:00,10,235,NA,4.25,Dark Brown,310,310,57,3200,72792000
89308,2018-06,B077HW9XM7,B077HW9XM7,None,31/05/2019 00:00,13,119.99,NA,4.25,Dark Brown,310,310,57,3200,72792000
92120,2018-09,B077HW9XM7,B077HW9XM7,None,31/05/2019 00:00,1,183.99,NA,4.262711864,Dark Brown,310,310,57,3200,73164000
92967,2018-10,B077HW9XM7,B077HW9XM7,None,31/05/2019 00:00,5,184,NA,4.6,Dark Brown,310,310,57,3200,73428000
95206,2018-12,B077HW9XM7,B077HW9XM7,None,31/05/2019 00:00,23,136.51,NA,4.147826087,Dark Brown,310,310,57,3200,73536000
97020,2019-02,B077HW9XM7,B077HW9XM7,None,31/05/2019 00:00,355,179.99,NA,4.095238095,Dark Brown,310,310,57,3200,73191810
99854,2019-05,B077HW9XM7,B077HW9XM7,None,31/05/2019 00:00,1,149.99,NA,4.330769231,Dark Brown,310,310,57,3200,73383490
103330,2019-08,B077HW9XM7,B077HW9XM7,None,31/05/2019 00:00,2208,110,NA,4.45,Dark Brown,310,310,57,3200,73521260
104835,2019-10,B077HW9XM7,B077HW9XM7,None,31/05/2019 00:00,3,139.99,NA,4.05,Dark Brown,310,310,57,3200,74168180
106551,2019-11,B077HW9XM7,B077HW9XM7,None,31/05/2019 00:00,61,144.99,NA,3.9016,Dark Brown,310,310,57,3200,74174170
107159,2019-12,B077HW9XM7,B078711F2H,None,31/05/2019 00:00,97,139.99,NA,3.869318182,Dark Brown,310,310,57,3200,74401790
108511,2020-01,B077HW9XM7,B078711F2H,None,31/05/2019 00:00,2190,179.99,NA,3.9,Dark Brown,310,310,57,3200,75550080
86525,2018-03,B078711F2H,B078711F2H,None,12/12/2017 00:00,59711,399.98,NA,5,None,345,345,96,3800,71922000
88324,2018-05,B078711F2H,B078711F2H,None,12/12/2017 00:00,36945,384,NA,3.966666667,None,345,345,96,3800,72792000
89636,2018-06,B078711F2H,B078711F2H,None,12/12/2017 00:00,3277,369.99,NA,3.8,None,345,345,96,3800,72792000
90179,2018-07,B078711F2H,B078711F2H,None,12/12/2017 00:00,1022,379,NA,4.05,None,345,345,96,3800,72492000
93450,2018-10,B078711F2H,B078711F2H,None,12/12/2017 00:00,1183,278,NA,3.9,None,345,345,96,3800,73428000
95302,2018-12,B078711F2H,B078711F2H,None,12/12/2017 00:00,1808,298,NA,3.85,None,345,345,96,3800,73536000
96202,2019-01,B078711F2H,B078711F2H,None,12/12/2017 00:00,68636,386,NA,4.014285714,None,345,345,96,3800,73335570
96956,2019-02,B078711F2H,B078711F2H,None,12/12/2017 00:00,77830,365.9,NA,3.74,None,345,345,96,3800,73191810
102146,2019-07,B078711F2H,B078711F2H,None,12/12/2017 00:00,207061,429.99,NA,3.5,None,345,345,96,3800,73275670
103192,2019-08,B078711F2H,B078MPFN55,None,12/12/2017 00:00,479942,399.99,NA,3.3,None,345,345,96,3800,73521260
105758,2019-11,B078711F2H,B078MPFN55,None,12/12/2017 00:00,368236,369.99,NA,4.15,None,345,345,96,3800,74174170
86622,2018-03,B078MPFN55,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,1248,799,NA,4.3,Silver/Black,318,335,99,3629,71922000
87539,2018-04,B078MPFN55,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,5851,799,NA,4.152380952,Silver/Black,318,335,99,3629,72648000
89569,2018-06,B078MPFN55,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,426,765,NA,3.84,Silver/Black,318,335,99,3629,72792000
90655,2018-07,B078MPFN55,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,317,698,NA,3.8,Silver/Black,318,335,99,3629,72492000
90728,2018-08,B078MPFN55,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,256,650,NA,3.633333333,Silver/Black,318,335,99,3629,72786000
92703,2018-09,B078MPFN55,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,41,524.99,NA,3.5125,Silver/Black,318,335,99,3629,73164000
93032,2018-10,B078MPFN55,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,319,599,NA,3.522222222,Silver/Black,318,335,99,3629,73428000
95168,2018-12,B078MPFN55,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,410,589.99,NA,3.56,Silver/Black,318,335,99,3629,73536000
96042,2019-01,B078MPFN55,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,3980,685.99,NA,3.650980392,Silver/Black,318,335,99,3629,73335570
96879,2019-02,B078MPFN55,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,12836,695,NA,3.647826087,Silver/Black,318,335,99,3629,73191810
98231,2019-03,B078MPFN55,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,24939,789.99,NA,3.66,Silver/Black,318,335,99,3629,73269680
99125,2019-04,B078MPFN55,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,16266,699,NA,3.64,Silver/Black,318,335,99,3629,73389480
100209,2019-05,B078MPFN55,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,8863,661.99,NA,3.66,Silver/Black,318,335,99,3629,73383490
101469,2019-06,B078MPFN55,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,12193,615.99,NA,3.65,Silver/Black,318,335,99,3629,73281660
103196,2019-08,B078MPFN55,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,6803,599.99,NA,3.766666667,Silver/Black,318,335,99,3629,73521260
104212,2019-09,B078MPFN55,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,6535,599.99,NA,3.7,Silver/Black,318,335,99,3629,73754870
106602,2019-11,B078MPFN55,B078WRP6YQ,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,239,499.99,NA,3.794736842,Silver/Black,318,335,99,3629,74174170
107503,2019-12,B078MPFN55,B078WRP6YQ,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,3248,499.99,NA,3.818181818,Silver/Black,318,335,99,3629,74401790
85682,2018-02,B078WRP6YQ,B078WRP6YQ,None,05/01/2018 00:00,163,299.99,NA,5,None,325,325,85,4627,71880000
85989,2018-03,B078WRP6YQ,B078WRP6YQ,None,05/01/2018 00:00,1371,299.99,NA,4.242857143,None,325,325,85,4627,71922000
86979,2018-04,B078WRP6YQ,B078WRP6YQ,None,05/01/2018 00:00,86,199.99,NA,4.09,None,325,325,85,4627,72648000
87827,2018-05,B078WRP6YQ,B078WRP6YQ,None,05/01/2018 00:00,135273,675.72,NA,3.7,None,325,325,85,4627,72792000
89319,2018-06,B078WRP6YQ,B078WRP6YQ,None,05/01/2018 00:00,172184,351,NA,3.75,None,325,325,85,4627,72792000
91289,2018-08,B078WRP6YQ,B078WRP6YQ,None,05/01/2018 00:00,138620,394.98,NA,3.75,None,325,325,85,4627,72786000
94711,2018-11,B078WRP6YQ,B078WRP6YQ,None,05/01/2018 00:00,64485,164.46,NA,3.7,None,325,325,85,4627,73482000
99147,2019-04,B078WRP6YQ,B078WRP6YQ,None,05/01/2018 00:00,97122,236.78,NA,3.75,None,325,325,85,4627,73389480
99985,2019-05,B078WRP6YQ,B078WRP6YQ,None,05/01/2018 00:00,150164,199.99,NA,3.6,None,325,325,85,4627,73383490
102270,2019-07,B078WRP6YQ,B078Z742SX,None,05/01/2018 00:00,173930,271.94,NA,3.5,None,325,325,85,4627,73275670
106003,2019-11,B078WRP6YQ,B0792BWMV4,None,05/01/2018 00:00,246614,329.99,NA,3.4,None,325,325,85,4627,74174170
107234,2019-12,B078WRP6YQ,B0792BWMV4,None,05/01/2018 00:00,115810,249,NA,3.45,None,325,325,85,4627,74401790
109971,2020-03,B078WRP6YQ,B0792BWMV4,None,05/01/2018 00:00,111538,169.99,NA,3.333333333,None,325,325,85,4627,75975680
92492,2018-09,B078Z742SX,B0792BWMV4,None,12/01/2018 00:00,221934,125.01,NA,5,None,274,274,64,200,73164000
88638,2018-05,B0792BWMV4,B0792BWMV4,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,51022,521.48,NA,5,White,351,348,97,3175,72792000
89413,2018-06,B0792BWMV4,B0792BWMV4,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,699,520.48,NA,4.070588235,White,351,348,97,3175,72792000
90322,2018-07,B0792BWMV4,B0792BWMV4,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,370,549,NA,4.185714286,White,351,348,97,3175,72492000
90763,2018-08,B0792BWMV4,B0792BWMV4,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,232,462.99,NA,4.3625,White,351,348,97,3175,72786000
92140,2018-09,B0792BWMV4,B0792BWMV4,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,307,539.99,NA,4.466666667,White,351,348,97,3175,73164000
93460,2018-10,B0792BWMV4,B0792BWMV4,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,133,463.99,NA,4.52,White,351,348,97,3175,73428000
95507,2018-12,B0792BWMV4,B0792BWMV4,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,333,546.99,NA,4.45,White,351,348,97,3175,73536000
96504,2019-01,B0792BWMV4,B0792BWMV4,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,5690,546.99,NA,4.45,White,351,348,97,3175,73335570
96995,2019-02,B0792BWMV4,B0792BWMV4,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,18,409.99,NA,4.448,White,351,348,97,3175,73191810
97853,2019-03,B0792BWMV4,B0792BWMV4,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,2764,569.98,NA,4.45,White,351,348,97,3175,73269680
99784,2019-05,B0792BWMV4,B079N677J1,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,6585,569.98,NA,4.45,White,351,348,97,3175,73383490
103303,2019-08,B0792BWMV4,B079QYYGF1,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,1518,519.99,NA,4.45,White,351,348,97,3175,73521260
106190,2019-11,B0792BWMV4,B079QYYGF1,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,8,359.99,NA,4.75,White,351,348,97,3175,74174170
107095,2019-12,B0792BWMV4,B079QYYGF1,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,191,399.99,NA,4.456578947,White,351,348,97,3175,74401790
93784,2018-11,B079N677J1,B079QYYGF1,None,06/02/2018 00:00,42711,39.99,NA,2.9,White-b,392.938,353.06,110.998,2857.63,73482000
88348,2018-05,B079QYYGF1,B079QYYGF1,"B079QYYGF1,B07DF9GVK9",07/02/2018 00:00,69,186.99,NA,4.65,Black,325,325,72,2599,72792000
90135,2018-07,B079QYYGF1,B079QYYGF1,"B079QYYGF1,B07DF9GVK9",07/02/2018 00:00,27,229.99,NA,4.490697674,Black,325,325,72,2599,72492000
91134,2018-08,B079QYYGF1,B079QYYGF1,"B079QYYGF1,B07DF9GVK9",07/02/2018 00:00,98,177,NA,4.559090909,Black,325,325,72,2599,72786000
93614,2018-10,B079QYYGF1,B079QYYGF1,"B079QYYGF1,B07DF9GVK9",07/02/2018 00:00,172,199,NA,4.544444444,Black,325,325,72,2599,73428000
96468,2019-01,B079QYYGF1,B079QYYGF1,"B079QYYGF1,B07DF9GVK9",07/02/2018 00:00,81,215.1,NA,4.75,Black,325,325,72,2599,73335570
99312,2019-04,B079QYYGF1,B079QYYGF1,"B079QYYGF1,B07DF9GVK9",07/02/2018 00:00,171,223.95,NA,4.447619048,Black,325,325,72,2599,73389480
100250,2019-05,B079QYYGF1,B079QYYGF1,"B079QYYGF1,B07DF9GVK9",07/02/2018 00:00,27,223.99,NA,4.42,Black,325,325,72,2599,73383490
101146,2019-06,B079QYYGF1,B079QYYGF1,"B079QYYGF1,B07DF9GVK9",07/02/2018 00:00,1,149,NA,4.485185185,Black,325,325,72,2599,73281660
101955,2019-07,B079QYYGF1,B079QYYGF1,"B079QYYGF1,B07DF9GVK9",07/02/2018 00:00,2,219.51,NA,4.7,Black,325,325,72,2599,73275670
102781,2019-08,B079QYYGF1,B07BBKCMXL,"B079QYYGF1,B07DF9GVK9",07/02/2018 00:00,189,219.51,NA,4.45,Black,325,325,72,2599,73521260
104278,2019-09,B079QYYGF1,B07BBKCMXL,"B079QYYGF1,B07DF9GVK9",07/02/2018 00:00,211,229.99,NA,4.45,Black,325,325,72,2599,73754870
105809,2019-11,B079QYYGF1,B07BBKCMXL,"B079QYYGF1,B07DF9GVK9",07/02/2018 00:00,88,218.99,NA,4.7,Black,325,325,72,2599,74174170
107227,2019-12,B079QYYGF1,B07BYYTQLR,"B079QYYGF1,B07DF9GVK9",07/02/2018 00:00,15,159.99,NA,4.7,Black,325,325,72,2599,74401790
90204,2018-07,B07BBKCMXL,B07BYYTQLR,None,08/03/2018 00:00,43385,199.99,NA,4.2,Silver,330,330,79,3629,72492000
106562,2019-11,B07BBKCMXL,B07BYYTQLR,None,08/03/2018 00:00,129608,154.64,NA,2.5,Silver,330,330,79,3629,74174170
110207,2020-03,B07BBKCMXL,B07D75MVX9,None,08/03/2018 00:00,124235,99.98,NA,3.2,Silver,330,330,79,3629,75975680
94285,2018-11,B07BYYTQLR,B07D75MVX9,"B07BYYTQLR,B07JVQZM3X",06/04/2018 00:00,31849,159.99,NA,4.15,Otis Robot Vacuum,337,337,95,3000,73482000
94800,2018-12,B07BYYTQLR,B07D75MVX9,"B07BYYTQLR,B07JVQZM3X",06/04/2018 00:00,71,119.99,NA,3.944444444,Otis Robot Vacuum,337,337,95,3000,73536000
97884,2019-03,B07BYYTQLR,B07D75MVX9,"B07BYYTQLR,B07JVQZM3X",06/04/2018 00:00,48438,127.99,NA,3.733333333,Otis Robot Vacuum,337,337,95,3000,73269680
92433,2018-09,B07D75MVX9,B07D75MVX9,"B07D75MVX9,B081T2LS87",04/04/2018 00:00,11420,299.99,NA,5,Black,325,325,72,2676,73164000
93003,2018-10,B07D75MVX9,B07D75MVX9,"B07D75MVX9,B081T2LS87",04/04/2018 00:00,83,126,NA,4.2296875,Black,325,325,72,2676,73428000
94181,2018-11,B07D75MVX9,B07D75MVX9,"B07D75MVX9,B081T2LS87",04/04/2018 00:00,17,209.99,NA,4.297247706,Black,325,325,72,2676,73482000
95622,2018-12,B07D75MVX9,B07D75MVX9,"B07D75MVX9,B081T2LS87",04/04/2018 00:00,70,293.99,NA,4.369230769,Black,325,325,72,2676,73536000
96493,2019-01,B07D75MVX9,B07D75MVX9,"B07D75MVX9,B081T2LS87",04/04/2018 00:00,300,239.99,NA,4.350526316,Black,325,325,72,2676,73335570
97652,2019-02,B07D75MVX9,B07D75MVX9,"B07D75MVX9,B081T2LS87",04/04/2018 00:00,260,299.99,NA,4.35,Black,325,325,72,2676,73191810
98693,2019-03,B07D75MVX9,B07D75MVX9,"B07D75MVX9,B081T2LS87",04/04/2018 00:00,381,299.95,NA,4.35,Black,325,325,72,2676,73269680
99717,2019-05,B07D75MVX9,B07D75MVX9,"B07D75MVX9,B081T2LS87",04/04/2018 00:00,492,242.17,NA,4.7,Black,325,325,72,2676,73383490
104459,2019-09,B07D75MVX9,B07D75MVX9,"B07D75MVX9,B081T2LS87",04/04/2018 00:00,112,285.57,NA,4.35,Black,325,325,72,2676,73754870
105621,2019-10,B07D75MVX9,B07D78Y5TN,"B07D75MVX9,B081T2LS87",04/04/2018 00:00,330,254,NA,4.35,Black,325,325,72,2676,74168180
105683,2019-11,B07D75MVX9,B07D78Y5TN,"B07D75MVX9,B081T2LS87",04/04/2018 00:00,14,189,NA,4.381818182,Black,325,325,72,2676,74174170
106875,2019-12,B07D75MVX9,B07D78Y5TN,"B07D75MVX9,B081T2LS87",04/04/2018 00:00,62,179.55,NA,4.35,Black,325,325,72,2676,74401790
108154,2020-01,B07D75MVX9,B07D78Y5TN,"B07D75MVX9,B081T2LS87",04/04/2018 00:00,19,179,NA,4.4,Black,325,325,72,2676,75550080
92665,2018-09,B07D78Y5TN,B07D78Y5TN,None,22/05/2018 00:00,872,214.98,NA,4.351724138,Black,325,72,325,2658,73164000
93318,2018-10,B07D78Y5TN,B07D78Y5TN,None,22/05/2018 00:00,2400,139,NA,4.35,Black,325,72,325,2658,73428000
94115,2018-11,B07D78Y5TN,B07D78Y5TN,None,22/05/2018 00:00,102,199.99,NA,4.457142857,Black,325,72,325,2658,73482000
97646,2019-02,B07D78Y5TN,B07D78Y5TN,None,22/05/2018 00:00,8,179.99,NA,4.55,Black,325,72,325,2658,73191810
100059,2019-05,B07D78Y5TN,B07DF9GVK9,None,22/05/2018 00:00,482,199.99,NA,4.45,Black,325,72,325,2658,73383490
101898,2019-07,B07D78Y5TN,B07DF9GVK9,None,22/05/2018 00:00,3551,268.99,NA,4.45,Black,325,72,325,2658,73275670
103560,2019-08,B07D78Y5TN,B07DF9GVK9,None,22/05/2018 00:00,3,179.99,NA,4.442857143,Black,325,72,325,2658,73521260
103793,2019-09,B07D78Y5TN,B07DF9GVK9,None,22/05/2018 00:00,2350,269.75,NA,4.45,Black,325,72,325,2658,73754870
89735,2018-07,B07DF9GVK9,B07DF9GVK9,"B079QYYGF1,B07DF9GVK9",31/05/2018 00:00,95,229.99,NA,4.377777778,White,441.96,346.964,128.016,2599,72492000
91236,2018-08,B07DF9GVK9,B07DGXNJGM,"B079QYYGF1,B07DF9GVK9",31/05/2018 00:00,137,184.99,NA,4.555813953,White,441.96,346.964,128.016,2599,72786000
101217,2019-06,B07DF9GVK9,B07DGXNJGM,"B079QYYGF1,B07DF9GVK9",31/05/2018 00:00,1,149,NA,4.444444444,White,441.96,346.964,128.016,2599,73281660
103219,2019-08,B07DF9GVK9,B07DGXNJGM,"B079QYYGF1,B07DF9GVK9",31/05/2018 00:00,189,239.99,NA,4.45,White,441.96,346.964,128.016,2599,73521260
103878,2019-09,B07DF9GVK9,B07DGXNJGM,"B079QYYGF1,B07DF9GVK9",31/05/2018 00:00,227,239.99,NA,4.45,White,441.96,346.964,128.016,2599,73754870
89656,2018-06,B07DGXNJGM,B07DGXNJGM,None,08/05/2018 00:00,22228,279,NA,5,"Red, Blue, White, Yellow",569,78,381,2495,72792000
90746,2018-08,B07DGXNJGM,B07DGXNJGM,None,08/05/2018 00:00,18626,209,NA,4.5,"Red, Blue, White, Yellow",569,78,381,2495,72786000
92687,2018-09,B07DGXNJGM,B07DGXNJGM,None,08/05/2018 00:00,19045,209,NA,4.35,"Red, Blue, White, Yellow",569,78,381,2495,73164000
93569,2018-10,B07DGXNJGM,B07DGXNJGM,None,08/05/2018 00:00,44655,199,NA,4.16,"Red, Blue, White, Yellow",569,78,381,2495,73428000
93848,2018-11,B07DGXNJGM,B07DGXNJGM,None,08/05/2018 00:00,8407,199,NA,4,"Red, Blue, White, Yellow",569,78,381,2495,73482000
94917,2018-12,B07DGXNJGM,B07DGXNJGM,None,08/05/2018 00:00,49429,249,NA,3.8,"Red, Blue, White, Yellow",569,78,381,2495,73536000
96497,2019-01,B07DGXNJGM,B07DGXNJGM,None,08/05/2018 00:00,84705,219,NA,3.9,"Red, Blue, White, Yellow",569,78,381,2495,73335570
97816,2019-03,B07DGXNJGM,B07DJRY1KV,None,08/05/2018 00:00,40050,99.99,NA,3.85,"Red, Blue, White, Yellow",569,78,381,2495,73269680
98836,2019-04,B07DGXNJGM,B07DJRY1KV,None,08/05/2018 00:00,51693,109.9,NA,3.85,"Red, Blue, White, Yellow",569,78,381,2495,73389480
100292,2019-05,B07DGXNJGM,B07DJRY1KV,None,08/05/2018 00:00,280650,109,NA,3.85,"Red, Blue, White, Yellow",569,78,381,2495,73383490
104291,2019-09,B07DGXNJGM,B07DJRY1KV,None,08/05/2018 00:00,441030,442.8,NA,3.6,"Red, Blue, White, Yellow",569,78,381,2495,73754870
91934,2018-09,B07DJRY1KV,B07DJRY1KV,B07DJRY1KV,05/06/2018 00:00,67511,239.99,NA,3.6,Black/Grey,348,340,97,6586.1612,73164000
94959,2018-12,B07DJRY1KV,B07DJRY1KV,B07DJRY1KV,05/06/2018 00:00,556,199.99,NA,3.66,Black/Grey,348,340,97,6586.1612,73536000
95988,2019-01,B07DJRY1KV,B07DJRY1KV,B07DJRY1KV,05/06/2018 00:00,38301,227.95,NA,3.685714286,Black/Grey,348,340,97,6586.1612,73335570
97178,2019-02,B07DJRY1KV,B07DJRY1KV,B07DJRY1KV,05/06/2018 00:00,53126,224.95,NA,3.344444444,Black/Grey,348,340,97,6586.1612,73191810
99042,2019-04,B07DJRY1KV,B07DJRY1KV,B07DJRY1KV,05/06/2018 00:00,36276,199.99,NA,3.4,Black/Grey,348,340,97,6586.1612,73389480
101242,2019-06,B07DJRY1KV,B07DJRY1KV,B07DJRY1KV,05/06/2018 00:00,37899,214.99,NA,3.55,Black/Grey,348,340,97,6586.1612,73281660
102014,2019-07,B07DJRY1KV,B07DJRY1KV,B07DJRY1KV,05/06/2018 00:00,44930,209,NA,3.433333333,Black/Grey,348,340,97,6586.1612,73275670
104358,2019-09,B07DJRY1KV,B07DJRY1KV,B07DJRY1KV,05/06/2018 00:00,43842,189.99,NA,3.466666667,Black/Grey,348,340,97,6586.1612,73754870
105545,2019-10,B07DJRY1KV,B07DJRY1KV,B07DJRY1KV,05/06/2018 00:00,48438,214.99,NA,3.55,Black/Grey,348,340,97,6586.1612,74168180
105791,2019-11,B07DJRY1KV,B07DL4QY5V,B07DJRY1KV,05/06/2018 00:00,53390,199.99,NA,3.55,Black/Grey,348,340,97,6586.1612,74174170
107053,2019-12,B07DJRY1KV,B07DL4QY5V,B07DJRY1KV,05/06/2018 00:00,93342,219.99,NA,3.728571429,Black/Grey,348,340,97,6586.1612,74401790
108210,2020-01,B07DJRY1KV,B07DL4QY5V,B07DJRY1KV,05/06/2018 00:00,146113,219.99,NA,3.6,Black/Grey,348,340,97,6586.1612,75550080
109131,2020-02,B07DJRY1KV,B07DL4QY5V,B07DJRY1KV,05/06/2018 00:00,106745,199.99,NA,3.64,Black/Grey,348,340,97,6586.1612,75361600
91082,2018-08,B07DL4QY5V,B07DL4QY5V,None,14/08/2018 00:00,334,299,NA,4.622222222,Black,340,340,90,3071,72786000
91966,2018-09,B07DL4QY5V,B07DL4QY5V,None,14/08/2018 00:00,169,249.99,NA,3.964285714,Black,340,340,90,3071,73164000
93374,2018-10,B07DL4QY5V,B07DL4QY5V,None,14/08/2018 00:00,68,258.51,NA,4.13,Black,340,340,90,3071,73428000
94152,2018-11,B07DL4QY5V,B07DL4QY5V,None,14/08/2018 00:00,5,199,NA,4.314492754,Black,340,340,90,3071,73482000
94902,2018-12,B07DL4QY5V,B07DL4QY5V,None,14/08/2018 00:00,11,229.54,NA,4.32173913,Black,340,340,90,3071,73536000
95773,2019-01,B07DL4QY5V,B07DL4QY5V,None,14/08/2018 00:00,55,174,NA,4.35,Black,340,340,90,3071,73335570
98291,2019-03,B07DL4QY5V,B07DL4QY5V,None,14/08/2018 00:00,192,240.41,NA,4.65,Black,340,340,90,3071,73269680
98975,2019-04,B07DL4QY5V,B07DL4QY5V,None,14/08/2018 00:00,187,224.99,NA,4.388235294,Black,340,340,90,3071,73389480
99879,2019-05,B07DL4QY5V,B07DL4QY5V,None,14/08/2018 00:00,71,244,NA,4.313636364,Black,340,340,90,3071,73383490
101200,2019-06,B07DL4QY5V,B07DL4QY5V,None,14/08/2018 00:00,408,229,NA,4.6,Black,340,340,90,3071,73281660
102843,2019-08,B07DL4QY5V,B07DL4QY5V,None,14/08/2018 00:00,478,272.9,NA,4.15,Black,340,340,90,3071,73521260
104706,2019-10,B07DL4QY5V,B07F2D81JN,None,14/08/2018 00:00,303,250.99,NA,4.146666667,Black,340,340,90,3071,74168180
105965,2019-11,B07DL4QY5V,B07F2D81JN,None,14/08/2018 00:00,2,199.98,NA,4.261756374,Black,340,340,90,3071,74174170
107007,2019-12,B07DL4QY5V,B07F2D81JN,None,14/08/2018 00:00,4,179.99,NA,4.282716049,Black,340,340,90,3071,74401790
108546,2020-01,B07DL4QY5V,B07F2D81JN,None,14/08/2018 00:00,4,195.99,NA,4.266666667,Black,340,340,90,3071,75550080
90546,2018-07,B07F2D81JN,B07F2D81JN,None,20/07/2018 00:00,34481,199.99,NA,5,Amarey Vac Max,323,323,69,2585,72492000
91746,2018-09,B07F2D81JN,B07F2D81JN,None,20/07/2018 00:00,2114,199.99,NA,4.75,Amarey Vac Max,323,323,69,2585,73164000
93059,2018-10,B07F2D81JN,B07F2D81JN,None,20/07/2018 00:00,330,199.99,NA,4.633333333,Amarey Vac Max,323,323,69,2585,73428000
94598,2018-11,B07F2D81JN,B07F2D81JN,None,20/07/2018 00:00,127,199.99,NA,4.542857143,Amarey Vac Max,323,323,69,2585,73482000
95422,2018-12,B07F2D81JN,B07F2D81JN,None,20/07/2018 00:00,2087,199.98,NA,4.483333333,Amarey Vac Max,323,323,69,2585,73536000
97172,2019-02,B07F2D81JN,B07F69NYDW,None,20/07/2018 00:00,1335,199.99,NA,4.35,Amarey Vac Max,323,323,69,2585,73191810
102739,2019-08,B07F2D81JN,B07F69NYDW,None,20/07/2018 00:00,6345,199.99,NA,4.333333333,Amarey Vac Max,323,323,69,2585,73521260
106663,2019-11,B07F2D81JN,B07F69NYDW,None,20/07/2018 00:00,755,152.99,NA,4.248148148,Amarey Vac Max,323,323,69,2585,74174170
107847,2020-01,B07F2D81JN,B07F69NYDW,None,20/07/2018 00:00,15634,130.04,NA,4.1,Amarey Vac Max,323,323,69,2585,75550080
90369,2018-07,B07F69NYDW,B07F69NYDW,B07FHYCB1R,01/07/2018 00:00,33927,90,NA,5,Yellow,381,114,356,1600,72492000
90873,2018-08,B07F69NYDW,B07F69NYDW,B07FHYCB1R,01/07/2018 00:00,10029,88,NA,3.99,Yellow,381,114,356,1600,72786000
92260,2018-09,B07F69NYDW,B07F8ZQDSZ,B07FHYCB1R,01/07/2018 00:00,56911,98.99,NA,4.2,Yellow,381,114,356,1600,73164000
93174,2018-10,B07F69NYDW,B07F8ZQDSZ,B07FHYCB1R,01/07/2018 00:00,83034,96.98,NA,3.4,Yellow,381,114,356,1600,73428000
