,asin,com,market_ids,variation,listed_date,salesRANK,prices,ave_rating,color,itemLength,itemWidth,itemHeight,itemWeight,Fra_income,sales,Brand,Firm,suction,isEligibleForSuperSaverShipping,Wok_1charge,year,pro_age
110,B01N2JK1IU,2019-06B01N2JK1IU,2019-06,None,21/11/2016 00:00,5204,180,4,None,460,356,142,4296,73281660,3653,B01N2JK1IU,Excelvan,1600,FALSE,120,2019,3
111,B01N9P4NH5,2019-05B01N9P4NH5,2019-05,"B09VYSWTS8,B08K78Q9GC,B01N9P4NH5",07/01/2017 00:00,11676,100,4.1,Iron Gray,310,310,76,2223,73383490,2178,a4s,ILIFE,2000,FALSE,100,2019,3
112,B06X1F3HXG,2017-06B06X1F3HXG,2017-06,"B06X1F3HXG,B08NWS3F8H",20/02/2017 00:00,32204,167.39,4.1,V5s Pro,300,300,76,2223,70317720,937,v5spro,ILIFE,850,FALSE,140,2017,5
113,B06X1F3HXG,2017-05B06X1F3HXG,2017-05,"B06X1F3HXG,B08NWS3F8H",20/02/2017 00:00,25181,188,4.26,V5s Pro,300,300,76,2223,70804800,1167,v5spro,ILIFE,850,FALSE,140,2017,5
114,B06X1F3HXG,2018-06B06X1F3HXG,2018-06,"B06X1F3HXG,B08NWS3F8H",20/02/2017 00:00,2411,164.98,3.947368421,V5s Pro,300,300,76,2223,72792000,6079,v5spro,ILIFE,850,FALSE,140,2018,4
115,B06X1F3HXG,2019-01B06X1F3HXG,2019-01,"B06X1F3HXG,B08NWS3F8H",20/02/2017 00:00,7560,179,3.74,V5s Pro,300,300,76,2223,73335570,2856,v5spro,ILIFE,850,FALSE,140,2019,3
116,B06X1F3HXG,2018-12B06X1F3HXG,2018-12,"B06X1F3HXG,B08NWS3F8H",20/02/2017 00:00,6008,170.5,3.842857143,V5s Pro,300,300,76,2223,73536000,3193,v5spro,ILIFE,850,FALSE,140,2018,4
117,B06X1F3HXG,2019-02B06X1F3HXG,2019-02,"B06X1F3HXG,B08NWS3F8H",20/02/2017 00:00,2877,175,3.766666667,V5s Pro,300,300,76,2223,73191810,5325,v5spro,ILIFE,850,FALSE,140,2019,3
118,B06X1F3HXG,2017-12B06X1F3HXG,2017-12,"B06X1F3HXG,B08NWS3F8H",20/02/2017 00:00,436,93.5,4.05,V5s Pro,300,300,76,2223,71434440,15014,v5spro,ILIFE,850,FALSE,140,2017,5
119,B06X1F3HXG,2018-02B06X1F3HXG,2018-02,"B06X1F3HXG,B08NWS3F8H",20/02/2017 00:00,1760,139.99,4,V5s Pro,300,300,76,2223,71880000,7132,v5spro,ILIFE,850,FALSE,140,2018,4
120,B06X1F3HXG,2019-12B06X1F3HXG,2019-12,"B06X1F3HXG,B08NWS3F8H",20/02/2017 00:00,1201,100,3.854545455,V5s Pro,300,300,76,2223,74401790,9133,v5spro,ILIFE,850,FALSE,140,2019,3
121,B06X1F3HXG,2017-10B06X1F3HXG,2017-10,"B06X1F3HXG,B08NWS3F8H",20/02/2017 00:00,882,185.1,4.042857143,V5s Pro,300,300,76,2223,71327520,10525,v5spro,ILIFE,850,FALSE,140,2017,5
122,B06X1F3HXG,2017-07B06X1F3HXG,2017-07,"B06X1F3HXG,B08NWS3F8H",20/02/2017 00:00,416,167.19,4.1,V5s Pro,300,300,76,2223,70383060,15241,v5spro,ILIFE,850,FALSE,140,2017,5
123,B06X1F3HXG,2017-11B06X1F3HXG,2017-11,"B06X1F3HXG,B08NWS3F8H",20/02/2017 00:00,329,100,4.054545455,V5s Pro,300,300,76,2223,71404740,17417,v5spro,ILIFE,850,FALSE,140,2017,5
124,B06XS31V18,2019-12B06XS31V18,2019-12,None,14/06/2017 00:00,14085,329.99,4.2,Black/Brown W/ Extras,330,330,91,3810,74401790,1864,890,iRobot,850,FALSE,90,2019,3
125,B06XS31V18,2017-06B06XS31V18,2017-06,None,14/06/2017 00:00,120219,499,4.6,Black/Brown W/ Extras,330,330,91,3810,70317720,57,890,iRobot,850,FALSE,90,2017,5
126,B06XS31V18,2019-11B06XS31V18,2019-11,None,14/06/2017 00:00,19981,270,4.2,Black/Brown W/ Extras,330,330,91,3810,74174170,1411,890,iRobot,850,FALSE,90,2019,3
127,B06XS31V18,2019-03B06XS31V18,2019-03,None,14/06/2017 00:00,5743,349,3.86,Black/Brown W/ Extras,330,330,91,3810,73269680,3345,890,iRobot,850,FALSE,90,2019,3
128,B06XS31V18,2020-02B06XS31V18,2020-02,None,14/06/2017 00:00,62130,359.99,4.1,Black/Brown W/ Extras,330,330,91,3810,75361600,522,890,iRobot,850,FALSE,90,2020,2
129,B06XS31V18,2018-03B06XS31V18,2018-03,None,14/06/2017 00:00,4036,445,3.9,Black/Brown W/ Extras,330,330,91,3810,71922000,4323,890,iRobot,850,FALSE,90,2018,4
130,B06XS31V18,2017-08B06XS31V18,2017-08,None,14/06/2017 00:00,4477,479.99,4.055555556,Black/Brown W/ Extras,330,330,91,3810,70757280,4070,890,iRobot,850,FALSE,90,2017,5
131,B06XS31V18,2018-02B06XS31V18,2018-02,None,14/06/2017 00:00,3625,449.95,3.85,Black/Brown W/ Extras,330,330,91,3810,71880000,4558,890,iRobot,850,FALSE,90,2018,4
132,B06XS31V18,2017-07B06XS31V18,2017-07,None,14/06/2017 00:00,3252,486,4.246153846,Black/Brown W/ Extras,330,330,91,3810,70383060,4772,890,iRobot,850,FALSE,90,2017,5
133,B06XS31V18,2018-01B06XS31V18,2018-01,None,14/06/2017 00:00,2299,420,3.938461538,Black/Brown W/ Extras,330,330,91,3810,72162000,6260,890,iRobot,850,FALSE,90,2018,4
134,B06XS31V18,2018-05B06XS31V18,2018-05,None,14/06/2017 00:00,1334,420,3.85,Black/Brown W/ Extras,330,330,91,3810,72792000,8552,890,iRobot,850,FALSE,90,2018,4
135,B06XS31V18,2019-02B06XS31V18,2019-02,None,14/06/2017 00:00,1266,349,3.848275862,Black/Brown W/ Extras,330,330,91,3810,73191810,8849,890,iRobot,850,FALSE,90,2019,3
136,B06XS31V18,2017-10B06XS31V18,2017-10,None,14/06/2017 00:00,3824,450,4.035714286,Black/Brown W/ Extras,330,330,91,3810,71327520,4444,890,iRobot,850,FALSE,90,2017,5
137,B06XS31V18,2017-09B06XS31V18,2017-09,None,14/06/2017 00:00,4639,479.99,4.025,Black/Brown W/ Extras,330,330,91,3810,71072100,3977,890,iRobot,850,FALSE,90,2017,5
138,B06XS31V18,2018-06B06XS31V18,2018-06,None,14/06/2017 00:00,134,431,3.85,Black/Brown W/ Extras,330,330,91,3810,72792000,25495,890,iRobot,850,FALSE,90,2018,4
139,B06XS31V18,2017-11B06XS31V18,2017-11,None,14/06/2017 00:00,100,419.99,4.05,Black/Brown W/ Extras,330,330,91,3810,71404740,27791,890,iRobot,850,FALSE,90,2017,5
140,B06XS31V18,2017-12B06XS31V18,2017-12,None,14/06/2017 00:00,92,399.99,3.947368421,Black/Brown W/ Extras,330,330,91,3810,71434440,29048,890,iRobot,850,FALSE,90,2017,5
141,B06XS31V18,2018-07B06XS31V18,2018-07,None,14/06/2017 00:00,89,420,3.95,Black/Brown W/ Extras,330,330,91,3810,72492000,29520,890,iRobot,850,FALSE,90,2018,4
142,B06XS31V18,2018-12B06XS31V18,2018-12,None,14/06/2017 00:00,84,349,4.45,Black/Brown W/ Extras,330,330,91,3810,73536000,30305,890,iRobot,850,FALSE,90,2018,4
143,B06XS31V18,2018-11B06XS31V18,2018-11,None,14/06/2017 00:00,4,337.86,3.95,Black/Brown W/ Extras,330,330,91,3810,73482000,70951,890,iRobot,850,FALSE,90,2018,4
144,B06XSPK3B9,2018-06B06XSPK3B9,2018-06,"B076X8P5CM,B06XSPK3B9",22/03/2017 00:00,85883,104,3.4,Green,391,351,94,2400,72792000,332,B076X8P5CM,PURE CLEAN,1600,FALSE,90,2018,4
145,B06XSPK3B9,2017-03B06XSPK3B9,2017-03,"B076X8P5CM,B06XSPK3B9",22/03/2017 00:00,59178,56.99,5,Green,391,351,94,2400,70424640,546,B076X8P5CM,PURE CLEAN,1600,FALSE,90,2017,5
146,B06XSPK3B9,2017-12B06XSPK3B9,2017-12,"B076X8P5CM,B06XSPK3B9",22/03/2017 00:00,18403,84.99,3.74,Green,391,351,94,2400,71434440,1505,B076X8P5CM,PURE CLEAN,1600,FALSE,90,2017,5
147,B06XSPK3B9,2019-03B06XSPK3B9,2019-03,"B076X8P5CM,B06XSPK3B9",22/03/2017 00:00,9110,68.99,3.35,Green,391,351,94,2400,73269680,2641,B076X8P5CM,PURE CLEAN,1600,FALSE,90,2019,3
148,B06XSPK3B9,2017-08B06XSPK3B9,2017-08,"B076X8P5CM,B06XSPK3B9",22/03/2017 00:00,7023,72.5,4.02,Green,391,351,94,2400,70757280,2908,B076X8P5CM,PURE CLEAN,1600,FALSE,90,2017,5
149,B06XSPK3B9,2017-04B06XSPK3B9,2017-04,"B076X8P5CM,B06XSPK3B9",22/03/2017 00:00,4477,59.99,4.616666667,Green,391,351,94,2400,70751340,4070,B076X8P5CM,PURE CLEAN,1600,FALSE,90,2017,5
150,B06XSPK3B9,2017-06B06XSPK3B9,2017-06,"B076X8P5CM,B06XSPK3B9",22/03/2017 00:00,4300,79.99,4.1,Green,391,351,94,2400,70317720,4172,B076X8P5CM,PURE CLEAN,1600,FALSE,90,2017,5
151,B06XSPK3B9,2017-05B06XSPK3B9,2017-05,"B076X8P5CM,B06XSPK3B9",22/03/2017 00:00,2374,64.99,4.181818182,Green,391,351,94,2400,70804800,6139,B076X8P5CM,PURE CLEAN,1600,FALSE,90,2017,5
152,B06XSPK3B9,2018-01B06XSPK3B9,2018-01,"B076X8P5CM,B06XSPK3B9",22/03/2017 00:00,950,84.99,3.6,Green,391,351,94,2400,72162000,10228,B076X8P5CM,PURE CLEAN,1600,FALSE,90,2018,4
153,B06XSPK3B9,2017-10B06XSPK3B9,2017-10,"B076X8P5CM,B06XSPK3B9",22/03/2017 00:00,550,79.99,3.8,Green,391,351,94,2400,71327520,13721,B076X8P5CM,PURE CLEAN,1600,FALSE,90,2017,5
154,B06XXMS7W3,2017-05B06XXMS7W3,2017-05,None,21/04/2017 00:00,414131,179.99,5,Black,320,320,76,3493,70804800,1,B06XXMS7W3,XShuai,1000,FALSE,40,2017,5
155,B06XXMS7W3,2017-07B06XXMS7W3,2017-07,None,21/04/2017 00:00,39152,155.99,4.5,Black,320,320,76,3493,70383060,801,B06XXMS7W3,XShuai,1000,FALSE,40,2017,5
156,B06Y56NDF4,2017-07B06Y56NDF4,2017-07,"B06Y56NDF4,B08K74WBJS,B08S6TPC24,B08LVJDLX8",11/04/2017 00:00,39043,148.95,4.133333333,Pearl White,300,300,76,2041,70383060,803,v3spro,ILIFE,1000,TRUE,100,2017,5
157,B06Y56NDF4,2017-08B06Y56NDF4,2017-08,"B06Y56NDF4,B08K74WBJS,B08S6TPC24,B08LVJDLX8",11/04/2017 00:00,12130,139.95,4,Pearl White,300,300,76,2041,70757280,2109,v3spro,ILIFE,1000,TRUE,100,2017,5
158,B06Y56NDF4,2017-09B06Y56NDF4,2017-09,"B06Y56NDF4,B08K74WBJS,B08S6TPC24,B08LVJDLX8",11/04/2017 00:00,11242,149,4.06,Pearl White,300,300,76,2041,71072100,2244,v3spro,ILIFE,1000,TRUE,100,2017,5
159,B06Y56NDF4,2020-01B06Y56NDF4,2020-01,"B06Y56NDF4,B08K74WBJS,B08S6TPC24,B08LVJDLX8",11/04/2017 00:00,2338,100,4.4,Pearl White,300,300,76,2041,75550080,6197,v3spro,ILIFE,1000,TRUE,100,2020,2
160,B06Y56NDF4,2019-03B06Y56NDF4,2019-03,"B06Y56NDF4,B08K74WBJS,B08S6TPC24,B08LVJDLX8",11/04/2017 00:00,1546,120,4.15,Pearl White,300,300,76,2041,73269680,7627,v3spro,ILIFE,1000,TRUE,100,2019,3
161,B06Y56NDF4,2019-10B06Y56NDF4,2019-10,"B06Y56NDF4,B08K74WBJS,B08S6TPC24,B08LVJDLX8",11/04/2017 00:00,1270,127.99,4.15,Pearl White,300,300,76,2041,74168180,8831,v3spro,ILIFE,1000,TRUE,100,2019,3
162,B06Y56NDF4,2019-09B06Y56NDF4,2019-09,"B06Y56NDF4,B08K74WBJS,B08S6TPC24,B08LVJDLX8",11/04/2017 00:00,1116,129.99,4.151111111,Pearl White,300,300,76,2041,73754870,9504,v3spro,ILIFE,1000,TRUE,100,2019,3
163,B06Y56NDF4,2018-03B06Y56NDF4,2018-03,"B06Y56NDF4,B08K74WBJS,B08S6TPC24,B08LVJDLX8",11/04/2017 00:00,629,129.99,4.342857143,Pearl White,300,300,76,2041,71922000,12824,v3spro,ILIFE,1000,TRUE,100,2018,4
164,B06Y56NDF4,2018-10B06Y56NDF4,2018-10,"B06Y56NDF4,B08K74WBJS,B08S6TPC24,B08LVJDLX8",11/04/2017 00:00,622,128,4.65,Pearl White,300,300,76,2041,73428000,12903,v3spro,ILIFE,1000,TRUE,100,2018,4
165,B06Y56NDF4,2018-09B06Y56NDF4,2018-09,"B06Y56NDF4,B08K74WBJS,B08S6TPC24,B08LVJDLX8",11/04/2017 00:00,604,145.99,4.65,Pearl White,300,300,76,2041,73164000,13108,v3spro,ILIFE,1000,TRUE,100,2018,4
166,B06Y56NDF4,2019-05B06Y56NDF4,2019-05,"B06Y56NDF4,B08K74WBJS,B08S6TPC24,B08LVJDLX8",11/04/2017 00:00,564,119,3.8,Pearl White,300,300,76,2041,73383490,13562,v3spro,ILIFE,1000,TRUE,100,2019,3
167,B06Y56NDF4,2018-01B06Y56NDF4,2018-01,"B06Y56NDF4,B08K74WBJS,B08S6TPC24,B08LVJDLX8",11/04/2017 00:00,488,119.99,4.45,Pearl White,300,300,76,2041,72162000,14424,v3spro,ILIFE,1000,TRUE,100,2018,4
168,B06Y56NDF4,2017-11B06Y56NDF4,2017-11,"B06Y56NDF4,B08K74WBJS,B08S6TPC24,B08LVJDLX8",11/04/2017 00:00,460,119.99,4.308333333,Pearl White,300,300,76,2041,71404740,14742,v3spro,ILIFE,1000,TRUE,100,2017,5
169,B06Y56NDF4,2019-11B06Y56NDF4,2019-11,"B06Y56NDF4,B08K74WBJS,B08S6TPC24,B08LVJDLX8",11/04/2017 00:00,348,118.99,4.330153846,Pearl White,300,300,76,2041,74174170,16883,v3spro,ILIFE,1000,TRUE,100,2019,3
170,B06Y56NDF4,2019-12B06Y56NDF4,2019-12,"B06Y56NDF4,B08K74WBJS,B08S6TPC24,B08LVJDLX8",11/04/2017 00:00,338,100,4.241401274,Pearl White,300,300,76,2041,74401790,17164,v3spro,ILIFE,1000,TRUE,100,2019,3
171,B06Y56NDF4,2018-04B06Y56NDF4,2018-04,"B06Y56NDF4,B08K74WBJS,B08S6TPC24,B08LVJDLX8",11/04/2017 00:00,325,139.99,4.35,Pearl White,300,300,76,2041,72648000,17529,v3spro,ILIFE,1000,TRUE,100,2018,4
172,B06Y56NDF4,2018-02B06Y56NDF4,2018-02,"B06Y56NDF4,B08K74WBJS,B08S6TPC24,B08LVJDLX8",11/04/2017 00:00,288,109.99,4.433333333,Pearl White,300,300,76,2041,71880000,18568,v3spro,ILIFE,1000,TRUE,100,2018,4
173,B06Y56NDF4,2017-12B06Y56NDF4,2017-12,"B06Y56NDF4,B08K74WBJS,B08S6TPC24,B08LVJDLX8",11/04/2017 00:00,145,119.99,4.423809524,Pearl White,300,300,76,2041,71434440,24753,v3spro,ILIFE,1000,TRUE,100,2017,5
174,B06Y56NDF4,2018-12B06Y56NDF4,2018-12,"B06Y56NDF4,B08K74WBJS,B08S6TPC24,B08LVJDLX8",11/04/2017 00:00,111,128,4.247619048,Pearl White,300,300,76,2041,73536000,27048,v3spro,ILIFE,1000,TRUE,100,2018,4
175,B06Y56NDF4,2019-02B06Y56NDF4,2019-02,"B06Y56NDF4,B08K74WBJS,B08S6TPC24,B08LVJDLX8",11/04/2017 00:00,1,111.99,4.22173913,Pearl White,300,300,76,2041,73191810,77516,v3spro,ILIFE,1000,TRUE,100,2019,3
176,B07313S199,2019-10B07313S199,2019-10,"B08JCDCH22,B08S73M29W,B07313S199",21/06/2017 00:00,26742,279.99,4.283333333,A9,330,320,76,2530,74168180,1111,a9,ILIFE,1000,FALSE,120,2019,3
177,B07313S199,2020-02B07313S199,2020-02,"B08JCDCH22,B08S73M29W,B07313S199",21/06/2017 00:00,22670,189.99,4.2,A9,330,320,76,2530,75361600,1258,a9,ILIFE,1000,FALSE,120,2020,2
178,B07313S199,2020-03B07313S199,2020-03,"B08JCDCH22,B08S73M29W,B07313S199",21/06/2017 00:00,19486,179.99,4.1,A9,330,320,76,2530,75975680,1439,a9,ILIFE,1000,FALSE,120,2020,2
179,B07313S199,2020-01B07313S199,2020-01,"B08JCDCH22,B08S73M29W,B07313S199",21/06/2017 00:00,18760,189.99,4.15,A9,330,320,76,2530,75550080,1481,a9,ILIFE,1000,FALSE,120,2020,2
180,B07313S199,2019-09B07313S199,2019-09,"B08JCDCH22,B08S73M29W,B07313S199",21/06/2017 00:00,15811,279.99,4.88125,A9,330,320,76,2530,73754870,1699,a9,ILIFE,1000,FALSE,120,2019,3
181,B07313S199,2019-12B07313S199,2019-12,"B08JCDCH22,B08S73M29W,B07313S199",21/06/2017 00:00,2982,189.99,4.18,A9,330,320,76,2530,74401790,5155,a9,ILIFE,1000,FALSE,120,2019,3
182,B07313S199,2019-11B07313S199,2019-11,"B08JCDCH22,B08S73M29W,B07313S199",21/06/2017 00:00,956,181.99,4.15,A9,330,320,76,2530,74174170,10202,a9,ILIFE,1000,FALSE,120,2019,3
183,B073WZ42XD,2020-02B073WZ42XD,2020-02,None,13/07/2017 00:00,53654,399.99,3.744444444,Satin Titanium,348,340,97,4309,75361600,590,B073WZ42XD,SAMSUNG,5160,FALSE,90,2020,2
184,B073WZ42XD,2020-01B073WZ42XD,2020-01,None,13/07/2017 00:00,47774,399.99,3.7,Satin Titanium,348,340,97,4309,75550080,637,B073WZ42XD,SAMSUNG,5160,FALSE,90,2020,2
185,B073WZ42XD,2019-09B073WZ42XD,2019-09,None,13/07/2017 00:00,34773,499,3.65,Satin Titanium,348,340,97,4309,73754870,886,B073WZ42XD,SAMSUNG,5160,FALSE,90,2019,3
186,B073WZ42XD,2019-08B073WZ42XD,2019-08,None,13/07/2017 00:00,29136,549.99,3.65,Satin Titanium,348,340,97,4309,73521260,1026,B073WZ42XD,SAMSUNG,5160,FALSE,90,2019,3
187,B073WZ42XD,2019-01B073WZ42XD,2019-01,None,13/07/2017 00:00,28766,495,3.74,Satin Titanium,348,340,97,4309,73335570,1039,B073WZ42XD,SAMSUNG,5160,FALSE,90,2019,3
188,B073WZ42XD,2019-06B073WZ42XD,2019-06,None,13/07/2017 00:00,28519,449.99,4.05,Satin Titanium,348,340,97,4309,73281660,1048,B073WZ42XD,SAMSUNG,5160,FALSE,90,2019,3
189,B073WZ42XD,2018-05B073WZ42XD,2018-05,None,13/07/2017 00:00,27129,599.99,3.35,Satin Titanium,348,340,97,4309,72792000,1097,B073WZ42XD,SAMSUNG,5160,FALSE,90,2018,4
190,B073WZ42XD,2020-03B073WZ42XD,2020-03,None,13/07/2017 00:00,22292,249.99,3.75,Satin Titanium,348,340,97,4309,75975680,1280,B073WZ42XD,SAMSUNG,5160,FALSE,90,2020,2
191,B073WZ42XD,2019-04B073WZ42XD,2019-04,None,13/07/2017 00:00,20403,449,3.8,Satin Titanium,348,340,97,4309,73389480,1387,B073WZ42XD,SAMSUNG,5160,FALSE,90,2019,3
192,B073WZ42XD,2018-02B073WZ42XD,2018-02,None,13/07/2017 00:00,19007,587.02,4.333333333,Satin Titanium,348,340,97,4309,71880000,1467,B073WZ42XD,SAMSUNG,5160,FALSE,90,2018,4
193,B073WZ42XD,2018-03B073WZ42XD,2018-03,None,13/07/2017 00:00,18734,589,4.05,Satin Titanium,348,340,97,4309,71922000,1482,B073WZ42XD,SAMSUNG,5160,FALSE,90,2018,4
194,B073WZ42XD,2019-07B073WZ42XD,2019-07,None,13/07/2017 00:00,18190,429,4.35,Satin Titanium,348,340,97,4309,73275670,1519,B073WZ42XD,SAMSUNG,5160,FALSE,90,2019,3
195,B073WZ42XD,2018-04B073WZ42XD,2018-04,None,13/07/2017 00:00,17540,549.99,3.64,Satin Titanium,348,340,97,4309,72648000,1565,B073WZ42XD,SAMSUNG,5160,FALSE,90,2018,4
196,B073WZ42XD,2019-05B073WZ42XD,2019-05,None,13/07/2017 00:00,14829,449.99,3.7,Satin Titanium,348,340,97,4309,73383490,1784,B073WZ42XD,SAMSUNG,5160,FALSE,90,2019,3
197,B073WZ42XD,2019-12B073WZ42XD,2019-12,None,13/07/2017 00:00,13316,399.99,3.866666667,Satin Titanium,348,340,97,4309,74401790,1954,B073WZ42XD,SAMSUNG,5160,FALSE,90,2019,3
198,B073WZ42XD,2019-11B073WZ42XD,2019-11,None,13/07/2017 00:00,7694,449,3.6,Satin Titanium,348,340,97,4309,74174170,2843,B073WZ42XD,SAMSUNG,5160,FALSE,90,2019,3
199,B073WZ42XD,2018-12B073WZ42XD,2018-12,None,13/07/2017 00:00,588,499,3.72,Satin Titanium,348,340,97,4309,73536000,13289,B073WZ42XD,SAMSUNG,5160,FALSE,90,2018,4
200,B073WZ42XD,2018-08B073WZ42XD,2018-08,None,13/07/2017 00:00,584,419.99,3.4,Satin Titanium,348,340,97,4309,72786000,13335,B073WZ42XD,SAMSUNG,5160,FALSE,90,2018,4
201,B073WZ42XD,2018-10B073WZ42XD,2018-10,None,13/07/2017 00:00,550,599.99,3.166666667,Satin Titanium,348,340,97,4309,73428000,13721,B073WZ42XD,SAMSUNG,5160,FALSE,90,2018,4
202,B073WZ42XD,2018-11B073WZ42XD,2018-11,None,13/07/2017 00:00,328,499.99,3.3,Satin Titanium,348,340,97,4309,73482000,17445,B073WZ42XD,SAMSUNG,5160,FALSE,90,2018,4
203,B073WZ42XD,2018-09B073WZ42XD,2018-09,None,13/07/2017 00:00,303,329.99,3.2,Satin Titanium,348,340,97,4309,73164000,18147,B073WZ42XD,SAMSUNG,5160,FALSE,90,2018,4
204,B0748CD7VL,2018-05B0748CD7VL,2018-05,None,25/07/2017 00:00,159088,174.99,3.6,White,78,310,310,1945.911,72792000,1,B0748CD7VL,Dana Trading Co,1000,FALSE,90,2018,4
205,B0748CD7VL,2019-04B0748CD7VL,2019-04,None,25/07/2017 00:00,184889,149.99,3.5,White,78,310,310,1945.911,73389480,1,B0748CD7VL,Dana Trading Co,1000,FALSE,90,2019,3
206,B0748CD7VL,2019-06B0748CD7VL,2019-06,None,25/07/2017 00:00,920539,164.99,3.4,White,78,310,310,1945.911,73281660,1,B0748CD7VL,Dana Trading Co,1000,FALSE,90,2019,3
207,B0748CD7VL,2019-08B0748CD7VL,2019-08,None,25/07/2017 00:00,196933,133.93,3.5,White,78,310,310,1945.911,73521260,1,B0748CD7VL,Dana Trading Co,1000,FALSE,90,2019,3
208,B0748CD7VL,2019-12B0748CD7VL,2019-12,None,25/07/2017 00:00,279622,159.37,3.55,White,78,310,310,1945.911,74401790,1,B0748CD7VL,Dana Trading Co,1000,FALSE,90,2019,3
209,B0748CD7VL,2020-01B0748CD7VL,2020-01,None,25/07/2017 00:00,1083215,164.99,3.45,White,78,310,310,1945.911,75550080,1,B0748CD7VL,Dana Trading Co,1000,FALSE,90,2020,2
210,B0748CD7VL,2018-11B0748CD7VL,2018-11,None,25/07/2017 00:00,113021,134.99,3.4,White,78,310,310,1945.911,73482000,115,B0748CD7VL,Dana Trading Co,1000,FALSE,90,2018,4
211,B0748CD7VL,2018-01B0748CD7VL,2018-01,None,25/07/2017 00:00,99988,174.99,3.8,White,78,310,310,1945.911,72162000,219,B0748CD7VL,Dana Trading Co,1000,FALSE,90,2018,4
212,B0748CD7VL,2017-08B0748CD7VL,2017-08,None,25/07/2017 00:00,97363,169.99,5,White,78,310,310,1945.911,70757280,240,B0748CD7VL,Dana Trading Co,1000,FALSE,90,2017,5
213,B0748CD7VL,2018-03B0748CD7VL,2018-03,None,25/07/2017 00:00,94025,184.99,3.85,White,78,310,310,1945.911,71922000,267,B0748CD7VL,Dana Trading Co,1000,FALSE,90,2018,4
214,B0748CD7VL,2017-10B0748CD7VL,2017-10,None,25/07/2017 00:00,67879,174.99,4.616666667,White,78,310,310,1945.911,71327520,476,B0748CD7VL,Dana Trading Co,1000,FALSE,90,2017,5
215,B0748CD7VL,2017-09B0748CD7VL,2017-09,None,25/07/2017 00:00,30292,199.99,4.8,White,78,310,310,1945.911,71072100,985,B0748CD7VL,Dana Trading Co,1000,FALSE,90,2017,5
216,B0748CD7VL,2017-12B0748CD7VL,2017-12,None,25/07/2017 00:00,25410,174.99,4.075,White,78,310,310,1945.911,71434440,1158,B0748CD7VL,Dana Trading Co,1000,FALSE,90,2017,5
217,B0748CD7VL,2017-11B0748CD7VL,2017-11,None,25/07/2017 00:00,25099,155.74,4.533333333,White,78,310,310,1945.911,71404740,1169,B0748CD7VL,Dana Trading Co,1000,FALSE,90,2017,5
218,B074MD221N,2018-07B074MD221N,2018-07,B074MD221N,07/08/2017 00:00,287223,85,5,Pink,381,69,356,1600,72492000,1,B074MD221N,FENGRUI,1000,FALSE,150,2018,4
219,B074MD221N,2018-11B074MD221N,2018-11,B074MD221N,07/08/2017 00:00,4568,88,3.7,Pink,381,69,356,1600,73482000,4018,B074MD221N,FENGRUI,1000,FALSE,150,2018,4
220,B074MD221N,2019-11B074MD221N,2019-11,B074MD221N,07/08/2017 00:00,185937,92.99,3.7,Pink,381,69,356,1600,74174170,1,B074MD221N,FENGRUI,1000,FALSE,150,2019,3
221,B074MD221N,2019-03B074MD221N,2019-03,B074MD221N,07/08/2017 00:00,119112,89,3.833333333,Pink,381,69,356,1600,73269680,66,B074MD221N,FENGRUI,1000,FALSE,150,2019,3
222,B074MD221N,2018-10B074MD221N,2018-10,B074MD221N,07/08/2017 00:00,117418,96.98,3.8,Pink,381,69,356,1600,73428000,79,B074MD221N,FENGRUI,1000,FALSE,150,2018,4
223,B074MD221N,2018-08B074MD221N,2018-08,B074MD221N,07/08/2017 00:00,60467,79.99,4.5,Pink,381,69,356,1600,72786000,535,B074MD221N,FENGRUI,1000,FALSE,150,2018,4
224,B074SJGMMN,2018-03B074SJGMMN,2018-03,None,06/03/2018 00:00,164771,229.99,4.4,None,558.8,431.8,127,4037,71922000,1,C200A,Lefant,1300,FALSE,110,2018,4
225,B074SJGMMN,2018-04B074SJGMMN,2018-04,None,06/03/2018 00:00,39697,299.99,3.7,None,558.8,431.8,127,4037,72648000,790,C200A,Lefant,1300,FALSE,110,2018,4
226,B075MSQXTK,2018-02B075MSQXTK,2018-02,B07DJRY1KV,14/09/2017 00:00,3753575,434.99,3.8,Black,348,97,340,6940,71880000,1,B075MSQXTK,SAMSUNG,1040,FALSE,60,2018,4
227,B075MSQXTK,2019-12B075MSQXTK,2019-12,B07DJRY1KV,14/09/2017 00:00,240707,239.99,3.3,Black,348,97,340,6940,74401790,1,B075MSQXTK,SAMSUNG,1040,FALSE,60,2019,3
228,B075MSQXTK,2020-01B075MSQXTK,2020-01,B07DJRY1KV,14/09/2017 00:00,144337,239.99,3.45,Black,348,97,340,6940,75550080,1,B075MSQXTK,SAMSUNG,1040,FALSE,60,2020,2
229,B075MSQXTK,2019-09B075MSQXTK,2019-09,B07DJRY1KV,14/09/2017 00:00,122661,319.99,3.2,Black,348,97,340,6940,73754870,37,B075MSQXTK,SAMSUNG,1040,FALSE,60,2019,3
230,B075MSQXTK,2019-10B075MSQXTK,2019-10,B07DJRY1KV,14/09/2017 00:00,85283,259.99,3.1,Black,348,97,340,6940,74168180,336,B075MSQXTK,SAMSUNG,1040,FALSE,60,2019,3
