com,market_ids,asin,variation,listed_date,salesRANK,prices,ave_rating,color,itemLength,itemWidth,itemHeight,itemWeight,Fra_income,sales
2019-06B07MNRTGR1,2019-06,B07MNRTGR1,None,25/12/2018 00:00,659618,380,4.45,Gray,305,305,75,2998,73281660,1
2019-07B07MNRTGR1,2019-07,B07MNRTGR1,None,25/12/2018 00:00,168948,239.99,4.45,Gray,305,305,75,2998,73275670,1
2020-01B07PFDK5NG,2020-01,B07PFDK5NG,B07QYQFYZF,05/03/2019 00:00,174939,99.99,3.833333333,Black,329,329,80,2998,75550080,1
2020-02B07NJJ7TVP,2020-02,B07NJJ7TVP,B07NJS1XCJ,19/03/2019 00:00,296045,99.99,3.8,White,398.78,350.52,200.66,2998,75361600,1
2020-02B07NJS1XCJ,2020-02,B07NJS1XCJ,B07NJS1XCJ,19/03/2019 00:00,296045,139.96,3.8,Gray,401.32,345.44,210.82,2998,75361600,1
2020-02B07RTB4KZG,2020-02,B07RTB4KZG,B07RTB4KZG,09/05/2019 00:00,203843,99.99,3.45,Black,329,329,80,2998,75361600,1
2020-03B07RTB4KZG,2020-03,B07RTB4KZG,B07RTB4KZG,09/05/2019 00:00,414578,99.99,3.4,Black,329,329,80,2998,75975680,1
2019-08B07RMTHT8F,2019-08,B07RMTHT8F,B07RTB4KZG,08/05/2019 00:00,89788,189.99,5,Silver,329,329,80,2998,73521260,300
2019-05B07NJJ7TVP,2019-05,B07NJJ7TVP,B07NJS1XCJ,19/03/2019 00:00,87533,199.99,4.5,White,398.78,350.52,200.66,2998,73383490,318
2019-05B07NJS1XCJ,2019-05,B07NJS1XCJ,B07NJS1XCJ,19/03/2019 00:00,87069,199.99,4,Gray,401.32,345.44,210.82,2998,73383490,322
2019-05B07RMTHT8F,2019-05,B07RMTHT8F,B07RTB4KZG,08/05/2019 00:00,75815,199.99,5,Silver,329,329,80,2998,73383490,413
2019-05B07RTB4KZG,2019-05,B07RTB4KZG,B07RTB4KZG,09/05/2019 00:00,75815,199.99,5,Black,329,329,80,2998,73383490,413
2019-09B07NJS1XCJ,2019-09,B07NJS1XCJ,B07NJS1XCJ,19/03/2019 00:00,69589,169.99,4.15,Gray,401.32,345.44,210.82,2998,73754870,462
2019-08B07MNRTGR1,2019-08,B07MNRTGR1,None,25/12/2018 00:00,64265,179.89,4.233333333,Gray,305,305,75,2998,73521260,505
2019-12B07NJJ7TVP,2019-12,B07NJJ7TVP,B07NJS1XCJ,19/03/2019 00:00,60993,99.99,4.2,White,398.78,350.52,200.66,2998,74401790,531
2019-07B07RMTHT8F,2019-07,B07RMTHT8F,B07RTB4KZG,08/05/2019 00:00,52524,199.99,4.55,Silver,329,329,80,2998,73275670,599
2019-12B07RTB4KZG,2019-12,B07RTB4KZG,B07RTB4KZG,09/05/2019 00:00,52495,99.99,3.866666667,Black,329,329,80,2998,74401790,599
2019-12B07MNRTGR1,2019-12,B07MNRTGR1,None,25/12/2018 00:00,47806,239.99,4.533333333,Gray,305,305,75,2998,74401790,637
2019-08B07RTB4KZG,2019-08,B07RTB4KZG,B07RTB4KZG,09/05/2019 00:00,46716,189.99,4.3,Black,329,329,80,2998,73521260,653
2019-12B07NJS1XCJ,2019-12,B07NJS1XCJ,B07NJS1XCJ,19/03/2019 00:00,45320,169.99,4.15,Gray,401.32,345.44,210.82,2998,74401790,681
2019-10B07NJS1XCJ,2019-10,B07NJS1XCJ,B07NJS1XCJ,19/03/2019 00:00,43025,99.99,4.15,Gray,401.32,345.44,210.82,2998,74168180,725
2019-10B07NJJ7TVP,2019-10,B07NJJ7TVP,B07NJS1XCJ,19/03/2019 00:00,38354,99.99,4.1,White,398.78,350.52,200.66,2998,74168180,817
2019-11B07MNRTGR1,2019-11,B07MNRTGR1,None,25/12/2018 00:00,36051,239.99,4.6,Gray,305,305,75,2998,74174170,861
2019-09B07NJJ7TVP,2019-09,B07NJJ7TVP,B07NJS1XCJ,19/03/2019 00:00,34256,169.99,4,White,398.78,350.52,200.66,2998,73754870,896
2020-02B07MNRTGR1,2020-02,B07MNRTGR1,None,25/12/2018 00:00,32590,229.99,4.4,Gray,305,305,75,2998,75361600,929
2019-07B07NJJ7TVP,2019-07,B07NJJ7TVP,B07NJS1XCJ,19/03/2019 00:00,22494,169.99,4.15,White,398.78,350.52,200.66,2998,73275670,1268
2019-05B07MNRTGR1,2019-05,B07MNRTGR1,None,25/12/2018 00:00,22444,239.99,4.566666667,Gray,305,305,75,2998,73383490,1271
2019-09B07MNRTGR1,2019-09,B07MNRTGR1,None,25/12/2018 00:00,19983,239.99,4.4,Gray,305,305,75,2998,73754870,1411
2019-04B07MNRTGR1,2019-04,B07MNRTGR1,None,25/12/2018 00:00,19715,239.99,4.75,Gray,305,305,75,2998,73389480,1426
2019-11B07RTB4KZG,2019-11,B07RTB4KZG,B07RTB4KZG,09/05/2019 00:00,19634,149.99,3.8,Black,329,329,80,2998,74174170,1431
2019-07B07NJS1XCJ,2019-07,B07NJS1XCJ,B07NJS1XCJ,19/03/2019 00:00,18705,169.99,4.275,Gray,401.32,345.44,210.82,2998,73275670,1484
2020-03B07MNRTGR1,2020-03,B07MNRTGR1,None,25/12/2018 00:00,16152,189.99,4.25,Gray,305,305,75,2998,75975680,1669
2019-08B07PFDK5NG,2019-08,B07PFDK5NG,B07QYQFYZF,05/03/2019 00:00,15672,169.99,4.466666667,Black,329,329,80,2998,73521260,1711
2019-08B07QYQFYZF,2019-08,B07QYQFYZF,B07QYQFYZF,23/04/2019 00:00,15672,169.99,4.45,Gray,329,329,80,2998,73521260,1711
2019-10B07MNRTGR1,2019-10,B07MNRTGR1,None,25/12/2018 00:00,14056,239.99,4.6,Gray,305,305,75,2998,74168180,1867
2019-07B07PFDK5NG,2019-07,B07PFDK5NG,B07QYQFYZF,05/03/2019 00:00,12465,189.99,4.45,Black,329,329,80,2998,73275670,2058
2019-07B07QYQFYZF,2019-07,B07QYQFYZF,B07QYQFYZF,23/04/2019 00:00,12465,189.99,4.5,Gray,329,329,80,2998,73275670,2058
2019-11B07RMTHT8F,2019-11,B07RMTHT8F,B07RTB4KZG,08/05/2019 00:00,11877,169.99,3.8,Silver,329,329,80,2998,74174170,2147
2019-09B07RMTHT8F,2019-09,B07RMTHT8F,B07RTB4KZG,08/05/2019 00:00,10735,139.99,3.95,Silver,329,329,80,2998,73754870,2321
2019-09B07RTB4KZG,2019-09,B07RTB4KZG,B07RTB4KZG,09/05/2019 00:00,8032,139.99,3.95,Black,329,329,80,2998,73754870,2810
2019-10B07RTB4KZG,2019-10,B07RTB4KZG,B07RTB4KZG,09/05/2019 00:00,6764,199.99,3.9,Black,329,329,80,2998,74168180,2933
2019-12B07PFDK5NG,2019-12,B07PFDK5NG,B07QYQFYZF,05/03/2019 00:00,6105,99.99,3.74,Black,329,329,80,2998,74401790,3137
2019-09B07PFDK5NG,2019-09,B07PFDK5NG,B07QYQFYZF,05/03/2019 00:00,5583,129.99,4.54,Black,329,329,80,2998,73754870,3436
2019-09B07QYQFYZF,2019-09,B07QYQFYZF,B07QYQFYZF,23/04/2019 00:00,5583,199.99,4.65,Gray,329,329,80,2998,73754870,3436
2019-11B07QYQFYZF,2019-11,B07QYQFYZF,B07QYQFYZF,23/04/2019 00:00,5350,149.99,4,Gray,329,329,80,2998,74174170,3570
2019-11B07PFDK5NG,2019-11,B07PFDK5NG,B07QYQFYZF,05/03/2019 00:00,3865,149.99,4.275,Black,329,329,80,2998,74174170,4421
2019-10B07PFDK5NG,2019-10,B07PFDK5NG,B07QYQFYZF,05/03/2019 00:00,2540,152.99,4.1,Black,329,329,80,2998,74168180,5870
2019-10B07QYQFYZF,2019-10,B07QYQFYZF,B07QYQFYZF,23/04/2019 00:00,2540,152.99,4.4,Gray,329,329,80,2998,74168180,5870
2017-04B01G6XTDA2,2017-04,B01G6XTDA2,None,04/05/2016 00:00,2256134,80,1.5,Black With White,344,344,91,3000,70751340,1
2019-09B07NZV15ZR,2019-09,B07NZV15ZR,None,03/03/2019 00:00,163910,198.99,3.6,Gray,330,330,75,3000,73754870,1
2019-10B07NZV15ZR,2019-10,B07NZV15ZR,None,03/03/2019 00:00,411485,209,3.7,Gray,330,330,75,3000,74168180,1
2019-11B07NZV15ZR,2019-11,B07NZV15ZR,None,03/03/2019 00:00,284173,189,4.2,Gray,330,330,75,3000,74174170,1
2019-12B07NZV15ZR,2019-12,B07NZV15ZR,None,03/03/2019 00:00,299678,199,3.85,Gray,330,330,75,3000,74401790,1
2019-12B07VBNZL2S,2019-12,B07VBNZL2S,None,03/09/2019 00:00,199908,179.8,4.566666667,Black,330,330,75,3000,74401790,1
2020-01B07NZV15ZR,2020-01,B07NZV15ZR,None,03/03/2019 00:00,228936,199,3.86,Gray,330,330,75,3000,75550080,1
2020-02B07VBNZL2S,2020-02,B07VBNZL2S,None,03/09/2019 00:00,579062,176.99,3.55,Black,330,330,75,3000,75361600,1
2019-06B07NZV15ZR,2019-06,B07NZV15ZR,None,03/03/2019 00:00,125838,203.99,3.766666667,Gray,330,330,75,3000,73281660,12
2020-01B07VBNZL2S,2020-01,B07VBNZL2S,None,03/09/2019 00:00,125700,186.99,3.6,Black,330,330,75,3000,75550080,13
2019-08B07NZV15ZR,2019-08,B07NZV15ZR,None,03/03/2019 00:00,111711,209,3.666666667,Gray,330,330,75,3000,73521260,125
2019-09B07VBNZL2S,2019-09,B07VBNZL2S,None,03/09/2019 00:00,103100,165.9,5,Black,330,330,75,3000,73754870,194
2019-11B07VBNZL2S,2019-11,B07VBNZL2S,None,03/09/2019 00:00,89816,175.95,4.4,Black,330,330,75,3000,74174170,300
2019-03B07BYYTQLR,2019-03,B07BYYTQLR,"B07BYYTQLR,B07JVQZM3X",06/04/2018 00:00,48438,127.99,3.733333333,Otis Robot Vacuum,337,337,95,3000,73269680,632
2018-11B07BYYTQLR,2018-11,B07BYYTQLR,"B07BYYTQLR,B07JVQZM3X",06/04/2018 00:00,31849,159.99,4.15,Otis Robot Vacuum,337,337,95,3000,73482000,943
2019-07B07NZV15ZR,2019-07,B07NZV15ZR,None,03/03/2019 00:00,4129,209,3.95,Gray,330,330,75,3000,73275670,4270
2018-12B07BYYTQLR,2018-12,B07BYYTQLR,"B07BYYTQLR,B07JVQZM3X",06/04/2018 00:00,71,119.99,3.944444444,Otis Robot Vacuum,337,337,95,3000,73536000,32348
2019-06B07L75HXKB,2019-06,B07L75HXKB,"B08CZPLHMG,B07L75HXKB",17/12/2018 00:00,137875,293.38,3.85,Black With Disco Teal Accents,324,324,89,3003,73281660,1
2019-08B07L75HXKB,2019-08,B07L75HXKB,"B08CZPLHMG,B07L75HXKB",17/12/2018 00:00,93758,275,4.1,Black With Disco Teal Accents,324,324,89,3003,73521260,269
2019-09B07L75HXKB,2019-09,B07L75HXKB,"B08CZPLHMG,B07L75HXKB",17/12/2018 00:00,57460,219.99,4.166666667,Black With Disco Teal Accents,324,324,89,3003,73754870,560
2020-02B07L75HXKB,2020-02,B07L75HXKB,"B08CZPLHMG,B07L75HXKB",17/12/2018 00:00,46883,199,4.15,Black With Disco Teal Accents,324,324,89,3003,75361600,650
2020-03B07L75HXKB,2020-03,B07L75HXKB,"B08CZPLHMG,B07L75HXKB",17/12/2018 00:00,40187,195,4.133333333,Black With Disco Teal Accents,324,324,89,3003,75975680,781
2020-01B07L75HXKB,2020-01,B07L75HXKB,"B08CZPLHMG,B07L75HXKB",17/12/2018 00:00,32250,199,4.2,Black With Disco Teal Accents,324,324,89,3003,75550080,936
2019-10B07L75HXKB,2019-10,B07L75HXKB,"B08CZPLHMG,B07L75HXKB",17/12/2018 00:00,23042,218.99,4.15,Black With Disco Teal Accents,324,324,89,3003,74168180,1242
2019-07B07L75HXKB,2019-07,B07L75HXKB,"B08CZPLHMG,B07L75HXKB",17/12/2018 00:00,13108,218.48,4,Black With Disco Teal Accents,324,324,89,3003,73275670,1978
2019-12B07L75HXKB,2019-12,B07L75HXKB,"B08CZPLHMG,B07L75HXKB",17/12/2018 00:00,7009,179,3.94,Black With Disco Teal Accents,324,324,89,3003,74401790,2909
2019-05B07L75HXKB,2019-05,B07L75HXKB,"B08CZPLHMG,B07L75HXKB",17/12/2018 00:00,718,293.38,4.4,Black With Disco Teal Accents,324,324,89,3003,73383490,11814
2019-04B07L75HXKB,2019-04,B07L75HXKB,"B08CZPLHMG,B07L75HXKB",17/12/2018 00:00,607,249.99,4.133333333,Black With Disco Teal Accents,324,324,89,3003,73389480,13074
2019-11B07L75HXKB,2019-11,B07L75HXKB,"B08CZPLHMG,B07L75HXKB",17/12/2018 00:00,58,169.99,3.946153846,Black With Disco Teal Accents,324,324,89,3003,74174170,34391
2019-10B01LYCLS24,2019-10,B01LYCLS24,None,30/09/2016 00:00,69410,389.35,4,Black,330,326,78,3021,74168180,464
2019-12B01LYCLS24,2019-12,B01LYCLS24,None,30/09/2016 00:00,21857,209.99,4.5,Black,330,326,78,3021,74401790,1305
2019-11B01LYCLS24,2019-11,B01LYCLS24,None,30/09/2016 00:00,12169,199.99,4.14,Black,330,326,78,3021,74174170,2103
2018-10B01LYCLS24,2018-10,B01LYCLS24,None,30/09/2016 00:00,11554,260.5,4.307692308,Black,330,326,78,3021,73428000,2196
2019-03B01LYCLS24,2019-03,B01LYCLS24,None,30/09/2016 00:00,8170,179.99,4.133333333,Black,330,326,78,3021,73269680,2797
2018-03B01LYCLS24,2018-03,B01LYCLS24,None,30/09/2016 00:00,5590,249.99,4.266666667,Black,330,326,78,3021,71922000,3432
2017-01B01LYCLS24,2017-01,B01LYCLS24,None,30/09/2016 00:00,5169,219.99,4.65,Black,330,326,78,3021,70567200,3674
2018-01B01LYCLS24,2018-01,B01LYCLS24,None,30/09/2016 00:00,4973,191.49,4.242857143,Black,330,326,78,3021,72162000,3786
2017-12B01LYCLS24,2017-12,B01LYCLS24,None,30/09/2016 00:00,2696,259.99,4.35,Black,330,326,78,3021,71434440,5618
2017-02B01LYCLS24,2017-02,B01LYCLS24,None,30/09/2016 00:00,1301,219.99,4.65,Black,330,326,78,3021,70709760,8696
2016-12B01LYCLS24,2016-12,B01LYCLS24,None,30/09/2016 00:00,299,175.99,4.46,Black,330,326,78,3021,68955360,18259
2017-11B01LYCLS24,2017-11,B01LYCLS24,None,30/09/2016 00:00,239,197.99,4.34,Black,330,326,78,3021,71404740,19944
2016-11B01LYCLS24,2016-11,B01LYCLS24,None,30/09/2016 00:00,90,219.99,4.55,Black,330,326,78,3021,69054300,29362
2017-04B01LYCLS24,2017-04,B01LYCLS24,None,30/09/2016 00:00,50,90.5,4.55,Black,330,326,78,3021,70751340,35648
2017-08B01LYCLS24,2017-08,B01LYCLS24,None,30/09/2016 00:00,37,10.54,4.45,Black,330,326,78,3021,70757280,42855
2017-03B01LYCLS24,2017-03,B01LYCLS24,None,30/09/2016 00:00,4,99.99,4.633333333,Black,330,326,78,3021,70424640,70951
2017-05B01LYCLS24,2017-05,B01LYCLS24,None,30/09/2016 00:00,2,149.59,4.5,Black,330,326,78,3021,70804800,75328
2020-01B08356CQRQ,2020-01,B08356CQRQ,None,26/12/2019 00:00,132580,199.99,5,Black,330,326,79,3050,75550080,1
2020-03B08356CQRQ,2020-03,B08356CQRQ,None,26/12/2019 00:00,72463,179.99,4.6,Black,330,326,79,3050,75975680,439
2019-08B07QNMW83G,2019-08,B07QNMW83G,None,16/04/2019 00:00,134098,263.7,3,Black,340,340,90,3071,73521260,1
2019-10B07QNMW83G,2019-10,B07QNMW83G,None,16/04/2019 00:00,132879,224.15,2.5,Black,340,340,90,3071,74168180,1
2019-12B07QNMW83G,2019-12,B07QNMW83G,None,16/04/2019 00:00,22088,170.99,3.475,Black,340,340,90,3071,74401790,1291
2020-02B07QNMW83G,2020-02,B07QNMW83G,None,16/04/2019 00:00,17809,196.16,4.145,Black,340,340,90,3071,75361600,1546
2020-01B07QNMW83G,2020-01,B07QNMW83G,None,16/04/2019 00:00,16645,189.05,3.75,Black,340,340,90,3071,75550080,1627
2020-03B07QNMW83G,2020-03,B07QNMW83G,None,16/04/2019 00:00,15137,199.01,4.2,Black,340,340,90,3071,75975680,1757
2019-08B07DL4QY5V,2019-08,B07DL4QY5V,None,14/08/2018 00:00,478,272.9,4.15,Black,340,340,90,3071,73521260,14538
2019-06B07DL4QY5V,2019-06,B07DL4QY5V,None,14/08/2018 00:00,408,229,4.6,Black,340,340,90,3071,73281660,15332
2018-08B07DL4QY5V,2018-08,B07DL4QY5V,None,14/08/2018 00:00,334,299,4.622222222,Black,340,340,90,3071,72786000,17276
2019-10B07DL4QY5V,2019-10,B07DL4QY5V,None,14/08/2018 00:00,303,250.99,4.146666667,Black,340,340,90,3071,74168180,18147
2019-03B07DL4QY5V,2019-03,B07DL4QY5V,None,14/08/2018 00:00,192,240.41,4.65,Black,340,340,90,3071,73269680,21579
2019-04B07DL4QY5V,2019-04,B07DL4QY5V,None,14/08/2018 00:00,187,224.99,4.388235294,Black,340,340,90,3071,73389480,21917
2018-09B07DL4QY5V,2018-09,B07DL4QY5V,None,14/08/2018 00:00,169,249.99,3.964285714,Black,340,340,90,3071,73164000,23132
2019-05B07DL4QY5V,2019-05,B07DL4QY5V,None,14/08/2018 00:00,71,244,4.313636364,Black,340,340,90,3071,73383490,32348
2018-10B07DL4QY5V,2018-10,B07DL4QY5V,None,14/08/2018 00:00,68,258.51,4.13,Black,340,340,90,3071,73428000,32819
2019-01B07DL4QY5V,2019-01,B07DL4QY5V,None,14/08/2018 00:00,55,174,4.35,Black,340,340,90,3071,73335570,34862
2018-12B07DL4QY5V,2018-12,B07DL4QY5V,None,14/08/2018 00:00,11,229.54,4.32173913,Black,340,340,90,3071,73536000,57268
2018-11B07DL4QY5V,2018-11,B07DL4QY5V,None,14/08/2018 00:00,5,199,4.314492754,Black,340,340,90,3071,73482000,68763
2019-12B07DL4QY5V,2019-12,B07DL4QY5V,None,14/08/2018 00:00,4,179.99,4.282716049,Black,340,340,90,3071,74401790,70951
2020-01B07DL4QY5V,2020-01,B07DL4QY5V,None,14/08/2018 00:00,4,195.99,4.266666667,Black,340,340,90,3071,75550080,70951
2019-11B07DL4QY5V,2019-11,B07DL4QY5V,None,14/08/2018 00:00,2,199.98,4.261756374,Black,340,340,90,3071,74174170,75328
2019-03B07MVTZNHH,2019-03,B07MVTZNHH,None,11/08/2019 00:00,532684,499.99,5,None,348,348,97,3084,73269680,1
2019-12B07MVTZNHH,2019-12,B07MVTZNHH,None,11/08/2019 00:00,202549,249.99,3.9375,None,348,348,97,3084,74401790,1
2020-01B07MVTZNHH,2020-01,B07MVTZNHH,None,11/08/2019 00:00,168963,176.59,3.53,None,348,348,97,3084,75550080,1
2019-12B0817ZNZ18,2019-12,B0817ZNZ18,None,09/11/2019 00:00,125966,479.99,5,Black,350,350,97,3084,74401790,11
2019-09B07VGJMB9B,2019-09,B07VGJMB9B,"B07VFTHXJM,B07VGJMB9B",17/07/2019 00:00,101755,269.99,4.766666667,X500 Pro,328,328,74,3084,73754870,205
2020-02B07MVTZNHH,2020-02,B07MVTZNHH,None,11/08/2019 00:00,89098,226.59,3.6,None,348,348,97,3084,75361600,306
2019-11B07MVTZNHH,2019-11,B07MVTZNHH,None,11/08/2019 00:00,60068,249.99,3.75,None,348,348,97,3084,74174170,539
2020-01B0817ZNZ18,2020-01,B0817ZNZ18,None,09/11/2019 00:00,53836,479.99,4.771428571,Black,350,350,97,3084,75550080,589
2019-10B07MVTZNHH,2019-10,B07MVTZNHH,None,11/08/2019 00:00,45720,299.99,3.9,None,348,348,97,3084,74168180,673
2019-08B07MVTZNHH,2019-08,B07MVTZNHH,None,11/08/2019 00:00,44952,389.99,3.94,None,348,348,97,3084,73521260,688
2019-09B07MVTZNHH,2019-09,B07MVTZNHH,None,11/08/2019 00:00,33525,399.99,4.15,None,348,348,97,3084,73754870,911
2019-07B07MVTZNHH,2019-07,B07MVTZNHH,None,11/08/2019 00:00,9439,459.99,4.2,None,348,348,97,3084,73275670,2573
2019-10B07VGJMB9B,2019-10,B07VGJMB9B,"B07VFTHXJM,B07VGJMB9B",17/07/2019 00:00,1921,259.99,4.7,X500 Pro,328,328,74,3084,74168180,6872
2020-03B07VGJMB9B,2020-03,B07VGJMB9B,"B07VFTHXJM,B07VGJMB9B",17/07/2019 00:00,1186,199.99,4.266666667,X500 Pro,328,328,74,3084,75975680,9198
2020-01B07VGJMB9B,2020-01,B07VGJMB9B,"B07VFTHXJM,B07VGJMB9B",17/07/2019 00:00,952,199.99,4.175757576,X500 Pro,328,328,74,3084,75550080,10220
2019-11B07VGJMB9B,2019-11,B07VGJMB9B,"B07VFTHXJM,B07VGJMB9B",17/07/2019 00:00,927,199.99,4.366666667,X500 Pro,328,328,74,3084,74174170,10329
2017-02B01J2WUUVK,2017-02,B01J2WUUVK,None,03/09/2016 00:00,128033,299,4.6,Black,330,330,80,3175,70709760,1
2017-11B01J2WUUVK,2017-11,B01J2WUUVK,None,03/09/2016 00:00,132936,299,4.2,Black,330,330,80,3175,71404740,1
2019-04B07PTP8GJ5,2019-04,B07PTP8GJ5,"B07PTP8GJ5,B08MB3WHD8",26/03/2019 00:00,65493,359.99,5,None,348,351,91,3175,73389480,495
2020-02B07YBWNQBC,2020-02,B07YBWNQBC,B07YBWNQBC,25/09/2019 00:00,55861,189.99,4.3,Black,353,91,351,3175,75361600,572
2018-05B0792BWMV4,2018-05,B0792BWMV4,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,51022,521.48,5,White,351,348,97,3175,72792000,611
2017-05B01J2WUUVK,2017-05,B01J2WUUVK,None,03/09/2016 00:00,38225,229,4.55,Black,330,330,80,3175,70804800,819
2017-07B01J2WUUVK,2017-07,B01J2WUUVK,None,03/09/2016 00:00,26795,229,4.5,Black,330,330,80,3175,70383060,1109
2020-01B07YBWNQBC,2020-01,B07YBWNQBC,B07YBWNQBC,25/09/2019 00:00,25409,189.99,4.1,Black,353,91,351,3175,75550080,1158
2020-03B07YBWNQBC,2020-03,B07YBWNQBC,B07YBWNQBC,25/09/2019 00:00,25130,149.99,4.25,Black,353,91,351,3175,75975680,1168
2019-11B07YBWNQBC,2019-11,B07YBWNQBC,B07YBWNQBC,25/09/2019 00:00,23095,159.99,4.1,Black,353,91,351,3175,74174170,1241
2019-05B0792BWMV4,2019-05,B0792BWMV4,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,6585,569.98,4.45,White,351,348,97,3175,73383490,2950
2019-01B0792BWMV4,2019-01,B0792BWMV4,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,5690,546.99,4.45,White,351,348,97,3175,73335570,3375
2019-05B07PTP8GJ5,2019-05,B07PTP8GJ5,"B07PTP8GJ5,B08MB3WHD8",26/03/2019 00:00,4757,349.99,4.2,None,348,351,91,3175,73383490,3910
2019-03B0792BWMV4,2019-03,B0792BWMV4,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,2764,569.98,4.45,White,351,348,97,3175,73269680,5508
2020-03B07PTP8GJ5,2020-03,B07PTP8GJ5,"B07PTP8GJ5,B08MB3WHD8",26/03/2019 00:00,1736,249.99,4.333333333,None,348,351,91,3175,75975680,7171
2019-08B0792BWMV4,2019-08,B0792BWMV4,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,1518,519.99,4.45,White,351,348,97,3175,73521260,7749
2018-06B0792BWMV4,2018-06,B0792BWMV4,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,699,520.48,4.070588235,White,351,348,97,3175,72792000,12029
2018-07B0792BWMV4,2018-07,B0792BWMV4,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,370,549,4.185714286,White,351,348,97,3175,72492000,16265
2018-09B07GPH2K9P,2018-09,B07GPH2K9P,None,15/08/2018 00:00,346,599.99,4.4,Black,351,348,97,3175,73164000,16939
2018-12B0792BWMV4,2018-12,B0792BWMV4,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,333,546.99,4.45,White,351,348,97,3175,73536000,17304
2018-12B07GPH2K9P,2018-12,B07GPH2K9P,None,15/08/2018 00:00,333,419.99,4.45,Black,351,348,97,3175,73536000,17304
2019-12B07PTP8GJ5,2019-12,B07PTP8GJ5,"B07PTP8GJ5,B08MB3WHD8",26/03/2019 00:00,309,184,4.4,None,348,351,91,3175,74401790,17978
2018-09B0792BWMV4,2018-09,B0792BWMV4,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,307,539.99,4.466666667,White,351,348,97,3175,73164000,18034
2019-12B07GPH2K9P,2019-12,B07GPH2K9P,None,15/08/2018 00:00,242,359.99,4.55,Black,351,348,97,3175,74401790,19860
2018-08B0792BWMV4,2018-08,B0792BWMV4,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,232,462.99,4.3625,White,351,348,97,3175,72786000,20140
2019-12B0792BWMV4,2019-12,B0792BWMV4,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,191,399.99,4.456578947,White,351,348,97,3175,74401790,21647
2019-07B07GPH2K9P,2019-07,B07GPH2K9P,None,15/08/2018 00:00,160,398.99,4.35,Black,351,348,97,3175,73275670,23740
2018-10B0792BWMV4,2018-10,B0792BWMV4,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,133,463.99,4.52,White,351,348,97,3175,73428000,25563
2018-10B07GPH2K9P,2018-10,B07GPH2K9P,None,15/08/2018 00:00,133,589,4.655555556,Black,351,348,97,3175,73428000,25563
2019-02B07GPH2K9P,2019-02,B07GPH2K9P,None,15/08/2018 00:00,37,499.98,4.566666667,Black,351,348,97,3175,73191810,42855
2019-02B0792BWMV4,2019-02,B0792BWMV4,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,18,409.99,4.448,White,351,348,97,3175,73191810,53387
2019-11B0792BWMV4,2019-11,B0792BWMV4,"B08Z88VWKC,B091Y9745N,B0792BWMV4",16/01/2018 00:00,8,359.99,4.75,White,351,348,97,3175,74174170,62198
2018-02B077HW9XM7,2018-02,B077HW9XM7,None,31/05/2019 00:00,9010,249.98,5,Dark Brown,310,310,57,3200,71880000,2661
2019-08B077HW9XM7,2019-08,B077HW9XM7,None,31/05/2019 00:00,2208,110,4.45,Dark Brown,310,310,57,3200,73521260,6407
2020-01B077HW9XM7,2020-01,B077HW9XM7,None,31/05/2019 00:00,2190,179.99,3.9,Dark Brown,310,310,57,3200,75550080,6436
2019-02B077HW9XM7,2019-02,B077HW9XM7,None,31/05/2019 00:00,355,179.99,4.095238095,Dark Brown,310,310,57,3200,73191810,16687
2019-12B077HW9XM7,2019-12,B077HW9XM7,None,31/05/2019 00:00,97,139.99,3.869318182,Dark Brown,310,310,57,3200,74401790,28262
2019-11B077HW9XM7,2019-11,B077HW9XM7,None,31/05/2019 00:00,61,144.99,3.9016,Dark Brown,310,310,57,3200,74174170,33919
2018-03B077HW9XM7,2018-03,B077HW9XM7,None,31/05/2019 00:00,56,239,4.523809524,Dark Brown,310,310,57,3200,71922000,34705
2018-12B077HW9XM7,2018-12,B077HW9XM7,None,31/05/2019 00:00,23,136.51,4.147826087,Dark Brown,310,310,57,3200,73536000,50615
2018-06B077HW9XM7,2018-06,B077HW9XM7,None,31/05/2019 00:00,13,119.99,4.25,Dark Brown,310,310,57,3200,72792000,56159
2018-05B077HW9XM7,2018-05,B077HW9XM7,None,31/05/2019 00:00,10,235,4.25,Dark Brown,310,310,57,3200,72792000,57822
2018-10B077HW9XM7,2018-10,B077HW9XM7,None,31/05/2019 00:00,5,184,4.6,Dark Brown,310,310,57,3200,73428000,68763
