com,market_ids,asin,variation,listed_date,salesRANK,prices,ave_rating,color,itemLength,itemWidth,itemHeight,itemWeight,Fra_income,sales
2019-10B077HW9XM7,2019-10,B077HW9XM7,None,31/05/2019 00:00,3,139.99,4.05,Dark Brown,310,310,57,3200,74168180,73139
2018-04B077HW9XM7,2018-04,B077HW9XM7,None,31/05/2019 00:00,1,179.98,4.41,Dark Brown,310,310,57,3200,72648000,77516
2018-09B077HW9XM7,2018-09,B077HW9XM7,None,31/05/2019 00:00,1,183.99,4.262711864,Dark Brown,310,310,57,3200,73164000,77516
2019-05B077HW9XM7,2019-05,B077HW9XM7,None,31/05/2019 00:00,1,149.99,4.330769231,Dark Brown,310,310,57,3200,73383490,77516
2019-06B07QNM7YDM,2019-06,B07QNM7YDM,"B07QNM7YDM,B095WVDKKJ,B07ZHNK7P2,B07ZHMR977,B07ZHMPS1K",26/11/2017 00:00,19203,338.35,4.6,Black,342,340,93,3279,73281660,1455
2019-07B07QNM7YDM,2019-07,B07QNM7YDM,"B07QNM7YDM,B095WVDKKJ,B07ZHNK7P2,B07ZHMR977,B07ZHMPS1K",26/11/2017 00:00,13749,349.99,4.341666667,Black,342,340,93,3279,73275670,1903
2019-08B07QNM7YDM,2019-08,B07QNM7YDM,"B07QNM7YDM,B095WVDKKJ,B07ZHNK7P2,B07ZHMR977,B07ZHMPS1K",26/11/2017 00:00,9369,369.5,3.95,Black,342,340,93,3279,73521260,2588
2019-09B07QNM7YDM,2019-09,B07QNM7YDM,"B07QNM7YDM,B095WVDKKJ,B07ZHNK7P2,B07ZHMR977,B07ZHMPS1K",26/11/2017 00:00,5850,329.99,3.783333333,Black,342,340,93,3279,73754870,3283
2020-02B07QNM7YDM,2020-02,B07QNM7YDM,"B07QNM7YDM,B095WVDKKJ,B07ZHNK7P2,B07ZHMR977,B07ZHMPS1K",26/11/2017 00:00,3320,275,4.35,Black,342,340,93,3279,75361600,4733
2019-10B07QNM7YDM,2019-10,B07QNM7YDM,"B07QNM7YDM,B095WVDKKJ,B07ZHNK7P2,B07ZHMR977,B07ZHMPS1K",26/11/2017 00:00,2863,325,3.95,Black,342,340,93,3279,74168180,5347
2020-03B07QNM7YDM,2020-03,B07QNM7YDM,"B07QNM7YDM,B095WVDKKJ,B07ZHNK7P2,B07ZHMR977,B07ZHMPS1K",26/11/2017 00:00,2072,275.99,4.35,Black,342,340,93,3279,75975680,6627
2020-01B07QNM7YDM,2020-01,B07QNM7YDM,"B07QNM7YDM,B095WVDKKJ,B07ZHNK7P2,B07ZHMR977,B07ZHMPS1K",26/11/2017 00:00,1852,261.99,4.25,Black,342,340,93,3279,75550080,6983
2019-12B07QNM7YDM,2019-12,B07QNM7YDM,"B07QNM7YDM,B095WVDKKJ,B07ZHNK7P2,B07ZHMR977,B07ZHMPS1K",26/11/2017 00:00,58,268.4,3.776470588,Black,342,340,93,3279,74401790,34391
2019-11B07QNM7YDM,2019-11,B07QNM7YDM,"B07QNM7YDM,B095WVDKKJ,B07ZHNK7P2,B07ZHMR977,B07ZHMPS1K",26/11/2017 00:00,39,279,3.880769231,Black,342,340,93,3279,74174170,41746
2019-01B07GNPDMRP,2019-01,B07GNPDMRP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,37649,949,3.716666667,Black,339,339,92,3375,73335570,830
2018-11B07GNPDMRP,2018-11,B07GNPDMRP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,6842,948.98,3.775,Black,339,339,92,3375,73482000,2925
2019-07B07GNPDMRP,2019-07,B07GNPDMRP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,5881,939,4.066666667,Black,339,339,92,3375,73275670,3265
2019-06B07GNPDMRP,2019-06,B07GNPDMRP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,5284,939,3.983333333,Black,339,339,92,3375,73281660,3608
2019-10B07GNPDMRP,2019-10,B07GNPDMRP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,4773,947,4.05,Black,339,339,92,3375,74168180,3900
2019-03B07GNPDMRP,2019-03,B07GNPDMRP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,3951,999,4.218181818,Black,339,339,92,3375,73269680,4372
2019-02B07GNPDMRP,2019-02,B07GNPDMRP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,3778,999,4.271428571,Black,339,339,92,3375,73191810,4471
2020-01B07GNPDMRP,2020-01,B07GNPDMRP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,2710,770,4.316666667,Black,339,339,92,3375,75550080,5595
2019-04B07GNPDMRP,2019-04,B07GNPDMRP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,1875,929.95,3.868181818,Black,339,339,92,3375,73389480,6946
2019-09B07GNPDMRP,2019-09,B07GNPDMRP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,1727,769.99,4.05,Black,339,339,92,3375,73754870,7185
2019-05B07GNPDMRP,2019-05,B07GNPDMRP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,1553,899.99,3.75,Black,339,339,92,3375,73383490,7596
2019-11B07GNPDMRP,2019-11,B07GNPDMRP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,1066,799,4.15,Black,339,339,92,3375,74174170,9722
2019-12B07GNPDMRP,2019-12,B07GNPDMRP,"B07GNPDMRP,B07TJTJRWG,B0B58Q3YQ6,B07Z27H651",24/10/2018 00:00,33,671.95,4.072222222,Black,339,339,92,3375,74401790,45072
2019-03B07GNRGDKP,2019-03,B07GNRGDKP,None,29/10/2018 00:00,18512,750,3.514285714,Black,339,337,92,3380,73269680,1497
2019-02B07GNRGDKP,2019-02,B07GNRGDKP,None,29/10/2018 00:00,9540,699,3.517777778,Black,339,337,92,3380,73191810,2553
2020-01B07GNRGDKP,2020-01,B07GNRGDKP,None,29/10/2018 00:00,8294,580,4.2,Black,339,337,92,3380,75550080,2785
2019-04B07GNRGDKP,2019-04,B07GNRGDKP,None,29/10/2018 00:00,7587,690,3.64,Black,339,337,92,3380,73389480,2853
2020-02B07GNRGDKP,2020-02,B07GNRGDKP,None,29/10/2018 00:00,6392,499,4.357142857,Black,339,337,92,3380,75361600,2973
2019-06B07GNRGDKP,2019-06,B07GNRGDKP,None,29/10/2018 00:00,5284,685,3.9,Black,339,337,92,3380,73281660,3608
2019-11B07GNRGDKP,2019-11,B07GNRGDKP,None,29/10/2018 00:00,5045,598,4.053846154,Black,339,337,92,3380,74174170,3745
2019-05B07GNRGDKP,2019-05,B07GNRGDKP,None,29/10/2018 00:00,4482,649,3.8,Black,339,337,92,3380,73383490,4067
2019-07B07GNRGDKP,2019-07,B07GNRGDKP,None,29/10/2018 00:00,3931,685,4.06,Black,339,337,92,3380,73275670,4383
2019-01B07GNRGDKP,2019-01,B07GNRGDKP,None,29/10/2018 00:00,3758,650,2.857142857,Black,339,337,92,3380,73335570,4482
2019-08B07GNRGDKP,2019-08,B07GNRGDKP,None,29/10/2018 00:00,2509,674.99,4,Black,339,337,92,3380,73521260,5920
2018-12B07GNRGDKP,2018-12,B07GNRGDKP,None,29/10/2018 00:00,2273,677,2.85,Black,339,337,92,3380,73536000,6302
2019-10B07GNRGDKP,2019-10,B07GNRGDKP,None,29/10/2018 00:00,1351,650,4.05,Black,339,337,92,3380,74168180,8478
2018-11B07GNRGDKP,2018-11,B07GNRGDKP,None,29/10/2018 00:00,961,688.99,2.966666667,Black,339,337,92,3380,73482000,10180
2019-09B07GNRGDKP,2019-09,B07GNRGDKP,None,29/10/2018 00:00,193,538.99,4,Black,339,337,92,3380,73754870,21512
2019-12B07GNRGDKP,2019-12,B07GNRGDKP,None,29/10/2018 00:00,192,499,4.09,Black,339,337,92,3380,74401790,21579
2019-01B07JNG4KWR,2019-01,B07JNG4KWR,None,23/10/2018 00:00,161509,119.99,4.2,White,530.86,347.98,121.92,3392.86816,73335570,1
2019-07B07JNG4KWR,2019-07,B07JNG4KWR,None,23/10/2018 00:00,47912,119.99,3.266666667,White,530.86,347.98,121.92,3392.86816,73275670,636
2019-05B07JNG4KWR,2019-05,B07JNG4KWR,None,23/10/2018 00:00,5587,119.99,3.5,White,530.86,347.98,121.92,3392.86816,73383490,3434
2019-09B07W5XB6B6,2019-09,B07W5XB6B6,"B07W5XB6B6,B07KSFM8S5",10/09/2019 00:00,21460,299.99,5,Black,332,332,79,3397,73754870,1327
2019-10B07W5XB6B6,2019-10,B07W5XB6B6,"B07W5XB6B6,B07KSFM8S5",10/09/2019 00:00,15953,399.99,4.666666667,Black,332,332,79,3397,74168180,1686
2020-01B07W5XB6B6,2020-01,B07W5XB6B6,"B07W5XB6B6,B07KSFM8S5",10/09/2019 00:00,12887,292.9,4.1,Black,332,332,79,3397,75550080,2004
2019-12B07W5XB6B6,2019-12,B07W5XB6B6,"B07W5XB6B6,B07KSFM8S5",10/09/2019 00:00,40,189.99,4.406557377,Black,332,332,79,3397,74401790,41192
2019-11B07W5XB6B6,2019-11,B07W5XB6B6,"B07W5XB6B6,B07KSFM8S5",10/09/2019 00:00,19,189.99,4.55,Black,332,332,79,3397,74174170,52833
2019-11B0775H5GCY,2019-11,B0775H5GCY,None,03/11/2017 00:00,129060,208.99,5,Black,432,457,127,3402,74174170,1
2020-02B0775H5GCY,2020-02,B0775H5GCY,None,03/11/2017 00:00,121540,190.62,4.6,Black,432,457,127,3402,75361600,46
2020-01B0775H5GCY,2020-01,B0775H5GCY,None,03/11/2017 00:00,108450,197.69,4.65,Black,432,457,127,3402,75550080,151
2019-12B0775H5GCY,2019-12,B0775H5GCY,None,03/11/2017 00:00,101704,203.34,4.5,Black,432,457,127,3402,74401790,205
2018-01B077GCH67N,2018-01,B077GCH67N,None,14/11/2017 00:00,100482,164.99,4.85,White / Black,300,303,75,3402,72162000,215
2020-03B0775H5GCY,2020-03,B0775H5GCY,None,03/11/2017 00:00,73633,179.31,4.5,Black,432,457,127,3402,75975680,430
2018-02B077GCH67N,2018-02,B077GCH67N,None,14/11/2017 00:00,56555,164.99,4.65,White / Black,300,303,75,3402,71880000,567
2018-07B077GCH67N,2018-07,B077GCH67N,None,14/11/2017 00:00,34405,164.99,4.533333333,White / Black,300,303,75,3402,72492000,894
2018-08B077GCH67N,2018-08,B077GCH67N,None,14/11/2017 00:00,33569,164.99,4.433333333,White / Black,300,303,75,3402,72786000,910
2017-11B077GCH67N,2017-11,B077GCH67N,None,14/11/2017 00:00,11790,139.99,5,White / Black,300,303,75,3402,71404740,2160
2018-11B077GCH67N,2018-11,B077GCH67N,None,14/11/2017 00:00,7089,112,4.46,White / Black,300,303,75,3402,73482000,2901
2018-10B077GCH67N,2018-10,B077GCH67N,None,14/11/2017 00:00,6988,112,4.45,White / Black,300,303,75,3402,73428000,2911
2017-12B077GCH67N,2017-12,B077GCH67N,None,14/11/2017 00:00,2152,164.99,4.875,White / Black,300,303,75,3402,71434440,6498
2017-05B06XXMS7W3,2017-05,B06XXMS7W3,None,21/04/2017 00:00,414131,179.99,5,Black,320,320,76,3493,70804800,1
2019-08B07FY4PRGZ,2019-08,B07FY4PRGZ,None,22/08/2018 00:00,162283,479.98,4.2,None,350,350,100,3493,73521260,1
2019-12B07YG4C1JL,2019-12,B07YG4C1JL,B07YG4C1JL,27/09/2019 00:00,338098,427.49,1.433333333,Black,348,351,97,3493,74401790,1
2020-01B07FY4PRGZ,2020-01,B07FY4PRGZ,None,22/08/2018 00:00,167183,407.98,4.2,None,350,350,100,3493,75550080,1
2020-02B07FY4PRGZ,2020-02,B07FY4PRGZ,None,22/08/2018 00:00,144907,407.98,4.1,None,350,350,100,3493,75361600,1
2019-05B07FY4PRGZ,2019-05,B07FY4PRGZ,None,22/08/2018 00:00,69557,479.99,4.3,None,350,350,100,3493,73383490,463
2019-04B07FY4PRGZ,2019-04,B07FY4PRGZ,None,22/08/2018 00:00,47223,419.99,4.15,None,350,350,100,3493,73389480,643
2020-03B07YG4C1JL,2020-03,B07YG4C1JL,B07YG4C1JL,27/09/2019 00:00,40476,427.49,3.6,Black,348,351,97,3493,75975680,775
2017-07B06XXMS7W3,2017-07,B06XXMS7W3,None,21/04/2017 00:00,39152,155.99,4.5,Black,320,320,76,3493,70383060,801
2019-07B07FY4PRGZ,2019-07,B07FY4PRGZ,None,22/08/2018 00:00,32289,479.99,4.25,None,350,350,100,3493,73275670,935
2018-11B07FY4PRGZ,2018-11,B07FY4PRGZ,None,22/08/2018 00:00,25269,398.98,4.744444444,None,350,350,100,3493,73482000,1163
2019-03B07FY4PRGZ,2019-03,B07FY4PRGZ,None,22/08/2018 00:00,24404,399.98,4.25,None,350,350,100,3493,73269680,1194
2019-06B07FY4PRGZ,2019-06,B07FY4PRGZ,None,22/08/2018 00:00,21390,362,4.25,None,350,350,100,3493,73281660,1331
2020-01B07ZVCPDB4,2020-01,B07ZVCPDB4,"B07ZNJ6Q9X,B07ZVCPDB4",01/12/2019 00:00,13532,599.99,4.6,White,356,356,102,3493,75550080,1928
2020-02B07ZVCPDB4,2020-02,B07ZVCPDB4,"B07ZNJ6Q9X,B07ZVCPDB4",01/12/2019 00:00,12194,599.99,4.577777778,White,356,356,102,3493,75361600,2099
2019-01B07FY4PRGZ,2019-01,B07FY4PRGZ,None,22/08/2018 00:00,11021,399.98,4.529411765,None,350,350,100,3493,73335570,2278
2018-12B07FY4PRGZ,2018-12,B07FY4PRGZ,None,22/08/2018 00:00,7358,399.98,4.733333333,None,350,350,100,3493,73536000,2875
2018-10B07FY4PRGZ,2018-10,B07FY4PRGZ,None,22/08/2018 00:00,3005,459,5,None,350,350,100,3493,73428000,5118
2019-05B07G94BYGQ,2019-05,B07G94BYGQ,B09QBSZ7VR,15/10/2018 00:00,374516,115.99,3.8,White,543.56,406.4,147.32,3538,73383490,1
2020-02B07G94BYGQ,2020-02,B07G94BYGQ,B09QBSZ7VR,15/10/2018 00:00,116859,149.99,4.05,White,543.56,406.4,147.32,3538,75361600,84
2019-07B07G94BYGQ,2019-07,B07G94BYGQ,B09QBSZ7VR,15/10/2018 00:00,105116,99.99,3.7,White,543.56,406.4,147.32,3538,73275670,178
2019-06B07G94BYGQ,2019-06,B07G94BYGQ,B09QBSZ7VR,15/10/2018 00:00,104300,115.99,3.7,White,543.56,406.4,147.32,3538,73281660,184
2019-04B07G94BYGQ,2019-04,B07G94BYGQ,B09QBSZ7VR,15/10/2018 00:00,68521,259.99,3.5,White,543.56,406.4,147.32,3538,73389480,471
2019-02B07G94BYGQ,2019-02,B07G94BYGQ,B09QBSZ7VR,15/10/2018 00:00,57220,99.99,5,White,543.56,406.4,147.32,3538,73191810,561
2020-01B07G94BYGQ,2020-01,B07G94BYGQ,B09QBSZ7VR,15/10/2018 00:00,56636,154.99,3.866666667,White,543.56,406.4,147.32,3538,75550080,566
2019-03B07G94BYGQ,2019-03,B07G94BYGQ,B09QBSZ7VR,15/10/2018 00:00,31959,99.99,4.1,White,543.56,406.4,147.32,3538,73269680,941
2019-10B07W4S99CM,2019-10,B07W4S99CM,"B07GDHPWCS,B07W4S99CM",28/08/2019 00:00,138649,479.99,4,Black,325,325,81,3597,74168180,1
2020-01B07W4S99CM,2020-01,B07W4S99CM,"B07GDHPWCS,B07W4S99CM",28/08/2019 00:00,108719,522.96,4.05,Black,325,325,81,3597,75550080,149
2019-09B07W4S99CM,2019-09,B07W4S99CM,"B07GDHPWCS,B07W4S99CM",28/08/2019 00:00,61183,549.99,4.15,Black,325,325,81,3597,73754870,530
2019-12B07W4S99CM,2019-12,B07W4S99CM,"B07GDHPWCS,B07W4S99CM",28/08/2019 00:00,59687,388.61,2.525,Black,325,325,81,3597,74401790,542
2020-02B07W4S99CM,2020-02,B07W4S99CM,"B07GDHPWCS,B07W4S99CM",28/08/2019 00:00,23907,237.6,4.033333333,Black,325,325,81,3597,75361600,1212
2020-03B07W4S99CM,2020-03,B07W4S99CM,"B07GDHPWCS,B07W4S99CM",28/08/2019 00:00,98,199.99,4,Black,325,325,81,3597,75975680,28105
2018-08B07F8ZQDSZ,2018-08,B07F8ZQDSZ,None,05/07/2018 00:00,26994,309.99,5,White,353,91,351,3600,72786000,1102
2018-10B07F8ZQDSZ,2018-10,B07F8ZQDSZ,None,05/07/2018 00:00,6155,369.99,4.546153846,White,353,91,351,3600,73428000,3108
2018-09B07F8ZQDSZ,2018-09,B07F8ZQDSZ,None,05/07/2018 00:00,5124,259,4.9,White,353,91,351,3600,73164000,3699
2018-11B07F8ZQDSZ,2018-11,B07F8ZQDSZ,None,05/07/2018 00:00,3347,295,4.57,White,353,91,351,3600,73482000,4718
2019-01B07F8ZQDSZ,2019-01,B07F8ZQDSZ,None,05/07/2018 00:00,2779,299.99,4.548148148,White,353,91,351,3600,73335570,5483
2018-12B07F8ZQDSZ,2018-12,B07F8ZQDSZ,None,05/07/2018 00:00,2594,299.99,4.72,White,353,91,351,3600,73536000,5783
2019-03B07F8ZQDSZ,2019-03,B07F8ZQDSZ,None,05/07/2018 00:00,2181,251.09,4.3,White,353,91,351,3600,73269680,6451
2019-04B07F8ZQDSZ,2019-04,B07F8ZQDSZ,None,05/07/2018 00:00,2053,299.99,4.35,White,353,91,351,3600,73389480,6658
2020-01B07F8ZQDSZ,2020-01,B07F8ZQDSZ,None,05/07/2018 00:00,1580,239.99,4.35,White,353,91,351,3600,75550080,7478
2019-05B07F8ZQDSZ,2019-05,B07F8ZQDSZ,None,05/07/2018 00:00,1266,299.99,4.225,White,353,91,351,3600,73383490,8849
2019-12B07F8ZQDSZ,2019-12,B07F8ZQDSZ,None,05/07/2018 00:00,129,299.99,4.393333333,White,353,91,351,3600,74401790,25833
2019-11B07F8ZQDSZ,2019-11,B07F8ZQDSZ,None,05/07/2018 00:00,90,199.99,4.4375,White,353,91,351,3600,74174170,29362
2020-01B083PWGPG7,2020-01,B083PWGPG7,B09XWFQ396,09/01/2020 00:00,105795,219.67,5,Black,330,330,79,3606,75550080,172
2019-11B07BBKCMXL,2019-11,B07BBKCMXL,None,08/03/2018 00:00,129608,154.64,2.5,Silver,330,330,79,3629,74174170,1
2019-11B07TNYMRMC,2019-11,B07TNYMRMC,"B07TNYMRMC,B07TJP1YJT",27/06/2019 00:00,1286597,159.99,3.7,White,343,343,76,3629,74174170,1
2019-12B07KZRMK53,2019-12,B07KZRMK53,B07X542P5G,29/11/2018 00:00,258676,179.99,4.25,Imass-a3,315,315,71,3629,74401790,1
2019-12B07TNYMRMC,2019-12,B07TNYMRMC,"B07TNYMRMC,B07TJP1YJT",27/06/2019 00:00,361617,155.99,3.75,White,343,343,76,3629,74401790,1
2019-12B07X542P5G,2019-12,B07X542P5G,B07X542P5G,28/08/2019 00:00,268244,179.99,4.25,Imass-a3bs,315,315,71,3629,74401790,1
2020-01B07KZRMK53,2020-01,B07KZRMK53,B07X542P5G,29/11/2018 00:00,218737,159.99,3.8,Imass-a3,315,315,71,3629,75550080,1
2020-01B07X542P5G,2020-01,B07X542P5G,B07X542P5G,28/08/2019 00:00,223174,159.99,3.8,Imass-a3bs,315,315,71,3629,75550080,1
2020-02B07KZRMK53,2020-02,B07KZRMK53,B07X542P5G,29/11/2018 00:00,172653,149.99,3.85,Imass-a3,315,315,71,3629,75361600,1
2020-02B07X542P5G,2020-02,B07X542P5G,B07X542P5G,28/08/2019 00:00,181743,149.99,3.85,Imass-a3bs,315,315,71,3629,75361600,1
2020-03B07KZRMK53,2020-03,B07KZRMK53,B07X542P5G,29/11/2018 00:00,260614,115.99,3.8,Imass-a3,315,315,71,3629,75975680,1
2020-03B07BBKCMXL,2020-03,B07BBKCMXL,None,08/03/2018 00:00,124235,99.98,3.2,Silver,330,330,79,3629,75975680,25
2018-07B07BBKCMXL,2018-07,B07BBKCMXL,None,08/03/2018 00:00,43385,199.99,4.2,Silver,330,330,79,3629,72492000,718
2019-03B078MPFN55,2019-03,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,24939,789.99,3.66,Silver/Black,318,335,99,3629,73269680,1175
2019-04B078MPFN55,2019-04,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,16266,699,3.64,Silver/Black,318,335,99,3629,73389480,1659
2019-02B078MPFN55,2019-02,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,12836,695,3.647826087,Silver/Black,318,335,99,3629,73191810,2010
2019-06B078MPFN55,2019-06,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,12193,615.99,3.65,Silver/Black,318,335,99,3629,73281660,2099
2019-05B078MPFN55,2019-05,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,8863,661.99,3.66,Silver/Black,318,335,99,3629,73383490,2691
2019-08B078MPFN55,2019-08,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,6803,599.99,3.766666667,Silver/Black,318,335,99,3629,73521260,2929
2019-09B078MPFN55,2019-09,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,6535,599.99,3.7,Silver/Black,318,335,99,3629,73754870,2955
2018-04B078MPFN55,2018-04,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,5851,799,4.152380952,Silver/Black,318,335,99,3629,72648000,3283
2019-01B078MPFN55,2019-01,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,3980,685.99,3.650980392,Silver/Black,318,335,99,3629,73335570,4355
2019-12B078MPFN55,2019-12,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,3248,499.99,3.818181818,Silver/Black,318,335,99,3629,74401790,4774
2018-03B078MPFN55,2018-03,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,1248,799,4.3,Silver/Black,318,335,99,3629,71922000,8927
2018-06B078MPFN55,2018-06,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,426,765,3.84,Silver/Black,318,335,99,3629,72792000,15128
2018-12B078MPFN55,2018-12,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,410,589.99,3.56,Silver/Black,318,335,99,3629,73536000,15310
2018-10B078MPFN55,2018-10,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,319,599,3.522222222,Silver/Black,318,335,99,3629,73428000,17697
2018-07B078MPFN55,2018-07,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,317,698,3.8,Silver/Black,318,335,99,3629,72492000,17754
2018-08B078MPFN55,2018-08,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,256,650,3.633333333,Silver/Black,318,335,99,3629,72786000,19467
2019-11B078MPFN55,2019-11,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,239,499.99,3.794736842,Silver/Black,318,335,99,3629,74174170,19944
2018-09B078MPFN55,2018-09,B078MPFN55,"B08X1H8VGG,B078MPFN55",13/03/2018 00:00,41,524.99,3.5125,Silver/Black,318,335,99,3629,73164000,40637
2020-01B07XLD48YZ,2020-01,B07XLD48YZ,None,13/09/2019 00:00,87609,1149,3.55,None,508,508,457.2,3697,75550080,318
2020-03B07VQWL1C9,2020-03,B07VQWL1C9,None,25/07/2019 00:00,26729,1099,3.8,None,381,381,381,3697,75975680,1112
2020-01B07VQWL1C9,2020-01,B07VQWL1C9,None,25/07/2019 00:00,22932,1099,3.524242424,None,381,381,381,3697,75550080,1246
2019-10B07QXM2V6X,2019-10,B07QXM2V6X,"B07TJTHZ3D,B07QXM2V6X,B07Z27B41M,B07Z274XFY",30/05/2019 00:00,17586,1370,3.125,Black,311,311,89,3719,74168180,1561
2019-09B07QXM2V6X,2019-09,B07QXM2V6X,"B07TJTHZ3D,B07QXM2V6X,B07Z27B41M,B07Z274XFY",30/05/2019 00:00,15610,1349,2.971428571,Black,311,311,89,3719,73754870,1716
2019-08B07QXM2V6X,2019-08,B07QXM2V6X,"B07TJTHZ3D,B07QXM2V6X,B07Z27B41M,B07Z274XFY",30/05/2019 00:00,12727,1299.99,2.866666667,Black,311,311,89,3719,73521260,2022
2019-11B07QXM2V6X,2019-11,B07QXM2V6X,"B07TJTHZ3D,B07QXM2V6X,B07Z27B41M,B07Z274XFY",30/05/2019 00:00,9672,1370,3.066666667,Black,311,311,89,3719,74174170,2526
2019-07B07QXM2V6X,2019-07,B07QXM2V6X,"B07TJTHZ3D,B07QXM2V6X,B07Z27B41M,B07Z274XFY",30/05/2019 00:00,7203,1299,3.344,Black,311,311,89,3719,73275670,2890
2019-12B07QXM2V6X,2019-12,B07QXM2V6X,"B07TJTHZ3D,B07QXM2V6X,B07Z27B41M,B07Z274XFY",30/05/2019 00:00,6749,999,3.2,Black,311,311,89,3719,74401790,2934
2020-02B07QXM2V6X,2020-02,B07QXM2V6X,"B07TJTHZ3D,B07QXM2V6X,B07Z27B41M,B07Z274XFY",30/05/2019 00:00,6462,1098,3.544444444,Black,311,311,89,3719,75361600,2962
2020-01B07QXM2V6X,2020-01,B07QXM2V6X,"B07TJTHZ3D,B07QXM2V6X,B07Z27B41M,B07Z274XFY",30/05/2019 00:00,6146,1099,3.5,Black,311,311,89,3719,75550080,3114
2019-06B07QXM2V6X,2019-06,B07QXM2V6X,"B07TJTHZ3D,B07QXM2V6X,B07Z27B41M,B07Z274XFY",30/05/2019 00:00,5357,1299,3.891304348,Black,311,311,89,3719,73281660,3566
2020-03B07QXM2V6X,2020-03,B07QXM2V6X,"B07TJTHZ3D,B07QXM2V6X,B07Z27B41M,B07Z274XFY",30/05/2019 00:00,4166,1090,3.6,Black,311,311,89,3719,75975680,4248
2019-07B078711F2H,2019-07,B078711F2H,None,12/12/2017 00:00,207061,429.99,3.5,None,345,345,96,3800,73275670,1
2019-08B078711F2H,2019-08,B078711F2H,None,12/12/2017 00:00,479942,399.99,3.3,None,345,345,96,3800,73521260,1
2019-11B078711F2H,2019-11,B078711F2H,None,12/12/2017 00:00,368236,369.99,4.15,None,345,345,96,3800,74174170,1
2019-02B078711F2H,2019-02,B078711F2H,None,12/12/2017 00:00,77830,365.9,3.74,None,345,345,96,3800,73191810,397
2019-01B078711F2H,2019-01,B078711F2H,None,12/12/2017 00:00,68636,386,4.014285714,None,345,345,96,3800,73335570,470
2018-03B078711F2H,2018-03,B078711F2H,None,12/12/2017 00:00,59711,399.98,5,None,345,345,96,3800,71922000,542
2018-05B078711F2H,2018-05,B078711F2H,None,12/12/2017 00:00,36945,384,3.966666667,None,345,345,96,3800,72792000,844
2018-06B078711F2H,2018-06,B078711F2H,None,12/12/2017 00:00,3277,369.99,3.8,None,345,345,96,3800,72792000,4758
2018-12B078711F2H,2018-12,B078711F2H,None,12/12/2017 00:00,1808,298,3.85,None,345,345,96,3800,73536000,7054
2018-10B078711F2H,2018-10,B078711F2H,None,12/12/2017 00:00,1183,278,3.9,None,345,345,96,3800,73428000,9211
2018-07B078711F2H,2018-07,B078711F2H,None,12/12/2017 00:00,1022,379,4.05,None,345,345,96,3800,72492000,9914
2019-12B01MU4WAUI,2019-12,B01MU4WAUI,None,28/12/2016 00:00,130137,329.99,3.8,White,345,345,96,3810,74401790,1
2020-01B01MU4WAUI,2020-01,B01MU4WAUI,None,28/12/2016 00:00,144465,364.99,3.75,White,345,345,96,3810,75550080,1
