asin,listed_date,isEligibleForSuperSaverShipping,Brand,Firm,market_ids,prices,ave_rating,title,variationCSV,suction,Wok_1charge,sales,itemWidth,itemHeight,itemWeight
B08NK7C5TP,01/01/2011 00:00,FALSE,B07MVTFZS7,Bagotte,R21Q3,216.5783333,4.75,"robot vacuum, max suction, 2.7"" robotic vacuum cleaners super thin & powerful battery life with large dust bin, daily schedule, self-charging robot vacuums, ideal for pet hair, carpet, hardwood floors",None,1500,100,1,330,79,4014
B07MVTZNHH,11/08/2019 00:00,FALSE,B07MVTZNHH,LAMBOT,R20Q2,219.5133333,3.55,"lambot a1 robot vacuum cleaner,super suction with intelligent navigating and mapping technology,clean carpet and hard floors good for pet hair,compatible with alexa",None,2200,110,224,348,97,3084
B07MVTZNHH,11/08/2019 00:00,FALSE,B07MVTZNHH,LAMBOT,R20Q3,152.0785714,3.15,"lambot a1 robot vacuum cleaner,super suction with intelligent navigating and mapping technology,clean carpet and hard floors good for pet hair,compatible with alexa",None,2200,110,240,348,97,3084
B07MVTZNHH,11/08/2019 00:00,FALSE,B07MVTZNHH,LAMBOT,R20Q1,224.8526316,3.523076923,"lambot a1 robot vacuum cleaner,super suction with intelligent navigating and mapping technology,clean carpet and hard floors good for pet hair,compatible with alexa",None,2200,110,306,348,97,3084
B07MVTZNHH,11/08/2019 00:00,FALSE,B07MVTZNHH,LAMBOT,R21Q2,149.0707692,2.971428571,"lambot a1 robot vacuum cleaner,super suction with intelligent navigating and mapping technology,clean carpet and hard floors good for pet hair,compatible with alexa",None,2200,110,1,348,97,3084
B07MVTZNHH,11/08/2019 00:00,FALSE,B07MVTZNHH,LAMBOT,R20Q4,154.52,3,"lambot a1 robot vacuum cleaner,super suction with intelligent navigating and mapping technology,clean carpet and hard floors good for pet hair,compatible with alexa",None,2200,110,1,348,97,3084
B07MVTZNHH,11/08/2019 00:00,FALSE,B07MVTZNHH,LAMBOT,R21Q4,131.2627273,2.8,"lambot a1 robot vacuum cleaner,super suction with intelligent navigating and mapping technology,clean carpet and hard floors good for pet hair,compatible with alexa",None,2200,110,1,348,97,3084
B07MVTZNHH,11/08/2019 00:00,FALSE,B07MVTZNHH,LAMBOT,R21Q3,162.2525,2.85,"lambot a1 robot vacuum cleaner,super suction with intelligent navigating and mapping technology,clean carpet and hard floors good for pet hair,compatible with alexa",None,2200,110,1,348,97,3084
B07MVTZNHH,11/08/2019 00:00,FALSE,B07MVTZNHH,LAMBOT,R21Q1,165.508,2.95,"lambot a1 robot vacuum cleaner,super suction with intelligent navigating and mapping technology,clean carpet and hard floors good for pet hair,compatible with alexa",None,2200,110,1,348,97,3084
B07MXWT2VS,18/01/2019 00:00,FALSE,B07MXWT2VS,lexvss,R20Q2,202.489375,3.95,"premium automatic robot vacuum cleaner, 1500pa powerful suction, 650ml large dust box, smart app control/self-charging/anti-collision, good for pet hair, hard floor and low pile carpets (black)",B07MXWT2VS,1500,100,6061,311,65,2722
B07MXWT2VS,18/01/2019 00:00,FALSE,B07MXWT2VS,lexvss,R21Q1,102.9171429,3.8,"premium automatic robot vacuum cleaner, 1500pa powerful suction, 650ml large dust box, smart app control/self-charging/anti-collision, good for pet hair, hard floor and low pile carpets (black)",B07MXWT2VS,1500,100,1451,311,65,2722
B07MXWT2VS,18/01/2019 00:00,FALSE,B07MXWT2VS,lexvss,R20Q1,186.9043333,4.142857143,"premium automatic robot vacuum cleaner, 1500pa powerful suction, 650ml large dust box, smart app control/self-charging/anti-collision, good for pet hair, hard floor and low pile carpets (black)",B07MXWT2VS,1500,100,2475,311,65,2722
B07ND5B2XX,04/02/2019 00:00,TRUE,B07ND5B2XX,PURE CLEAN,R20Q3,134.99,3.7,pure clean smart programmable robot vacuum cleaner - gyro sensor home navigation pucrc105.7,None,1600,100,1,408.94,139.7,2350
B07ND5B2XX,04/02/2019 00:00,TRUE,B07ND5B2XX,PURE CLEAN,R20Q1,139.99,4.333333333,pure clean smart programmable robot vacuum cleaner - gyro sensor home navigation pucrc105.7,None,1600,100,231,408.94,139.7,2350
B07ND5B2XX,04/02/2019 00:00,TRUE,B07ND5B2XX,PURE CLEAN,R20Q2,134.9875,4.275,pure clean smart programmable robot vacuum cleaner - gyro sensor home navigation pucrc105.7,None,1600,100,264,408.94,139.7,2350
B07NJJ7TVP,19/03/2019 00:00,FALSE,B07NJJ7TVP,Rozi,R20Q1,99.99,3.75,"rozi tidybot robot vacuum cleaner with remote control, 1600pa, 4 cleaning modes for hard floors & low-pile carpets, smart infrared-sensor, quick auto charge (us edition) white",B07NJS1XCJ,1600,120,1,350.52,200.66,2998
B07NJS1XCJ,19/03/2019 00:00,FALSE,B07NJJ7TVP,Rozi,R20Q1,154.975,4.025,"rozi tidybot robot vacuum cleaner with remote control, 1600pa, 4 cleaning modes for hard floors & low-pile carpets, smart infrared-sensor, quick auto charge (us edition) gray",B07NJS1XCJ,1600,120,1,345.44,210.82,2998
B07NPNN57S,13/02/2019 00:00,FALSE,B07NPNN57S,Coredy,R22Q1,172.8,4.3,"coredy robot vacuum cleaner, 1700pa super-strong suction, ultra slim, automatic self-charging robotic vacuum for cleaning hardwood floors, medium-pile carpets, filter for pet, easy schedule cleaning",None,1700,110,2824,325,69,3992
B07NPNN57S,13/02/2019 00:00,FALSE,B07NPNN57S,Coredy,R20Q1,135.392,4.442857143,"coredy robot vacuum cleaner, 1700pa super-strong suction, ultra slim, automatic self-charging robotic vacuum for cleaning hardwood floors, medium-pile carpets, filter for pet, easy schedule cleaning",None,1700,110,24347,325,69,3992
B07NPNN57S,13/02/2019 00:00,FALSE,B07NPNN57S,Coredy,R20Q3,151.382,4.34,"coredy robot vacuum cleaner, 1700pa super-strong suction, ultra slim, automatic self-charging robotic vacuum for cleaning hardwood floors, medium-pile carpets, filter for pet, easy schedule cleaning",None,1700,110,8749,325,69,3992
B07NRYGJNP,26/03/2019 00:00,FALSE,B07NRYGJNP,BVRILA,R20Q4,119.99,3.65,"robot vacuum cleaner, powerful suction tangle-free, slim design, automatic self-charging robotic vacuum for pet hair,hard floor and carpet (black)","B07NRYGJNP,B07Q2HFBKD",1000,100,1,305,76,2495
B07NRYGJNP,26/03/2019 00:00,FALSE,B07NRYGJNP,BVRILA,R21Q1,144.99,3.7,"robot vacuum cleaner, powerful suction tangle-free, slim design, automatic self-charging robotic vacuum for pet hair,hard floor and carpet (black)","B07NRYGJNP,B07Q2HFBKD",1000,100,1,305,76,2495
B07Q2HFBKD,26/03/2019 00:00,FALSE,B07NRYGJNP,BVRILA,R21Q1,149.99,3.7,"robot vacuum cleaner, powerful suction tangle-free, slim design, automatic self-charging robotic vacuum for pet hair,hard floor and carpet (white)","B07NRYGJNP,B07Q2HFBKD",1000,100,1,305,76,2495
B07NZV15ZR,03/03/2019 00:00,FALSE,B07NZV15ZR,Mamibot,R21Q3,176.5,4.05,"mamibot robot vacuum sweeping and mopping 2in1 vacuum cleaner with 2800 suction power,370ml water tank, 3 adjustable suction self-charging for pet hair,carpets,hard floors",None,2800,120,1,330,75,3000
B07NZV15ZR,03/03/2019 00:00,FALSE,B07NZV15ZR,Mamibot,R20Q4,216.0166667,3.75,"mamibot robot vacuum sweeping and mopping 2in1 vacuum cleaner with 2800 suction power,370ml water tank, 3 adjustable suction self-charging for pet hair,carpets,hard floors",None,2800,120,513,330,75,3000
B07NZV15ZR,03/03/2019 00:00,FALSE,B07NZV15ZR,Mamibot,R20Q1,214.4,3.871428571,"mamibot robot vacuum sweeping and mopping 2in1 vacuum cleaner with 2800 suction power,370ml water tank, 3 adjustable suction self-charging for pet hair,carpets,hard floors",None,2800,120,256,330,75,3000
B07NZV15ZR,03/03/2019 00:00,FALSE,B07NZV15ZR,Mamibot,R21Q1,217.5714286,3.866666667,"mamibot robot vacuum sweeping and mopping 2in1 vacuum cleaner with 2800 suction power,370ml water tank, 3 adjustable suction self-charging for pet hair,carpets,hard floors",None,2800,120,1,330,75,3000
B07NZV15ZR,03/03/2019 00:00,FALSE,B07NZV15ZR,Mamibot,R22Q1,179.33,4.15,"mamibot robot vacuum sweeping and mopping 2in1 vacuum cleaner with 2800 suction power,370ml water tank, 3 adjustable suction self-charging for pet hair,carpets,hard floors",None,2800,120,1,330,75,3000
B07NZV15ZR,03/03/2019 00:00,FALSE,B07NZV15ZR,Mamibot,R21Q2,199,4,"mamibot robot vacuum sweeping and mopping 2in1 vacuum cleaner with 2800 suction power,370ml water tank, 3 adjustable suction self-charging for pet hair,carpets,hard floors",None,2800,120,666,330,75,3000
B07NZV15ZR,03/03/2019 00:00,FALSE,B07NZV15ZR,Mamibot,R20Q2,214,3.55,"mamibot robot vacuum sweeping and mopping 2in1 vacuum cleaner with 2800 suction power,370ml water tank, 3 adjustable suction self-charging for pet hair,carpets,hard floors",None,2800,120,1,330,75,3000
B07NZV15ZR,03/03/2019 00:00,FALSE,B07NZV15ZR,Mamibot,R20Q3,183.2,3.528571429,"mamibot robot vacuum sweeping and mopping 2in1 vacuum cleaner with 2800 suction power,370ml water tank, 3 adjustable suction self-charging for pet hair,carpets,hard floors",None,2800,120,1,330,75,3000
B07P45SQKM,19/02/2019 00:00,FALSE,B07P45SQKM,ALBOHES,R20Q1,219.99,4.4,"albohes robot vacuum and mop, 1800pa ultra strong suction robotic vacuum cleaner with self-charging, 2 in 1 vacuuming and mopping robot, super quite, ideal for pet hair/hard floors/thin carpets",None,1800,100,259,330,76,2700
B07P45SQKM,19/02/2019 00:00,FALSE,B07P45SQKM,ALBOHES,R20Q3,189.99,4.066666667,"albohes robot vacuum and mop, 1800pa ultra strong suction robotic vacuum cleaner with self-charging, 2 in 1 vacuuming and mopping robot, super quite, ideal for pet hair/hard floors/thin carpets",None,1800,100,135,330,76,2700
B07P45SQKM,19/02/2019 00:00,FALSE,B07P45SQKM,ALBOHES,R20Q4,197.99,4.04,"albohes robot vacuum and mop, 1800pa ultra strong suction robotic vacuum cleaner with self-charging, 2 in 1 vacuuming and mopping robot, super quite, ideal for pet hair/hard floors/thin carpets",None,1800,100,1,330,76,2700
B07P45SQKM,19/02/2019 00:00,FALSE,B07P45SQKM,ALBOHES,R20Q2,214.99,4.166666667,"albohes robot vacuum and mop, 1800pa ultra strong suction robotic vacuum cleaner with self-charging, 2 in 1 vacuuming and mopping robot, super quite, ideal for pet hair/hard floors/thin carpets",None,1800,100,471,330,76,2700
B07PX2HQQ4,26/03/2019 00:00,FALSE,B07PX2HQQ4,Deenkee,R20Q3,185.3566667,4.328571429,"deenkee robot vacuum,1500pa high suction,super-thin,6 cleaning modes,quiet,timing function,self-charging robotic vacuum cleaner for pet hair, hard floor, carpet",None,1500,100,7105,315,69,2599
B07PX2HQQ4,26/03/2019 00:00,FALSE,B07PX2HQQ4,Deenkee,R20Q2,202.2516667,4.35,"deenkee robot vacuum,1500pa high suction,super-thin,6 cleaning modes,quiet,timing function,self-charging robotic vacuum cleaner for pet hair, hard floor, carpet",None,1500,100,1438,315,69,2599
B07PX2HQQ4,26/03/2019 00:00,FALSE,B07PX2HQQ4,Deenkee,R20Q1,208.0925,4.55,"deenkee robot vacuum,1500pa high suction,super-thin,6 cleaning modes,quiet,timing function,self-charging robotic vacuum cleaner for pet hair, hard floor, carpet",None,1500,100,1839,315,69,2599
B07PX2HQQ4,26/03/2019 00:00,FALSE,B07PX2HQQ4,Deenkee,R21Q3,290,3.45,"deenkee robot vacuum,1500pa high suction,super-thin,6 cleaning modes,quiet,timing function,self-charging robotic vacuum cleaner for pet hair, hard floor, carpet",None,1500,100,1,315,69,2599
B07Q2GHPF6,03/07/2019 00:00,FALSE,B07Q2GHPF6,EVENTER,R20Q2,139.98,3.616666667,"robot vacuum, 1600pa strong suction, smart navi-system, 120mins long lasting, quick auto charge, multiple cleaning modes, timing function, best for pet hair, hard floor & low-pile carpet(black)",None,1600,120,1,351,89,5161.88117
B07Q2GHPF6,03/07/2019 00:00,FALSE,B07Q2GHPF6,EVENTER,R20Q1,147.768,4.216666667,"robot vacuum, 1600pa strong suction, smart navi-system, 120mins long lasting, quick auto charge, multiple cleaning modes, timing function, best for pet hair, hard floor & low-pile carpet(black)",None,1600,120,1267,351,89,5161.88117
B07Q2GHPF6,03/07/2019 00:00,FALSE,B07Q2GHPF6,EVENTER,R20Q3,224.99,3.6,"robot vacuum, 1600pa strong suction, smart navi-system, 120mins long lasting, quick auto charge, multiple cleaning modes, timing function, best for pet hair, hard floor & low-pile carpet(black)",None,1600,120,1,351,89,5161.88117
B07PFDK5NG,05/03/2019 00:00,FALSE,B07QYQFYZF,Rozi,R20Q2,99.99,3.85,"robot vacuum, 1600pa strong suction, smart navi-system, 120mins long lasting, quick auto charge, multiple cleaning modes, timing function, best for pet hair, hard floor & low-pile carpet(black)",B07QYQFYZF,1600,120,1,329,80,2998
B07PFDK5NG,05/03/2019 00:00,FALSE,B07QYQFYZF,Rozi,R20Q1,109.9825,3.833333333,"robot vacuum, 1600pa strong suction, smart navi-system, 120mins long lasting, quick auto charge, multiple cleaning modes, timing function, best for pet hair, hard floor & low-pile carpet(black)",B07QYQFYZF,1600,120,1,329,80,2998
B07RTB4KZG,09/05/2019 00:00,FALSE,B07RMTHT8F,Rozi,R20Q1,99.99,3.481818182,"rozi tidybot robot vacuum cleaner, 1600pa strong suction, smart infrared sensor, quick auto charge, 4 cleaning modes, route planing on hard floor, carpet and all floor types(black)",B07RTB4KZG,1600,150,1,329,80,2998
B07RRD87HL,10/05/2019 00:00,TRUE,B07RRD87HL,SereneLife,R22Q1,106.5614286,3.6,serenelife robot vacuum cleaner - upgraded lithium battery 90 min run time - automatic bot self detects stairs pet hair allergies friendly home cleaning for carpet hardwood floor-pucrc25 v3,None,1200,90,1,127,127,1950
B07RRD87HL,10/05/2019 00:00,TRUE,B07RRD87HL,SereneLife,R21Q2,94.546,3.645454545,serenelife robot vacuum cleaner - upgraded lithium battery 90 min run time - automatic bot self detects stairs pet hair allergies friendly home cleaning for carpet hardwood floor-pucrc25 v3,None,1200,90,357,127,127,1950
B07RRD87HL,10/05/2019 00:00,TRUE,B07RRD87HL,SereneLife,R20Q1,90.475,3.866666667,serenelife robot vacuum cleaner - upgraded lithium battery 90 min run time - automatic bot self detects stairs pet hair allergies friendly home cleaning for carpet hardwood floor-pucrc25 v3,None,1200,90,2134,127,127,1950
B07RRD87HL,10/05/2019 00:00,TRUE,B07RRD87HL,SereneLife,R20Q4,94.99,3.55,serenelife robot vacuum cleaner - upgraded lithium battery 90 min run time - automatic bot self detects stairs pet hair allergies friendly home cleaning for carpet hardwood floor-pucrc25 v3,None,1200,90,778,127,127,1950
B07RRD87HL,10/05/2019 00:00,TRUE,B07RRD87HL,SereneLife,R20Q3,98.17181818,3.633333333,serenelife robot vacuum cleaner - upgraded lithium battery 90 min run time - automatic bot self detects stairs pet hair allergies friendly home cleaning for carpet hardwood floor-pucrc25 v3,None,1200,90,2104,127,127,1950
B07RRFZJV5,25/04/2019 00:00,FALSE,B07RRFZJV5,Coredy,R22Q1,198.98,4.3,"coredy robot vacuum cleaner, personalized customize robotic vacuums skin, 2500pa hurricane suction, boundary strips included, auto boost intellect, quiet self-charging cleaning robot for carpet",None,2500,120,815,323,70,2722
B07RRFZJV5,25/04/2019 00:00,FALSE,B07RRFZJV5,Coredy,R20Q2,180.4464706,4.4,"coredy robot vacuum cleaner, personalized customize robotic vacuums skin, 2500pa hurricane suction, boundary strips included, auto boost intellect, quiet self-charging cleaning robot for carpet",None,2500,120,4605,323,70,2722
B07RRFZJV5,25/04/2019 00:00,FALSE,B07RRFZJV5,Coredy,R20Q1,164.2318182,4.55,"coredy robot vacuum cleaner, personalized customize robotic vacuums skin, 2500pa hurricane suction, boundary strips included, auto boost intellect, quiet self-charging cleaning robot for carpet",None,2500,120,9962,323,70,2722
B07RRFZJV5,25/04/2019 00:00,FALSE,B07RRFZJV5,Coredy,R21Q2,183.1705882,4.3,"coredy robot vacuum cleaner, personalized customize robotic vacuums skin, 2500pa hurricane suction, boundary strips included, auto boost intellect, quiet self-charging cleaning robot for carpet",None,2500,120,4407,323,70,2722
B07S83VQPY,11/06/2019 00:00,FALSE,B07S83VQPY,iMartine,R20Q4,179.99,4.4,"imartine robot vacuum and mop cleaner with boundary strips, 2200pa strong suction, quiet, slim, self-charging robotic vacuums, ideal for pet hair, hard floors, medium pile carpets, works with alexa",None,2200,120,10894,320,69,2595
B07S83VQPY,11/06/2019 00:00,FALSE,B07S83VQPY,iMartine,R22Q1,272.4708333,4.4,"imartine robot vacuum and mop cleaner with boundary strips, 2200pa strong suction, quiet, slim, self-charging robotic vacuums, ideal for pet hair, hard floors, medium pile carpets, works with alexa",None,2200,120,1258,320,69,2595
B07S83VQPY,11/06/2019 00:00,FALSE,B07S83VQPY,iMartine,R20Q1,157.8528571,4.5,"imartine robot vacuum and mop cleaner with boundary strips, 2200pa strong suction, quiet, slim, self-charging robotic vacuums, ideal for pet hair, hard floors, medium pile carpets, works with alexa",None,2200,120,3175,320,69,2595
B07TNYMRMC,27/06/2019 00:00,FALSE,B07TNYMRMC,COSTWAY,R20Q4,159.99,3.5,"costway robot vacuum cleaner, 2000pa suction cleaner smart schedule cleaning, remote control, super quiet self-charging robotic vacuums for pet hair, hard floor & thin carpet","B07TNYMRMC,B07TJP1YJT",2000,120,1,343,76,3629
B07V4J91JX,11/07/2019 00:00,FALSE,B07V4J91JX,HiKiNS,R21Q2,128.99,3.75,"hikins robotic vacuum cleaner 1800pa powerful 4400mah 120mins long lasting, intelligent algorithm control anti-collision and drop sensor protection automatic charging robot vacuum for all floors",None,1800,120,1,330,805,6595.2331
B07V4J91JX,11/07/2019 00:00,FALSE,B07V4J91JX,HiKiNS,R21Q1,136.53,3.95,"hikins robotic vacuum cleaner 1800pa powerful 4400mah 120mins long lasting, intelligent algorithm control anti-collision and drop sensor protection automatic charging robot vacuum for all floors",None,1800,120,1,330,805,6595.2331
B07V4J91JX,11/07/2019 00:00,FALSE,B07V4J91JX,HiKiNS,R20Q3,175.49,4.6,"hikins robotic vacuum cleaner 1800pa powerful 4400mah 120mins long lasting, intelligent algorithm control anti-collision and drop sensor protection automatic charging robot vacuum for all floors",None,1800,120,1,330,805,6595.2331
B07V4J91JX,11/07/2019 00:00,FALSE,B07V4J91JX,HiKiNS,R20Q4,159.99,4.55,"hikins robotic vacuum cleaner 1800pa powerful 4400mah 120mins long lasting, intelligent algorithm control anti-collision and drop sensor protection automatic charging robot vacuum for all floors",None,1800,120,1,330,805,6595.2331
B07V4J91JX,11/07/2019 00:00,FALSE,B07V4J91JX,HiKiNS,R20Q2,180.99,4.5,"hikins robotic vacuum cleaner 1800pa powerful 4400mah 120mins long lasting, intelligent algorithm control anti-collision and drop sensor protection automatic charging robot vacuum for all floors",None,1800,120,1,330,805,6595.2331
B07VBNZL2S,03/09/2019 00:00,FALSE,B07VBNZL2S,Fey-US,R21Q1,136.9016667,3.92,"robot vacuum cleaner, smart navigation robotic vacuums with boundary strips, 1800pa suction,quiet,tangle-free, automatic self-charging,150min runtime, ideal for pet hair hard floor to low pile carpet",None,1800,150,1,330,75,3000
B07VBNZL2S,03/09/2019 00:00,FALSE,B07VBNZL2S,Fey-US,R20Q2,167.565,3.972727273,"robot vacuum cleaner, smart navigation robotic vacuums with boundary strips, 1800pa suction,quiet,tangle-free, automatic self-charging,150min runtime, ideal for pet hair hard floor to low pile carpet",None,1800,150,19832,330,75,3000
B07VBNZL2S,03/09/2019 00:00,FALSE,B07VBNZL2S,Fey-US,R21Q4,105.5990909,3.7,"robot vacuum cleaner, smart navigation robotic vacuums with boundary strips, 1800pa suction,quiet,tangle-free, automatic self-charging,150min runtime, ideal for pet hair hard floor to low pile carpet",None,1800,150,1,330,75,3000
B07VBNZL2S,03/09/2019 00:00,FALSE,B07VBNZL2S,Fey-US,R20Q1,179.5466667,3.566666667,"robot vacuum cleaner, smart navigation robotic vacuums with boundary strips, 1800pa suction,quiet,tangle-free, automatic self-charging,150min runtime, ideal for pet hair hard floor to low pile carpet",None,1800,150,766,330,75,3000
B07VBNZL2S,03/09/2019 00:00,FALSE,B07VBNZL2S,Fey-US,R21Q3,89.99,3.7,"robot vacuum cleaner, smart navigation robotic vacuums with boundary strips, 1800pa suction,quiet,tangle-free, automatic self-charging,150min runtime, ideal for pet hair hard floor to low pile carpet",None,1800,150,1,330,75,3000
B07VBNZL2S,03/09/2019 00:00,FALSE,B07VBNZL2S,Fey-US,R20Q3,145.5666667,3.577777778,"robot vacuum cleaner, smart navigation robotic vacuums with boundary strips, 1800pa suction,quiet,tangle-free, automatic self-charging,150min runtime, ideal for pet hair hard floor to low pile carpet",None,1800,150,1,330,75,3000
B07VBNZL2S,03/09/2019 00:00,FALSE,B07VBNZL2S,Fey-US,R21Q2,153.155,3.785714286,"robot vacuum cleaner, smart navigation robotic vacuums with boundary strips, 1800pa suction,quiet,tangle-free, automatic self-charging,150min runtime, ideal for pet hair hard floor to low pile carpet",None,1800,150,1,330,75,3000
B07VGJMB9B,17/07/2019 00:00,FALSE,B07VGJMB9B,Tesvor,R21Q4,194.8005556,4.133333333,"tesvor robot vacuum cleaner, robotic vacuum and mop, 1800pa strong suction, wifi/app/alexa, quiet, self-charging robotic vacuum cleaner","B07VFTHXJM,B07VGJMB9B",1800,100,2243,328,74,3084
B07VGJMB9B,17/07/2019 00:00,FALSE,B07VGJMB9B,Tesvor,R20Q3,195.5628571,4.354545455,"tesvor robot vacuum cleaner, robotic vacuum and mop, 1800pa strong suction, wifi/app/alexa, quiet, self-charging robotic vacuum cleaner","B07VFTHXJM,B07VGJMB9B",1800,100,10333,328,74,3084
B07VGJMB9B,17/07/2019 00:00,FALSE,B07VGJMB9B,Tesvor,R20Q1,199.99,4.17,"tesvor robot vacuum cleaner, robotic vacuum and mop, 1800pa strong suction, wifi/app/alexa, quiet, self-charging robotic vacuum cleaner","B07VFTHXJM,B07VGJMB9B",1800,100,10220,328,74,3084
B07VGJMB9B,17/07/2019 00:00,FALSE,B07VGJMB9B,Tesvor,R21Q1,194.99,4.3,"tesvor robot vacuum cleaner, robotic vacuum and mop, 1800pa strong suction, wifi/app/alexa, quiet, self-charging robotic vacuum cleaner","B07VFTHXJM,B07VGJMB9B",1800,100,8312,328,74,3084
B07VGJMB9B,17/07/2019 00:00,FALSE,B07VGJMB9B,Tesvor,R22Q1,257.0772727,4.1,"tesvor robot vacuum cleaner, robotic vacuum and mop, 1800pa strong suction, wifi/app/alexa, quiet, self-charging robotic vacuum cleaner","B07VFTHXJM,B07VGJMB9B",1800,100,43,328,74,3084
B07VGJMB9B,17/07/2019 00:00,FALSE,B07VGJMB9B,Tesvor,R20Q2,199.99,4.25,"tesvor robot vacuum cleaner, robotic vacuum and mop, 1800pa strong suction, wifi/app/alexa, quiet, self-charging robotic vacuum cleaner","B07VFTHXJM,B07VGJMB9B",1800,100,919,328,74,3084
B07VGJMB9B,17/07/2019 00:00,FALSE,B07VGJMB9B,Tesvor,R21Q3,176.9611111,4.2,"tesvor robot vacuum cleaner, robotic vacuum and mop, 1800pa strong suction, wifi/app/alexa, quiet, self-charging robotic vacuum cleaner","B07VFTHXJM,B07VGJMB9B",1800,100,1165,328,74,3084
B07VVB99XP,22/09/2019 00:00,FALSE,B07VVB99XP,iMartine,R20Q2,166.536,4.35,"robot vacuum cleaner, imartine 1600pa robotic vacuum cleaner wi-fi connectivity compatible with alexa, self-charging, smart mapping, super slim, with boundary strips for hard floor, carpets, pet hair",None,1600,120,1677,323,69,4640.2499
B07VVB99XP,22/09/2019 00:00,FALSE,B07VVB99XP,iMartine,R20Q3,177.471875,4.166666667,"robot vacuum cleaner, imartine 1600pa robotic vacuum cleaner wi-fi connectivity compatible with alexa, self-charging, smart mapping, super slim, with boundary strips for hard floor, carpets, pet hair",None,1600,120,2808,323,69,4640.2499
B07VVB99XP,22/09/2019 00:00,FALSE,B07VVB99XP,iMartine,R20Q1,209.99,4.46,"robot vacuum cleaner, imartine 1600pa robotic vacuum cleaner wi-fi connectivity compatible with alexa, self-charging, smart mapping, super slim, with boundary strips for hard floor, carpets, pet hair",None,1600,120,1134,323,69,4640.2499
B07VVB99XP,22/09/2019 00:00,FALSE,B07VVB99XP,iMartine,R20Q4,147.055,4.25,"robot vacuum cleaner, imartine 1600pa robotic vacuum cleaner wi-fi connectivity compatible with alexa, self-charging, smart mapping, super slim, with boundary strips for hard floor, carpets, pet hair",None,1600,120,2265,323,69,4640.2499
B07VWGGNJ5,08/09/2019 00:00,FALSE,B07VWGGNJ5,iMartine,R20Q4,135.9933333,4.4,"imartine robot vacuum and mop cleaner app&remote control, wi-fi, compatible with alexa and self-charging, ideal for carpet, hard floors, pet hair cleaning",None,2000,120,8360,320,76,2359
B07VWGGNJ5,08/09/2019 00:00,FALSE,B07VWGGNJ5,iMartine,R20Q1,165.391,4.628571429,"imartine robot vacuum and mop cleaner app&remote control, wi-fi, compatible with alexa and self-charging, ideal for carpet, hard floors, pet hair cleaning",None,2000,120,2874,320,76,2359
B07VWGGNJ5,08/09/2019 00:00,FALSE,B07VWGGNJ5,iMartine,R22Q1,157.49,4.3,"imartine robot vacuum and mop cleaner app&remote control, wi-fi, compatible with alexa and self-charging, ideal for carpet, hard floors, pet hair cleaning",None,2000,120,1,320,76,2359
B07WSLK43Y,27/09/2019 00:00,FALSE,B07WSLK43Y,iMartine,R20Q1,248.092,4.55,"imartine robot vacuum cleaner, robotic vacuums cleaner 2000pa strong suction automatic self-charging vacuum robot with boundary strips, super-thin quiet for pet hair/medium-pile carpets/ hard floor",None,3200,180,1860,323,69,4000
B07WSLK43Y,27/09/2019 00:00,FALSE,B07WSLK43Y,iMartine,R20Q2,242.99,4.45,"imartine robot vacuum cleaner, robotic vacuums cleaner 2000pa strong suction automatic self-charging vacuum robot with boundary strips, super-thin quiet for pet hair/medium-pile carpets/ hard floor",None,3200,180,1902,323,69,4000
B07WSLK43Y,27/09/2019 00:00,FALSE,B07WSLK43Y,iMartine,R21Q1,185.99,4.3,"imartine robot vacuum cleaner, robotic vacuums cleaner 2000pa strong suction automatic self-charging vacuum robot with boundary strips, super-thin quiet for pet hair/medium-pile carpets/ hard floor",None,3200,180,37,323,69,4000
B07X7V5FG9,06/11/2019 00:00,FALSE,B07X7V5FG9,ROBOCIST,R20Q3,193.3075,4.328571429,"robocist 850 robot vacuum - smart robotic vacuum cleaner for pet hair, work with alexa app wi-fi connected, 1600pa max strong suction, self-charging, hard floor cleaning robot, thin & quiet for carpet",None,1600,100,2845,345,113,4082
B07X7V5FG9,06/11/2019 00:00,FALSE,B07X7V5FG9,ROBOCIST,R21Q2,249.99,4.15,"robocist 850 robot vacuum - smart robotic vacuum cleaner for pet hair, work with alexa app wi-fi connected, 1600pa max strong suction, self-charging, hard floor cleaning robot, thin & quiet for carpet",None,1600,100,1,345,113,4082
B07X7V5FG9,06/11/2019 00:00,FALSE,B07X7V5FG9,ROBOCIST,R20Q1,227.6566667,4.282352941,"robocist 850 robot vacuum - smart robotic vacuum cleaner for pet hair, work with alexa app wi-fi connected, 1600pa max strong suction, self-charging, hard floor cleaning robot, thin & quiet for carpet",None,1600,100,933,345,113,4082
B07X7V5FG9,06/11/2019 00:00,FALSE,B07X7V5FG9,ROBOCIST,R20Q4,399.99,4.15,"robocist 850 robot vacuum - smart robotic vacuum cleaner for pet hair, work with alexa app wi-fi connected, 1600pa max strong suction, self-charging, hard floor cleaning robot, thin & quiet for carpet",None,1600,100,1,345,113,4082
B07X7V5FG9,06/11/2019 00:00,FALSE,B07X7V5FG9,ROBOCIST,R20Q2,273.4872727,4.18,"robocist 850 robot vacuum - smart robotic vacuum cleaner for pet hair, work with alexa app wi-fi connected, 1600pa max strong suction, self-charging, hard floor cleaning robot, thin & quiet for carpet",None,1600,100,3074,345,113,4082
